time,color,angle
227326,60,30
227366,54,30
227406,45,30
227447,26,-30
227488,15,-30
227529,9,-30
227573,9,-30
227618,17,-30
227661,28,-30
227704,39,-30
227746,48,30
227794,55,30
227835,61,30
227879,60,30
227922,56,30
227964,47,30
228005,39,-30
228046,31,-30
228086,23,-30
228127,21,-30
228168,35,-30
228211,44,30
228254,51,30
228295,53,30
228335,55,30
228375,51,30
228417,46,30
228458,38,-30
228505,29,-30
228546,25,-30
228587,21,-30
228629,28,-30
228673,39,-30
228715,50,30
228755,54,30
228796,58,30
228836,57,30
228879,54,30
228919,48,30
228965,40,0
229005,29,-30
229045,24,-30
229085,20,-30
229125,28,-30
229169,41,30
229213,50,30
229253,54,30
229294,53,30
229335,44,30
229375,33,-30
229415,24,-30
229455,18,-30
229496,17,-30
229536,24,-30
229577,40,0
229618,53,30
229659,57,30
229701,60,30
229744,54,30
229784,40,0
229825,27,-30
229870,21,-30
229911,14,-30
229952,20,-30
229997,36,-30
230037,51,30
230078,64,30
230118,68,30
230158,70,30
230198,64,30
230238,50,30
230279,28,-30
230324,18,-30
230365,9,-30
230405,11,-30
230445,20,-30
230486,40,0
230526,56,30
230567,62,30
230608,63,30
230652,50,30
230695,39,-30
230736,24,-30
230777,19,-30
230824,16,-30
230865,27,-30
230905,43,30
230949,52,30
230993,61,30
231034,62,30
231075,52,30
231116,41,30
231156,21,-30
231196,12,-30
231237,7,-30
231284,6,-30
231325,12,-30
231365,22,-30
231405,41,30
231446,58,30
