time,color,angle
259090,58,20
259134,51,20
259176,40,0
259216,35,-20
259256,26,-20
259296,25,-20
259337,36,-20
259380,45,20
259424,51,20
259465,54,20
259506,48,20
259547,37,-20
259590,26,-20
259631,22,-20
259675,25,-20
259716,41,20
259757,53,20
259797,59,20
259837,57,20
259881,50,20
259924,36,-20
259966,28,-20
260007,20,-20
260048,19,-20
260095,35,-20
260136,49,20
260177,58,20
260217,65,20
260259,59,20
260303,44,20
260345,33,-20
260386,22,-20
260427,15,-20
260471,18,-20
260515,30,-20
260556,44,20
260597,55,20
260640,61,20
260681,58,20
260721,42,20
260765,34,-20
260806,26,-20
260847,17,-20
260887,17,-20
260932,32,-20
260976,43,20
261017,55,20
261058,61,20
261106,56,20
261147,47,20
261190,43,20
261233,33,-20
261277,21,-20
261318,18,-20
261359,20,-20
261400,32,-20
261440,42,20
261484,47,20
261526,57,20
261567,54,20
261607,44,20
261647,35,-20
261689,20,-20
261730,14,-20
261770,17,-20
261810,26,-20
261851,40,0
261895,55,20
261936,63,20
261976,63,20
262017,52,20
262058,36,-20
262099,25,-20
262140,15,-20
262180,18,-20
262224,34,-20
262267,48,20
262307,55,20
262348,61,20
262388,52,20
262430,44,20
262474,31,-20
262516,24,-20
262557,15,-20
262597,20,-20
262638,35,-20
262678,51,20
262719,58,20
262759,65,20
262799,61,20
262839,53,20
262879,44,20
262920,37,-20
262960,27,-20
263000,22,-20
263043,18,-20
263086,28,-20
263127,39,-20
263167,54,20
263208,61,20
