time,color,angle
82771,5,-50
82815,5,-50
82855,6,-50
82895,26,-50
82936,47,50
82977,61,50
83017,69,50
83058,70,50
83099,68,50
83143,66,50
83184,43,50
83225,16,-50
83266,8,-50
83306,5,-50
83347,5,-50
83387,4,-50
83428,15,-50
83469,31,-50
83509,53,50
83549,69,50
83589,73,50
83630,74,50
83675,73,50
83715,71,50
83755,50,50
83795,27,-50
83836,11,-50
83877,5,-50
83918,5,-50
83963,5,-50
84004,12,-50
84046,50,50
84087,65,50
84127,71,50
84168,73,50
84208,71,50
84248,66,50
84290,34,-50
84334,10,-50
84375,5,-50
84416,5,-50
84456,6,-50
84496,20,-50
84537,52,50
84577,69,50
84618,71,50
84659,72,50
84700,70,50
84740,70,50
84780,49,50
84824,22,-50
84865,6,-50
84906,5,-50
84946,5,-50
84986,5,-50
85030,8,-50
85070,35,-50
85112,55,50
85157,71,50
85198,74,50
85239,74,50
85280,74,50
85324,74,50
85365,60,50
85406,34,-50
85446,12,-50
85486,6,-50
85526,5,-50
85566,5,-50
85606,16,-50
85647,51,50
85688,67,50
85729,77,50
85769,81,50
85810,80,50
85850,74,50
85890,40,0
85931,13,-50
85972,6,-50
86015,6,-50
86055,6,-50
86096,13,-50
86137,35,-50
86178,61,50
86225,71,50
86266,73,50
86310,71,50
86354,71,50
86395,70,50
86436,49,50
86476,20,-50
86518,7,-50
86559,5,-50
86599,5,-50
86639,5,-50
86679,9,-50
86719,33,-50
86760,67,50
86805,81,50
86845,80,50
