time,color,angle
147140,48,20
147180,33,-20
147221,27,-20
147265,18,-20
147307,24,-20
147347,38,-20
147388,44,20
147429,49,20
147470,56,20
147511,52,20
147551,44,20
147595,33,-20
147637,24,-20
147678,19,-20
147718,25,-20
147759,36,-20
147800,43,20
147844,55,20
147887,58,20
147927,53,20
147967,43,20
148011,33,-20
148055,28,-20
148096,19,-20
148137,25,-20
148178,37,-20
148219,50,20
148261,57,20
148302,64,20
148346,61,20
148386,47,20
148427,36,-20
148468,27,-20
148509,21,-20
148550,24,-20
148590,39,-20
148630,50,20
148670,56,20
148710,62,20
148750,59,20
148791,51,20
148835,37,-20
148876,30,-20
148917,22,-20
148957,27,-20
148997,39,-20
149039,48,20
149079,61,20
149119,73,20
149159,80,20
149200,71,20
149244,58,20
149286,43,20
149327,31,-20
149368,20,-20
149408,14,-20
149449,18,-20
149489,28,-20
149530,37,-20
149570,49,20
149611,59,20
149655,66,20
149696,59,20
149736,50,20
149781,29,-20
149825,17,-20
149866,13,-20
149906,15,-20
149947,27,-20
149987,44,20
150027,61,20
150068,69,20
150111,63,20
150156,46,20
150197,30,-20
150237,16,-20
150277,11,-20
150317,16,-20
150357,26,-20
150397,40,0
150438,56,20
150479,60,20
150519,59,20
150560,45,20
150600,34,-20
150640,26,-20
150680,18,-20
150721,21,-20
150765,37,-20
150805,48,20
150846,57,20
150887,64,20
150927,60,20
150968,46,20
151011,32,-20
151055,23,-20
151096,17,-20
151137,23,-20
151178,42,20
151219,48,20
