time,color,angle
120023,25,-40
120067,11,-40
120108,5,-40
120149,5,-40
120189,6,-40
120238,14,-40
120278,23,-40
120319,32,-40
120360,52,40
120401,55,40
120441,62,40
120482,63,40
120523,60,40
120567,59,40
120608,48,40
120648,37,-40
120692,24,-40
120733,14,-40
120773,13,-40
120813,21,-40
120853,44,40
120893,48,40
120937,58,40
120978,62,40
121018,57,40
121059,37,-40
121099,26,-40
121140,15,-40
121180,10,-40
121221,22,-40
121265,45,40
121308,56,40
121349,61,40
121390,64,40
121438,56,40
121479,40,0
121519,24,-40
121560,13,-40
121601,10,-40
121641,22,-40
121682,42,40
121722,56,40
121762,64,40
121806,68,40
121848,60,40
121889,51,40
121930,35,-40
121972,20,-40
122012,11,-40
122056,7,-40
122098,10,-40
122138,22,-40
122179,40,0
122220,57,40
122262,68,40
122303,72,40
122344,68,40
122388,61,40
122429,39,-40
122469,22,-40
122510,12,-40
122550,8,-40
122591,12,-40
122632,28,-40
122672,51,40
122714,67,40
122757,73,40
122798,76,40
122838,75,40
122880,71,40
122920,57,40
122960,25,-40
123001,9,-40
123042,5,-40
123091,5,-40
123133,7,-40
123179,15,-40
123219,36,-40
123259,53,40
123299,67,40
123340,73,40
123380,74,40
123421,72,40
123461,67,40
123502,52,40
123542,36,-40
123582,22,-40
123626,13,-40
123668,10,-40
123709,26,-40
123749,49,40
123790,64,40
123830,69,40
123871,68,40
123912,63,40
123952,49,40
123992,28,-40
124033,12,-40
124078,6,-40
124118,5,-40
