time,color,angle
248055,56,30
248096,50,30
248136,46,30
248176,38,-30
248217,30,-30
248258,23,-30
248299,23,-30
248339,32,-30
248383,44,30
248424,54,30
248465,56,30
248505,57,30
248545,53,30
248587,44,30
248629,35,-30
248673,29,-30
248714,21,-30
248755,17,-30
248795,24,-30
248837,39,-30
248877,49,30
248918,59,30
248958,62,30
248999,63,30
249045,60,30
249086,57,30
249127,49,30
249168,30,-30
249208,25,-30
249248,15,-30
249289,14,-30
249334,25,-30
249374,35,-30
249414,51,30
249455,57,30
249496,63,30
249537,64,30
249578,58,30
249618,54,30
249659,46,30
249701,34,-30
249745,16,-30
249786,11,-30
249827,9,-30
249868,17,-30
249908,30,-30
249948,44,30
249989,54,30
250029,62,30
250073,62,30
250114,49,30
250155,33,-30
250195,22,-30
250235,17,-30
250275,16,-30
250315,28,-30
250359,49,30
250403,60,30
250444,65,30
250484,64,30
250525,58,30
250565,47,30
250605,38,-30
250649,24,-30
250696,16,-30
250736,15,-30
250777,27,-30
250818,38,-30
250858,48,30
250899,56,30
250940,63,30
250983,61,30
251024,47,30
251065,33,-30
251105,22,-30
251145,19,-30
251186,21,-30
251226,35,-30
251266,53,30
251307,59,30
251348,65,30
251388,65,30
251428,57,30
251469,41,30
251513,32,-30
251554,23,-30
251595,20,-30
251635,14,-30
251675,20,-30
251716,42,30
251758,52,30
251802,57,30
251845,61,30
251886,44,30
251927,33,-30
251969,23,-30
252014,13,-30
252054,15,-30
252095,23,-30
252135,38,-30
