time,color,angle
177984,28,-50
178025,12,-50
178066,5,-50
178106,5,-50
178146,5,-50
178188,15,-50
178229,36,-50
178269,56,50
178309,72,50
178349,76,50
178389,75,50
178432,74,50
178475,68,50
178516,53,50
178557,25,-50
178598,9,-50
178638,5,-50
178681,5,-50
178726,6,-50
178767,25,-50
178808,53,50
178849,62,50
178889,70,50
178929,73,50
178974,70,50
179016,52,50
179056,30,-50
179096,15,-50
179136,6,-50
179176,5,-50
179224,6,-50
179265,18,-50
179305,44,50
179346,60,50
179386,63,50
179441,68,50
179485,65,50
179530,49,50
179574,20,-50
179615,11,-50
179656,5,-50
179696,4,-50
179736,4,-50
179784,11,-50
179830,25,-50
179870,46,50
179910,61,50
179954,66,50
179995,66,50
180035,66,50
180076,62,50
180117,56,50
180159,30,-50
180200,15,-50
180240,6,-50
180280,5,-50
180324,6,-50
180365,20,-50
180405,45,50
180446,66,50
180487,74,50
180528,73,50
180568,64,50
180609,60,50
180650,38,-50
180690,12,-50
180733,8,-50
180775,9,-50
180816,13,-50
180857,21,-50
180899,43,50
180939,57,50
180979,64,50
181019,66,50
181059,64,50
181103,54,50
181145,38,-50
181186,22,-50
181226,11,-50
181267,8,-50
181307,15,-50
181348,32,-50
181388,48,50
181429,60,50
181469,64,50
181513,65,50
181555,64,50
181596,60,50
181637,48,50
181678,32,-50
181718,17,-50
181758,8,-50
181799,5,-50
181839,7,-50
181880,19,-50
181925,40,0
181966,54,50
182006,61,50
182046,64,50
182086,59,50
