time,color,angle
206967,10,-50
207008,5,-50
207055,6,-50
207096,21,-50
207137,37,-50
207178,49,50
207218,53,50
207258,60,50
207299,61,50
207339,60,50
207380,57,50
207425,48,50
207466,37,-50
207506,19,-50
207550,13,-50
207590,7,-50
207630,13,-50
207675,29,-50
207716,47,50
207756,54,50
207804,61,50
207845,63,50
207886,60,50
207930,51,50
207974,30,-50
208017,9,-50
208057,5,-50
208097,5,-50
208138,5,-50
208179,12,-50
208223,37,-50
208265,57,50
208305,68,50
208345,69,50
208386,71,50
208426,71,50
208472,71,50
208515,56,50
208556,23,-50
208604,7,-50
208646,5,-50
208686,5,-50
208726,5,-50
208766,11,-50
208808,43,50
208849,63,50
208889,72,50
208933,73,50
208975,66,50
209016,46,50
209057,25,-50
209098,9,-50
209142,5,-50
209185,5,-50
209225,6,-50
209265,17,-50
209306,44,50
209346,64,50
209387,69,50
209428,73,50
209469,71,50
209510,68,50
209551,36,-50
209596,20,-50
209636,12,-50
209677,10,-50
209718,10,-50
209758,13,-50
209798,42,50
209839,58,50
209880,66,50
209926,71,50
209966,68,50
210007,55,50
210048,29,-50
210088,13,-50
210128,6,-50
210168,5,-50
210208,5,-50
210248,16,-50
210289,46,50
210334,67,50
210376,70,50
210416,73,50
210457,71,50
210499,64,50
210540,36,-50
210581,15,-50
210625,6,-50
210665,6,-50
210705,6,-50
210746,19,-50
210787,49,50
210827,62,50
210867,70,50
210909,71,50
210949,69,50
210993,68,50
211035,48,50
211076,21,-50
