time,color,angle
202505,23,-30
202545,17,-30
202589,31,-30
202633,52,30
202674,66,30
202716,70,30
202756,72,30
202797,70,30
202837,68,30
202878,60,30
202918,52,30
202958,36,-30
202998,20,-30
203042,11,-30
203085,10,-30
203129,17,-30
203169,27,-30
203213,38,-30
203253,49,30
203293,59,30
203336,63,30
203376,64,30
203416,59,30
203457,47,30
203497,36,-30
203537,26,-30
203577,16,-30
203617,15,-30
203657,16,-30
203697,30,-30
203739,46,30
203783,57,30
203826,67,30
203867,67,30
203908,62,30
203951,53,30
203996,43,30
204036,28,-30
204077,19,-30
204118,14,-30
204162,12,-30
204205,23,-30
204245,38,-30
204285,48,30
204325,59,30
204365,66,30
204408,65,30
204452,60,30
204495,44,30
204535,35,-30
204575,25,-30
204615,18,-30
204655,16,-30
204699,24,-30
204743,44,30
204787,58,30
204829,63,30
204873,61,30
204914,48,30
204954,32,-30
204998,21,-30
205044,15,-30
205085,14,-30
205125,26,-30
205166,42,30
205207,54,30
205248,63,30
205288,62,30
205329,49,30
205373,28,-30
205414,19,-30
205454,11,-30
205495,10,-30
205537,21,-30
205581,37,-30
205624,59,30
205665,63,30
205705,65,30
205745,69,30
205785,64,30
205834,55,30
205875,47,30
205915,34,-30
205956,20,-30
205997,14,-30
206037,12,-30
206077,17,-30
206117,29,-30
206157,39,-30
206198,48,30
206239,58,30
206283,64,30
206324,66,30
206367,59,30
206411,46,30
206454,35,-30
206495,21,-30
206536,14,-30
206576,13,-30
206617,20,-30
