time,color,angle
240098,30,-50
240138,57,50
240178,73,50
240219,80,50
240264,80,50
240305,76,50
240346,65,50
240386,45,50
240427,23,-50
240467,8,-50
240507,6,-50
240549,5,-50
240590,6,-50
240634,14,-50
240676,46,50
240717,59,50
240758,68,50
240798,69,50
240840,62,50
240885,57,50
240928,36,-50
240972,20,-50
241015,9,-50
241056,7,-50
241097,13,-50
241138,29,-50
241178,45,50
241219,57,50
241260,59,50
241300,64,50
241341,60,50
241385,57,50
241426,39,-50
241466,23,-50
241507,13,-50
241548,8,-50
241589,15,-50
241635,31,-50
241676,48,50
241717,63,50
241757,70,50
241798,63,50
241838,62,50
241878,69,50
241918,57,50
241960,38,-50
242000,22,-50
242041,12,-50
242085,9,-50
242125,9,-50
242166,23,-50
242206,50,50
242253,61,50
242295,70,50
242336,70,50
242376,68,50
242416,66,50
242457,45,50
242498,19,-50
242538,9,-50
242578,4,-50
242619,4,-50
242659,4,-50
242700,5,-50
242744,23,-50
242786,54,50
242827,69,50
242868,71,50
242910,71,50
242950,69,50
242990,61,50
243030,45,50
243070,25,-50
243110,12,-50
243154,5,-50
243195,4,-50
243236,5,-50
243276,11,-50
243317,33,-50
243357,55,50
243398,69,50
243438,74,50
243478,74,50
243518,73,50
243559,71,50
243599,62,50
243639,46,50
243680,24,-50
243724,9,-50
243765,5,-50
243806,5,-50
243847,5,-50
243888,11,-50
243928,27,-50
243969,49,50
244016,71,50
244056,75,50
244096,75,50
244136,74,50
244177,73,50
