time,color,angle
66229,67,50
66269,67,50
66313,65,50
66354,59,50
66395,49,50
66435,30,-50
66476,14,-50
66516,6,-50
66563,5,-50
66605,7,-50
66647,23,-50
66692,43,50
66737,63,50
66778,69,50
66819,70,50
66860,66,50
66900,56,50
66944,34,-50
66986,14,-50
67027,6,-50
67067,5,-50
67108,9,-50
67149,18,-50
67189,45,50
67229,61,50
67270,70,50
67315,70,50
67355,69,50
67395,65,50
67436,49,50
67476,23,-50
67518,8,-50
67558,5,-50
67599,4,-50
67639,5,-50
67684,14,-50
67725,27,-50
67766,41,50
67806,56,50
67847,63,50
67888,65,50
67929,61,50
67969,59,50
68010,40,0
68055,14,-50
68096,8,-50
68138,7,-50
68179,5,-50
68220,13,-50
68262,41,50
68305,57,50
68346,61,50
68387,62,50
68429,59,50
68470,55,50
68510,40,0
68554,19,-50
68595,11,-50
68636,8,-50
68678,13,-50
68721,28,-50
68764,44,50
68805,54,50
68845,58,50
68886,59,50
68926,56,50
68967,55,50
69008,42,50
69049,26,-50
69089,13,-50
69129,8,-50
69169,6,-50
69209,6,-50
69249,18,-50
69289,38,-50
69333,52,50
69375,62,50
69416,66,50
69456,66,50
69496,65,50
69536,64,50
69578,54,50
69618,44,50
69659,21,-50
69699,13,-50
69739,5,-50
69780,5,-50
69821,5,-50
69865,9,-50
69906,25,-50
69946,47,50
69987,63,50
70028,69,50
70069,69,50
70109,68,50
70149,67,50
70190,58,50
70230,30,-50
70271,14,-50
70315,6,-50
