time,color,angle
198595,14,-40
198638,11,-40
198679,19,-40
198721,44,40
198764,65,40
198808,70,40
198849,70,40
198890,59,40
198930,38,-40
198977,25,-40
199018,13,-40
199059,11,-40
199100,16,-40
199141,39,-40
199182,59,40
199222,64,40
199263,67,40
199303,71,40
199343,68,40
199383,59,40
199427,40,0
199468,26,-40
199511,15,-40
199553,11,-40
199597,22,-40
199638,43,40
199679,53,40
199719,59,40
199759,64,40
199801,60,40
199842,46,40
199883,30,-40
199928,16,-40
199969,8,-40
200013,7,-40
200053,8,-40
200093,24,-40
200135,40,0
200180,59,40
200224,71,40
200268,68,40
200310,63,40
200350,52,40
200390,37,-40
200431,26,-40
200471,15,-40
200511,12,-40
200551,21,-40
200591,38,-40
200631,49,40
200677,53,40
200719,61,40
200760,62,40
200800,59,40
200841,47,40
200881,31,-40
200921,20,-40
200961,10,-40
201003,6,-40
201047,7,-40
201088,18,-40
201128,32,-40
201169,42,40
201210,54,40
201251,58,40
201291,59,40
201331,56,40
201371,52,40
201412,44,40
201453,36,-40
201494,27,-40
201538,17,-40
201579,14,-40
201619,15,-40
201660,30,-40
201700,46,40
201741,54,40
201782,61,40
201823,62,40
201865,60,40
201908,55,40
201949,48,40
201989,33,-40
202037,18,-40
202078,9,-40
202118,6,-40
202159,17,-40
202199,27,-40
202239,41,40
202279,52,40
202321,61,40
202365,68,40
202409,64,40
202449,53,40
202490,37,-40
202530,21,-40
202570,12,-40
202611,8,-40
202652,12,-40
202693,22,-40
