time,color,angle
285197,26,-30
285237,15,-30
285279,10,-30
285319,22,-30
285359,33,-30
285402,49,30
285445,56,30
285486,61,30
285527,61,30
285569,50,30
285613,30,-30
285654,23,-30
285695,13,-30
285736,11,-30
285783,23,-30
285825,42,30
285865,47,30
285905,55,30
285945,57,30
285985,45,30
286025,35,-30
286069,26,-30
286113,22,-30
286154,22,-30
286194,32,-30
286235,46,30
286275,53,30
286315,59,30
286355,59,30
286396,55,30
286436,47,30
286478,33,-30
286518,24,-30
286558,15,-30
286599,13,-30
286640,22,-30
286684,36,-30
286724,46,30
286764,58,30
286804,67,30
286845,70,30
286885,66,30
286925,51,30
286971,33,-30
287015,23,-30
287056,21,-30
287104,24,-30
287145,26,-30
287188,36,-30
287231,45,30
287274,52,30
287314,59,30
287355,56,30
287395,47,30
287435,32,-30
287475,22,-30
287515,16,-30
287556,17,-30
287597,27,-30
287637,40,0
287678,48,30
287718,52,30
287758,58,30
287799,58,30
287840,43,30
287883,33,-30
287925,25,-30
287967,16,-30
288007,20,-30
288047,35,-30
288089,49,30
288134,56,30
288175,61,30
288219,59,30
288260,49,30
288301,38,-30
288344,28,-30
288385,24,-30
288425,23,-30
288472,33,-30
288514,44,30
288554,52,30
288595,58,30
288635,59,30
288676,51,30
288717,36,-30
288758,25,-30
288799,22,-30
288843,16,-30
288884,28,-30
288925,44,30
288965,53,30
289006,58,30
289046,63,30
289086,58,30
289127,53,30
289168,42,30
289209,31,-30
289249,17,-30
289289,12,-30
