time,color,angle
225786,41,10
225827,47,10
225867,50,10
225907,44,10
225948,36,-10
225988,31,-10
226029,26,-10
226071,29,-10
226115,35,-10
226156,41,10
226197,48,10
226237,53,10
226293,45,10
226337,37,-10
226380,31,-10
226420,26,-10
226460,34,-10
226501,42,10
226545,44,10
226586,46,10
226627,39,-10
226667,34,-10
226707,34,-10
226747,38,-10
226791,48,10
226831,51,10
226875,55,10
226916,49,10
226957,42,10
226998,40,0
227040,34,-10
227081,30,-10
227121,33,-10
227165,35,-10
227206,41,10
227247,44,10
227287,46,10
227337,41,10
227378,38,-10
227418,37,-10
227459,33,-10
227500,34,-10
227541,39,-10
227584,43,10
227626,46,10
227666,48,10
227707,47,10
227747,43,10
227789,42,10
227829,38,-10
227869,34,-10
227910,30,-10
227955,36,-10
227996,38,-10
228036,38,-10
228077,48,10
228117,51,10
228158,51,10
228198,50,10
228239,45,10
228280,42,10
228325,37,-10
228373,32,-10
228417,30,-10
228458,34,-10
228499,39,-10
228540,46,10
228581,51,10
228626,56,10
228666,53,10
228707,50,10
228747,43,10
228787,40,0
228827,31,-10
228868,29,-10
228909,29,-10
228951,32,-10
228991,38,-10
229035,41,10
229076,48,10
229117,47,10
229158,45,10
229198,37,-10
229238,33,-10
229278,28,-10
229318,30,-10
229359,41,10
229400,47,10
229440,50,10
229484,46,10
229526,37,-10
229566,34,-10
229607,30,-10
229648,34,-10
229689,40,0
229736,46,10
229777,51,10
229825,48,10
229866,42,10
229907,39,-10
