time,color,angle
234561,21,-20
234601,34,-20
234641,46,20
234685,55,20
234726,62,20
234766,57,20
234809,37,-20
234849,27,-20
234889,20,-20
234929,22,-20
234970,35,-20
235010,51,20
235054,64,20
235095,66,20
235136,63,20
235177,53,20
235217,48,20
235257,37,-20
235297,30,-20
235339,19,-20
235380,21,-20
235420,30,-20
235460,41,20
235505,44,20
235546,52,20
235587,44,20
235630,35,-20
235670,25,-20
235710,20,-20
235751,24,-20
235795,32,-20
235836,42,20
235878,47,20
235919,54,20
235959,52,20
236000,45,20
236044,37,-20
236086,30,-20
236127,25,-20
236170,27,-20
236211,35,-20
236255,47,20
236296,45,20
236337,57,20
236377,54,20
236417,48,20
236458,33,-20
236498,28,-20
236538,22,-20
236578,27,-20
236619,41,20
236660,49,20
236700,51,20
236740,48,20
236784,35,-20
236826,30,-20
236866,24,-20
236910,30,-20
236955,41,20
236996,54,20
237036,57,20
237076,55,20
237119,46,20
237163,36,-20
237206,25,-20
237247,19,-20
237287,19,-20
237327,35,-20
237368,44,20
237408,51,20
237449,54,20
237490,51,20
237535,37,-20
237576,26,-20
237617,20,-20
237659,26,-20
237700,35,-20
237740,49,20
237781,54,20
237826,62,20
237867,61,20
237907,54,20
237948,49,20
237988,36,-20
238029,30,-20
238069,22,-20
238109,23,-20
238155,35,-20
238195,45,20
238236,54,20
238277,62,20
238318,58,20
238359,42,20
238399,28,-20
238440,17,-20
238480,14,-20
238521,17,-20
238567,35,-20
238607,49,20
238648,57,20
