time,color,angle
314532,14,-40
314573,11,-40
314617,12,-40
314658,15,-40
314698,19,-40
314739,27,-40
314780,43,40
314820,52,40
314860,57,40
314901,58,40
314941,50,40
314981,39,-40
315022,23,-40
315062,17,-40
315102,23,-40
315143,34,-40
315183,49,40
315227,55,40
315268,58,40
315312,58,40
315359,57,40
315399,53,40
315439,45,40
315479,31,-40
315521,15,-40
315561,9,-40
315602,6,-40
315643,7,-40
315684,15,-40
315728,34,-40
315772,43,40
315812,52,40
315856,59,40
315898,60,40
315939,58,40
315979,55,40
316026,47,40
316069,36,-40
316109,22,-40
316149,13,-40
316190,9,-40
316231,19,-40
316271,28,-40
316313,42,40
316357,51,40
316398,60,40
316439,62,40
316479,57,40
316519,51,40
316562,40,0
316603,26,-40
316643,12,-40
316688,9,-40
316729,12,-40
316769,27,-40
316809,48,40
316850,59,40
316897,68,40
316939,69,40
316979,62,40
317020,53,40
317061,32,-40
317101,18,-40
317141,9,-40
317181,7,-40
317222,8,-40
317266,21,-40
317308,40,0
317349,57,40
317390,70,40
317431,73,40
317471,71,40
317512,69,40
317552,50,40
317592,28,-40
317633,18,-40
317677,8,-40
317717,6,-40
317758,9,-40
317799,26,-40
317839,43,40
317880,59,40
317920,62,40
317960,61,40
318008,49,40
318049,33,-40
318090,17,-40
318130,12,-40
318170,7,-40
318211,12,-40
318251,25,-40
318291,44,40
318331,58,40
318371,69,40
318411,75,40
318451,73,40
318491,66,40
318532,44,40
318573,23,-40
318614,7,-40
