time,color,angle
318655,6,-40
318696,5,-40
318739,5,-40
318781,9,-40
318825,18,-40
318868,38,-40
318909,55,40
318949,64,40
318989,68,40
319029,69,40
319070,67,40
319111,63,40
319152,52,40
319193,43,40
319237,27,-40
319278,14,-40
319319,6,-40
319359,5,-40
319400,8,-40
319440,17,-40
319481,30,-40
319522,41,40
319562,56,40
319603,68,40
319647,70,40
319688,67,40
319729,58,40
319772,44,40
319812,28,-40
319853,12,-40
319897,7,-40
319939,6,-40
319979,6,-40
320019,20,-40
320061,35,-40
320102,49,40
320142,65,40
320183,70,40
320223,71,40
320268,68,40
320309,62,40
320349,48,40
320390,28,-40
320430,12,-40
320471,6,-40
320512,5,-40
320552,8,-40
320593,20,-40
320635,43,40
320678,59,40
320719,67,40
320759,68,40
320799,60,40
320839,44,40
320879,29,-40
320919,18,-40
320960,7,-40
321001,5,-40
321043,8,-40
321087,26,-40
321128,52,40
321169,61,40
321209,67,40
321249,71,40
321289,69,40
321329,63,40
321370,48,40
321411,26,-40
321452,12,-40
321492,5,-40
321536,5,-40
321578,5,-40
321619,8,-40
321659,24,-40
321700,43,40
321740,61,40
321784,68,40
321825,68,40
321865,63,40
321905,56,40
321949,40,0
321990,25,-40
322031,13,-40
322071,10,-40
322111,16,-40
322151,32,-40
322191,54,40
322232,62,40
322273,68,40
322314,69,40
322358,63,40
322398,52,40
322438,36,-40
322479,25,-40
322520,13,-40
322560,10,-40
322601,16,-40
322642,41,40
322688,57,40
322729,62,40
