,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_loss euclidean,BCxGAIL_nondet_ppo best_loss dtw,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_eucl euclidean,BCxGAIL_nondet_ppo best_eucl dtw,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort,BCxGAIL_nondet_ppo best_dtw euclidean,BCxGAIL_nondet_ppo best_dtw dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,0.3312613070011139,0.467430055141449,0.1465187519788742,1.5389399528503418,-13.49838924407959,0.33819493651390076,0.38782528042793274,0.1540902704000473,2.271094560623169,-13.518854141235352,0.28564801812171936,0.4538537561893463,0.12897920608520508,1.5705441236495972,-13.501381874084473
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,0.3408257067203522,0.6302211880683899,0.16937994956970215,1.7907036542892456,-13.529643058776855,0.3854658603668213,0.4187000095844269,0.14767983555793762,2.307516574859619,-13.285484313964844,0.31090065836906433,0.5342665910720825,0.16529107093811035,1.9311387538909912,-13.917377471923828
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,0.3530813753604889,0.4465506076812744,0.1409645676612854,2.4327993392944336,-13.348388671875,0.3127160668373108,0.3965955674648285,0.13005377352237701,2.232166051864624,-13.401385307312012,0.35613322257995605,0.6193511486053467,0.17740672826766968,1.642502784729004,-13.27783489227295
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,0.3329888582229614,0.4427298605442047,0.13675269484519958,1.4234240055084229,-13.054763793945312,0.3719850182533264,0.5295232534408569,0.15923626720905304,2.0844027996063232,-12.499534606933594,0.34955185651779175,0.6710914373397827,0.1697854846715927,2.8778300285339355,-12.01513957977295
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,0.3751365542411804,0.783762514591217,0.1658676415681839,1.603226900100708,-13.533622741699219,0.31454649567604065,0.4815308153629303,0.14089573919773102,1.7196502685546875,-13.92101764678955,0.2838742434978485,0.4629237949848175,0.15195615589618683,1.2396209239959717,-13.751768112182617
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,0.3786342442035675,0.6409987211227417,0.11870349198579788,2.2973783016204834,-12.021963119506836,0.3582315444946289,0.4244767427444458,0.1533510982990265,2.7210514545440674,-11.398344993591309,0.2871592342853546,0.4205893278121948,0.13316208124160767,2.1526987552642822,-11.853808403015137
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,0.35539528727531433,0.4261896014213562,0.1336030513048172,2.2152934074401855,-12.572166442871094,0.3387068808078766,0.45680809020996094,0.11804934591054916,1.466369867324829,-13.081806182861328,0.3010448217391968,0.37204450368881226,0.13816319406032562,1.9402446746826172,-12.5517578125
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,0.32786616683006287,0.45134246349334717,0.14859695732593536,1.992802381515503,-13.20694637298584,0.3809330463409424,0.49926304817199707,0.13459835946559906,2.1857175827026367,-12.458670616149902,0.34720006585121155,0.4928963780403137,0.19012826681137085,1.8319454193115234,-13.410916328430176
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,0.3013537526130676,0.6261191368103027,0.1764144003391266,1.6678465604782104,-13.490909576416016,0.31504976749420166,0.374685138463974,0.12762120366096497,1.6380319595336914,-13.538581848144531,0.3572482764720917,0.5888595581054688,0.13825327157974243,1.73393714427948,-13.64500617980957
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,0.32571104168891907,0.6421960592269897,0.1862102746963501,1.9325157403945923,-12.728127479553223,0.3106444478034973,0.4383614659309387,0.12987633049488068,1.6238218545913696,-13.161624908447266,0.32226526737213135,0.5119255185127258,0.1685333251953125,1.783949851989746,-12.697835922241211
10,20.0,0.7126436233520508,0.8965516686439514,0.1469150334596634,0.6487081050872803,0.6171669960021973,0.220820352435112,3.293555974960327,-8.413837432861328,0.5638325214385986,0.7542816400527954,0.22097618877887726,2.64546799659729,-9.249048233032227,0.5682817697525024,0.6458978652954102,0.23194089531898499,3.5597612857818604,-8.25088119506836
11,20.0,0.6206896305084229,0.5977011919021606,0.1651473194360733,0.6985160112380981,0.6715756058692932,0.2060360461473465,4.527637004852295,-8.462128639221191,0.5445053577423096,0.5742878317832947,0.18428173661231995,2.3625335693359375,-9.899816513061523,0.6078773736953735,0.8620626330375671,0.2409753054380417,4.866796970367432,-8.58682632446289
12,20.0,0.7126436233520508,0.5287357568740845,0.15404942631721497,0.564354419708252,0.7528074979782104,0.2008090615272522,2.2718584537506104,-9.506152153015137,0.5919296741485596,0.8652560710906982,0.19967885315418243,4.8001627922058105,-7.927188873291016,0.6251184344291687,0.8077439069747925,0.23741495609283447,5.295300483703613,-8.048611640930176
13,20.0,0.5747126340866089,0.436781644821167,0.12207689881324768,0.6374919414520264,0.8221058249473572,0.21733330190181732,4.8120503425598145,-9.149983406066895,0.5619032382965088,0.5607909560203552,0.1562047004699707,4.633943557739258,-10.066108703613281,0.5415939092636108,0.8661858439445496,0.2209906280040741,2.869893789291382,-10.102568626403809
14,20.0,0.5977011919021606,0.390804648399353,0.1305324286222458,0.6099511384963989,0.7125100493431091,0.23219093680381775,4.8188252449035645,-8.551949501037598,0.6105844974517822,0.5509390830993652,0.18936403095722198,3.8220460414886475,-9.149862289428711,0.5511126518249512,0.6433506608009338,0.21415677666664124,4.3587470054626465,-9.781262397766113
15,20.0,0.919540286064148,0.5977012515068054,0.15299247205257416,0.6738097667694092,0.7900780439376831,0.23101535439491272,3.2395200729370117,-8.48960018157959,0.6877394914627075,0.5077755451202393,0.15654727816581726,4.671618461608887,-7.2433013916015625,0.5501630306243896,0.6536435484886169,0.23086565732955933,2.766798496246338,-8.252381324768066
16,20.0,0.5977011919021606,0.4597700834274292,0.1321178525686264,0.6602287292480469,0.7086782455444336,0.2048456221818924,3.4760167598724365,-9.352463722229004,0.6100763082504272,0.6385120153427124,0.1757272481918335,4.059514045715332,-10.008133888244629,0.5593879222869873,0.8545050024986267,0.28856009244918823,4.1430768966674805,-9.222750663757324
17,20.0,0.6896551847457886,0.4597701132297516,0.1725459098815918,0.6465368270874023,0.6733963489532471,0.2228061407804489,5.664463043212891,-8.404772758483887,0.5647684931755066,0.5744653940200806,0.1597069650888443,5.353780746459961,-9.19482707977295,0.5350347757339478,0.852841317653656,0.2890770435333252,3.795112371444702,-9.995344161987305
18,20.0,0.7586207389831543,0.5747125744819641,0.1635618954896927,0.6361255645751953,0.7947432398796082,0.21746891736984253,4.827433109283447,-7.724823474884033,0.6960172653198242,0.803554356098175,0.17478708922863007,4.079995632171631,-8.61727523803711,0.5296717286109924,0.646113395690918,0.22558704018592834,4.675655841827393,-7.3214569091796875
19,20.0,0.5517240762710571,0.6896551847457886,0.14163033664226532,0.6381453275680542,0.7067830562591553,0.21414309740066528,3.4924182891845703,-8.779616355895996,0.6117571592330933,0.7633712291717529,0.1955847442150116,3.8094723224639893,-9.590826034545898,0.5574640035629272,0.8499235510826111,0.2633115351200104,4.304957866668701,-9.340864181518555
20,30.0,0.7126436233520508,0.6896551847457886,0.13845950365066528,0.7810344696044922,0.9964720606803894,0.2483617216348648,6.12091064453125,-4.662158966064453,0.682742714881897,0.5142515301704407,0.16589370369911194,6.2016496658325195,-4.005061149597168,0.7944314479827881,1.447464108467102,0.2883467376232147,5.413970947265625,-6.465930461883545
21,30.0,0.8045977354049683,0.5057471990585327,0.15061435103416443,0.7321487665176392,0.9328162670135498,0.22352103888988495,3.5546224117279053,-9.131032943725586,0.7364822626113892,0.6441093683242798,0.22268062829971313,5.579473972320557,-8.300516128540039,0.8726075887680054,1.6959784030914307,0.30535998940467834,4.3634819984436035,-7.8721160888671875
22,30.0,0.7586207389831543,0.6436781883239746,0.1474435180425644,0.9058783054351807,0.9692022800445557,0.24514788389205933,5.525866508483887,-5.855788230895996,0.7816473245620728,0.6375124454498291,0.23002085089683533,5.073240756988525,-6.438700199127197,0.6718844175338745,0.8787156939506531,0.23574000597000122,4.40763521194458,-5.228530406951904
23,30.0,0.9885057210922241,0.6206896901130676,0.18390806019306183,0.7483406066894531,0.6006565093994141,0.2420404851436615,7.31845760345459,-7.505908012390137,0.7162474393844604,1.0271650552749634,0.2733646333217621,5.045870780944824,-7.67892599105835,0.7540075778961182,0.731474757194519,0.23618941009044647,4.226510524749756,-8.16943645477295
24,30.0,0.7356321811676025,0.8275861740112305,0.1572202444076538,0.7901177406311035,0.9959632158279419,0.2905460596084595,6.677623748779297,-7.3029985427856445,0.7845442295074463,0.8205240964889526,0.19774077832698822,6.3213043212890625,-8.658001899719238,0.6690517663955688,1.1293318271636963,0.2445720136165619,6.651543140411377,-8.077666282653809
25,30.0,0.7356321811676025,0.5057470798492432,0.14427268505096436,0.884647011756897,1.0349996089935303,0.3005576729774475,2.851936101913452,-8.113907814025879,0.7497239112854004,0.5474904775619507,0.1904512196779251,4.980597972869873,-8.912640571594238,0.7884706258773804,1.0291653871536255,0.30916231870651245,6.101443290710449,-7.403097629547119
26,30.0,0.8045977354049683,0.5517240762710571,0.1408376395702362,0.8520100116729736,0.906116247177124,0.2874748706817627,5.853923797607422,-5.945323944091797,0.7135528326034546,0.7188048362731934,0.15907105803489685,5.9457292556762695,-7.165121078491211,0.782522439956665,0.6932045221328735,0.2566015422344208,5.379692554473877,-4.37009334564209
27,30.0,1.080459713935852,0.5057471990585327,0.15378516912460327,0.7304017543792725,0.8582264184951782,0.26521188020706177,6.798220634460449,-2.36318302154541,0.7032727003097534,0.8558586835861206,0.20177455246448517,7.058103561401367,-5.969559192657471,0.6738284826278687,0.9262133240699768,0.2609812319278717,7.140878677368164,-6.064696788787842
