,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_loss euclidean,BCxGAIL_nondet_ppo best_loss dtw,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_eucl euclidean,BCxGAIL_nondet_ppo best_eucl dtw,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort,BCxGAIL_nondet_ppo best_dtw euclidean,BCxGAIL_nondet_ppo best_dtw dtw
0,10.0,0.4597701132297516,1.1494252681732178,0.1490289270877838,0.3989774286746979,0.6469869613647461,0.16544081270694733,1.8976192474365234,-12.799660682678223,0.3665941655635834,0.6104488372802734,0.19056087732315063,2.6846225261688232,-12.605395317077637,0.3160194456577301,0.5631760954856873,0.18109585344791412,2.2516591548919678,-13.13686466217041
1,10.0,0.3448275625705719,0.27586209774017334,0.09353944659233093,0.3612079322338104,0.6129703521728516,0.17546090483665466,2.492363452911377,-12.930107116699219,0.37927117943763733,0.6304841637611389,0.23113135993480682,2.3800628185272217,-13.013964653015137,0.4376432001590729,0.9096285104751587,0.21088159084320068,2.508920192718506,-12.841617584228516
2,10.0,0.3448275923728943,0.29885056614875793,0.11097899079322815,0.3258524537086487,0.4295300543308258,0.1527208387851715,2.0307843685150146,-13.32878589630127,0.39162084460258484,0.5525321960449219,0.19210438430309296,2.3532869815826416,-12.715850830078125,0.35271695256233215,0.8510716557502747,0.2375192493200302,1.7468101978302002,-13.282943725585938
3,10.0,0.3218390643596649,0.4137931168079376,0.11256441473960876,0.315319687128067,0.6909123659133911,0.15956561267375946,2.253354072570801,-13.17912769317627,0.35308942198753357,0.6321843862533569,0.19560055434703827,2.1184494495391846,-13.217375755310059,0.36747169494628906,0.5057317018508911,0.21653711795806885,2.1823949813842773,-13.17187786102295
4,10.0,0.5517241358757019,0.4367815852165222,0.10516580939292908,0.38696616888046265,0.4595562815666199,0.12249527871608734,2.1614346504211426,-12.75409984588623,0.30761805176734924,0.4660443365573883,0.1569150984287262,2.513788938522339,-12.596477508544922,0.42990973591804504,0.8466098308563232,0.1895257830619812,2.18332839012146,-13.0299711227417
5,10.0,0.2988505959510803,0.3218390941619873,0.09406790137290955,0.3733329474925995,0.49607643485069275,0.1754464954137802,1.2154158353805542,-13.126760482788086,0.35659584403038025,0.5055047273635864,0.12565171718597412,1.2490254640579224,-13.279829978942871,0.32710742950439453,0.8516973257064819,0.20684489607810974,2.0807371139526367,-12.731145858764648
6,10.0,0.3218390643596649,0.3218391537666321,0.08851896226406097,0.35714027285575867,0.5890250205993652,0.1914387345314026,1.6249735355377197,-13.233407020568848,0.44770732522010803,0.6659578680992126,0.2005194127559662,1.7100788354873657,-13.696737289428711,0.3418249189853668,0.5308011770248413,0.1659269481897354,1.6030043363571167,-13.17746353149414
7,10.0,0.36781609058380127,0.39080458879470825,0.13423171639442444,0.3590712249279022,0.600304126739502,0.17519110441207886,2.2566421031951904,-13.136815071105957,0.34548142552375793,0.5677698254585266,0.20450569689273834,2.349961757659912,-12.877771377563477,0.3558984100818634,0.5797818303108215,0.20695264637470245,2.1855838298797607,-12.917967796325684
8,10.0,0.2988505959510803,0.5747126340866089,0.11917030066251755,0.3203507661819458,0.6253435611724854,0.1728619635105133,1.9337249994277954,-13.392606735229492,0.3725220859050751,0.5088814496994019,0.16378168761730194,1.8384343385696411,-13.070575714111328,0.3762206733226776,0.5859177112579346,0.18837055563926697,2.0001182556152344,-13.150811195373535
9,10.0,0.3678160607814789,0.36781609058380127,0.11679217219352722,0.33872801065444946,0.5301498174667358,0.193520188331604,1.2314937114715576,-13.549468994140625,0.3509102761745453,0.48995858430862427,0.15971052646636963,2.03438401222229,-13.081604957580566,0.4518814980983734,0.649803638458252,0.16989216208457947,1.8181740045547485,-13.391644477844238
