,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,868.047028145102,109.19436977976362,467.1600107467588,72.31922810780661,95.69670095603597,
PR,12.01108574334722,9.093371535421497,8.428887996646278,16.94861906043984,4.038973683892303,
RF,11.201040619937373,8.157366030332216e+30,36537.793529410475,6148205194255.04,820.1413770789309,
BC_det_best_loss,9732320992811.963,38425861999.01889,2263980947873.012,120529212.42167671,16732204142711.646,
BC_det_best_eucl,9732320992811.963,38425861999.01889,2263980947873.012,120529212.42167671,16732204142711.646,
BC_det_best_dtw,2.3154803634936063e+30,3.5174016905951516e+27,6060658.425101869,4169249110444.4688,246916595.11739773,
BC_nondet_best_loss,23.940441623647803,45.627445621054335,17.977616549803862,13.645161924300664,7.801073595099977,
BC_nondet_best_eucl,16.67276775555321,38.539738136943306,13.820320370542653,15.861775843290337,11.799462192969994,
BC_nondet_best_dtw,24.21878756567022,41.325527087789986,14.627884083541405,12.703127012274376,10.070176339397642,
GAIL_det_ppo_best_loss,1122614.7292184955,2.399264412038952e+30,219563250547.01752,38807056.028975,12634450133740.328,
GAIL_det_ppo_best_eucl,1122614.7292184955,2.399264412038952e+30,219563250547.01752,38807056.028975,12634450133740.328,
GAIL_det_ppo_best_dtw,1122614.7292184955,2.399264412038952e+30,219563250547.01752,38807056.028975,12634450133740.328,
GAIL_nondet_ppo_best_loss,84.98529544150529,59.95050870542796,66.5304904069528,45.68599436013418,48.69181577858789,
GAIL_nondet_ppo_best_eucl,749.2958711041207,150.2231872927287,102.95691179857256,52.4138622146895,10.661643516363236,
GAIL_nondet_ppo_best_dtw,725.192141069336,275.91462292670184,81.68854512790878,67.74611472257288,18.906722188071885,
BCxGAIL_det_ppo_best_loss,784.2595646364375,6.283643138003898e+27,1.8144168740351875e+30,23812362.66451053,281372954.0348683,
BCxGAIL_det_ppo_best_eucl,7042041446269.204,27663687101.557087,3.0332238944183386e+30,154837542.62715995,168168605.46538943,
BCxGAIL_det_ppo_best_dtw,8553421547497.864,38770230653.945885,1.9679345378082006e+30,3.1525329683079984e+30,232470530.9850389,
BCxGAIL_nondet_ppo_best_loss,153.97995796203412,72.7844665280134,15.640316072299532,9.295062200181176,36.60666314150019,
BCxGAIL_nondet_ppo_best_eucl,13.216152831703557,128.3554958942367,15.002430759364076,5.1441183936045505,95.25462287718025,
BCxGAIL_nondet_ppo_best_dtw,15.07009700723123,146.47033264738317,10.83033779541909,3.4903354073178425,119.92575578600825,
