,controller config,fot safety,fot comfort,fot mean comfort,BC_det best_loss safety,BC_det best_loss comfort,BC_det best_loss mean comfort,BC_det best_eucl safety,BC_det best_eucl comfort,BC_det best_eucl mean comfort,BC_det best_dtw safety,BC_det best_dtw comfort,BC_det best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.2621653079986572,0.184441477060318,0.07547443360090256,0.10189251601696014,0.040289804339408875,0.010494247078895569,0.24280515313148499,0.22098484635353088,0.061690669506788254
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.26379522681236267,0.17865021526813507,0.072830930352211,0.07894473522901535,0.02662099152803421,0.009762601926922798,0.23735851049423218,0.22113090753555298,0.06567806750535965
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.273796409368515,0.15247738361358643,0.07161632925271988,0.07054376602172852,0.02654416859149933,0.009924275800585747,0.24191269278526306,0.22169028222560883,0.06117715314030647
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.2617819607257843,0.15150251984596252,0.07717937976121902,0.06995400041341782,0.02654319256544113,0.009377486072480679,0.24106401205062866,0.2213861048221588,0.06058281660079956
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.2587776184082031,0.1447937786579132,0.08030489832162857,0.07294978946447372,0.026615887880325317,0.009614587761461735,0.24214628338813782,0.22119474411010742,0.06223323941230774
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.2604195475578308,0.1787838637828827,0.06941220909357071,0.08506090939044952,0.03055524080991745,0.00996698159724474,0.24722051620483398,0.2210797667503357,0.06158718466758728
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.26237064599990845,0.15161055326461792,0.08022818714380264,0.05860959738492966,0.062414124608039856,0.011306891217827797,0.25868678092956543,0.2208416759967804,0.062290992587804794
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.2687695622444153,0.15786400437355042,0.07986558973789215,0.05860893428325653,0.051829248666763306,0.012197037227451801,0.23886844515800476,0.17084677517414093,0.06053432449698448
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.2592758536338806,0.22904035449028015,0.0696830302476883,0.08673051744699478,0.03914766013622284,0.01020390447229147,0.23915240168571472,0.2213037759065628,0.062058236449956894
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.26063594222068787,0.14812840521335602,0.0790446549654007,0.06500521302223206,0.037926219403743744,0.010863189585506916,0.24945801496505737,0.22047901153564453,0.061287906020879745
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.5381627678871155,0.286103218793869,0.11092858016490936,0.18145652115345,0.14405399560928345,0.032301515340805054,0.5232439041137695,0.36404258012771606,0.09709419310092926
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.5380538702011108,0.2857165038585663,0.10569953918457031,0.21088312566280365,0.14736847579479218,0.0326903834939003,0.5295639634132385,0.3708416819572449,0.09985484927892685
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.5557219982147217,0.2556241452693939,0.10147611051797867,0.17419783771038055,0.14707627892494202,0.032817400991916656,0.5173813700675964,0.3735288679599762,0.10411421209573746
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.5502256155014038,0.28396373987197876,0.10477036237716675,0.20193077623844147,0.14322467148303986,0.031507670879364014,0.532630205154419,0.3617750406265259,0.0879480168223381
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.5440528988838196,0.2774708569049835,0.10297048836946487,0.20666442811489105,0.14630252122879028,0.03259885683655739,0.5262179970741272,0.3680758476257324,0.09820561110973358
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.5334997773170471,0.2848774790763855,0.10440418869256973,0.24631568789482117,0.18543140590190887,0.034167904406785965,0.5044723749160767,0.3682783842086792,0.09204874187707901
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.5530411601066589,0.2831614315509796,0.10281876474618912,0.1945866495370865,0.14317065477371216,0.032106418162584305,0.5271600484848022,0.3695147633552551,0.10498347133398056
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.5387705564498901,0.2854597270488739,0.09958527982234955,0.24681469798088074,0.17874187231063843,0.03468882665038109,0.528201162815094,0.36707746982574463,0.09347357600927353
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.6041783094406128,0.2832312285900116,0.10288742929697037,0.24348706007003784,0.14558979868888855,0.03151354938745499,0.5173423886299133,0.37363767623901367,0.09946860373020172
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.538964033126831,0.2860078513622284,0.10710953176021576,0.17600208520889282,0.14266516268253326,0.02915031835436821,0.5129784345626831,0.36847123503685,0.10718198865652084
