,controller config,fot safety,fot comfort,fot mean comfort,BC_nondet best_loss safety,BC_nondet best_loss comfort,BC_nondet best_loss mean comfort,BC_nondet best_eucl safety,BC_nondet best_eucl comfort,BC_nondet best_eucl mean comfort,BC_nondet best_dtw safety,BC_nondet best_dtw comfort,BC_nondet best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.4891195297241211,0.6192986965179443,0.21566297113895416,0.2935360372066498,0.49371397495269775,0.16033998131752014,0.38279208540916443,0.8596961498260498,0.20810168981552124
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.39461755752563477,0.6478066444396973,0.19118331372737885,0.32820579409599304,0.6063912510871887,0.16401325166225433,0.43050047755241394,0.690173864364624,0.23777170479297638
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.39182785153388977,0.5408487319946289,0.16875886917114258,0.4048008620738983,0.7439934015274048,0.17601743340492249,0.3499417006969452,0.5853623151779175,0.18727250397205353
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.3911406993865967,0.6538652777671814,0.2161155343055725,0.3613514006137848,0.7472063302993774,0.1721428781747818,0.42176657915115356,0.8341367244720459,0.20308485627174377
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.3840251863002777,0.7575386166572571,0.1952233612537384,0.3936748802661896,0.6036094427108765,0.20055845379829407,0.3595854341983795,0.7182706594467163,0.22199499607086182
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.4430684447288513,0.8118369579315186,0.23109574615955353,0.35669341683387756,0.7307987213134766,0.22414128482341766,0.33999720215797424,0.6575795412063599,0.19231976568698883
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.3033691346645355,0.534109354019165,0.17836059629917145,0.3659074008464813,0.8255231380462646,0.1762329488992691,0.4268953502178192,0.6304510831832886,0.1976037323474884
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.2957133650779724,0.4895932376384735,0.1797093152999878,0.3788517713546753,0.877082884311676,0.2502344846725464,0.40874239802360535,0.7153365612030029,0.17938536405563354
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.3666628301143646,0.6217894554138184,0.19222640991210938,0.3469379246234894,0.7117141485214233,0.20601575076580048,0.32976263761520386,0.7161084413528442,0.1968863308429718
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.3686630427837372,0.4896025061607361,0.15546491742134094,0.3161606788635254,0.8755574226379395,0.21510262787342072,0.36121243238449097,0.8166055083274841,0.19908931851387024
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.733322262763977,0.6767526865005493,0.22103780508041382,0.9390631914138794,1.328756332397461,0.24608105421066284,0.6223554611206055,1.0159451961517334,0.22642648220062256
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.7237114906311035,0.8366564512252808,0.2534586191177368,0.6559985876083374,0.9461406469345093,0.2412624955177307,0.7125892639160156,1.1577789783477783,0.25791114568710327
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.6923292875289917,0.8964352011680603,0.20045199990272522,0.7308782339096069,0.9986743927001953,0.2632669508457184,0.6461942791938782,0.9475573897361755,0.21348121762275696
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.6660929918289185,0.9430446028709412,0.3251321315765381,0.6096698045730591,0.8138086199760437,0.21590574085712433,0.7539048194885254,0.9603200554847717,0.21328531205654144
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.6402409076690674,0.8670672178268433,0.20153312385082245,0.5996212959289551,1.2721489667892456,0.22436118125915527,0.6162632703781128,1.0708732604980469,0.25428566336631775
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.6532840132713318,1.4859508275985718,0.2687240242958069,0.6524791717529297,0.825951099395752,0.24202407896518707,0.6123567819595337,1.3986068964004517,0.29580071568489075
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.7909268140792847,0.9876649379730225,0.26130059361457825,0.7051922082901001,0.7777737975120544,0.266514390707016,0.6730960607528687,0.9582662582397461,0.2578621804714203
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.5860000252723694,0.804527997970581,0.23080909252166748,0.62843918800354,0.8285354375839233,0.23478269577026367,0.9463478326797485,1.0544915199279785,0.27877500653266907
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.7947251796722412,1.3788352012634277,0.34410470724105835,0.6287482976913452,0.9653594493865967,0.24165698885917664,0.7509661912918091,1.2243506908416748,0.24252234399318695
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.6766111850738525,1.0838203430175781,0.2150668054819107,0.6405394077301025,1.0424890518188477,0.2830961048603058,0.675208568572998,0.8757034540176392,0.27504029870033264
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.8487776517868042,1.0407240390777588,0.276685506105423,0.7701568603515625,1.362891674041748,0.26544609665870667,0.9248166084289551,1.037870168685913,0.27790379524230957
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.8431538343429565,0.8013513684272766,0.2109522521495819,0.7195125818252563,1.296671986579895,0.26080578565597534,0.7604317665100098,1.4714939594268799,0.2570395767688751
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.753032922744751,1.1932470798492432,0.2890375554561615,0.6800569295883179,0.8393178582191467,0.23463399708271027,0.8294976949691772,1.7980380058288574,0.35121920704841614
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.7635179758071899,1.1559922695159912,0.294198602437973,0.7405011653900146,0.7942885160446167,0.2148110419511795,0.8246740102767944,0.8323876857757568,0.2351953089237213
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.8361091613769531,1.343671202659607,0.3264268934726715,0.8534878492355347,1.0448408126831055,0.2744058668613434,0.9256479740142822,1.0371766090393066,0.3091548979282379
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.7369862794876099,1.457575798034668,0.3352128267288208,0.9232561588287354,1.344740390777588,0.2815265357494354,0.7157508134841919,0.9001768827438354,0.2874491810798645
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.776026725769043,1.2610965967178345,0.30208340287208557,0.7610749006271362,0.7376852035522461,0.21625588834285736,0.7804373502731323,1.184238314628601,0.2811744511127472
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.8068259954452515,1.3204407691955566,0.32045817375183105,0.7413839101791382,1.1756706237792969,0.2592170238494873,0.7273222208023071,2.2065529823303223,0.3945801854133606
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.7544267177581787,1.6249878406524658,0.285308301448822,0.7570929527282715,0.887503445148468,0.2885332703590393,0.7502515316009521,1.5269778966903687,0.3455355763435364
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.7339357137680054,1.4351625442504883,0.34683728218078613,0.7107530832290649,1.0464460849761963,0.32977432012557983,0.9373290538787842,1.6630957126617432,0.2741711139678955
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.7817583084106445,1.327162265777588,0.2732463777065277,0.8387272357940674,2.156463861465454,0.28904712200164795,0.8192062377929688,1.4300487041473389,0.2651814818382263
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,1.0414812564849854,1.6126155853271484,0.43344563245773315,0.8291165828704834,1.304112434387207,0.2891005277633667,0.8625715970993042,1.7247529029846191,0.37439459562301636
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.8375904560089111,1.5838923454284668,0.3785504400730133,0.7971047163009644,1.5935828685760498,0.3344159722328186,1.0233601331710815,2.0372848510742188,0.354523241519928
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.798309326171875,1.8567619323730469,0.3275805413722992,0.7845876216888428,1.2878882884979248,0.30618584156036377,0.8075422048568726,0.8546978831291199,0.2207130789756775
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.8013769388198853,1.6054439544677734,0.36208099126815796,0.9650492668151855,1.9545443058013916,0.36386218667030334,0.7697505950927734,1.551976203918457,0.3604040741920471
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.9147418737411499,1.492136001586914,0.37003421783447266,0.970517635345459,1.111718773841858,0.31160348653793335,0.7962774038314819,1.4095603227615356,0.31530892848968506
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,0.8802419900894165,2.292536735534668,0.4213191866874695,1.1060394048690796,2.372819423675537,0.30481189489364624,0.8434163331985474,2.2567238807678223,0.37199756503105164
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,0.9889477491378784,1.6204628944396973,0.40002769231796265,1.0242419242858887,1.688149333000183,0.31480568647384644,0.9408605098724365,1.35670804977417,0.32109227776527405
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,0.8624417781829834,1.7209720611572266,0.27998122572898865,0.8998217582702637,1.4946863651275635,0.31805309653282166,0.8286277055740356,1.7198288440704346,0.30146628618240356
39,40.0,0.9425287246704102,1.218390941619873,0.25260934233665466,0.8637313842773438,1.5649328231811523,0.35007140040397644,0.9009616374969482,1.8501617908477783,0.33087074756622314,0.8624690771102905,1.6863415241241455,0.3308146595954895
40,50.0,0.8275861740112305,0.9425287246704102,0.1640903651714325,1.0284523963928223,2.427401304244995,0.4577215015888214,0.8850958347320557,3.297787666320801,0.4386233985424042,0.8517978191375732,1.1894214153289795,0.2888687252998352
41,50.0,0.9425287246704102,1.1494252681732178,0.20240454375743866,0.8564853668212891,1.9178929328918457,0.3670922517776489,0.8544737100601196,2.483297348022461,0.3852546513080597,0.9584295749664307,1.851028561592102,0.419998437166214
42,50.0,0.8505747318267822,1.1264368295669556,0.20372571051120758,1.2086575031280518,1.3736679553985596,0.3743179142475128,0.874586820602417,1.426605463027954,0.3671324849128723,0.9740395545959473,1.1687695980072021,0.3000161945819855
43,50.0,0.9655172824859619,1.3793103694915771,0.25974369049072266,0.9524480104446411,2.628217935562134,0.43022051453590393,0.8996375799179077,3.081490993499756,0.40704888105392456,0.9143111705780029,1.4084382057189941,0.34357088804244995
44,50.0,0.8965517282485962,1.0574710369110107,0.24124717712402344,0.9236286878585815,1.9319490194320679,0.3494890630245209,0.9272644519805908,2.2972779273986816,0.38151809573173523,1.017438292503357,1.6316189765930176,0.3792782425880432
45,50.0,1.034482717514038,1.1034483909606934,0.22037255764007568,0.8935494422912598,1.3943238258361816,0.4107898771762848,1.0519152879714966,1.7066301107406616,0.40682175755500793,1.013139009475708,1.7533167600631714,0.3397286534309387
46,50.0,0.9885057210922241,1.0574712753295898,0.24494649469852448,1.001061201095581,2.3178935050964355,0.4793967604637146,0.9702903032302856,2.69088077545166,0.4138202369213104,0.9397619962692261,1.9631614685058594,0.4357449412345886
47,50.0,0.8735631704330444,0.919540286064148,0.17677368223667145,1.1977239847183228,2.176017999649048,0.46985605359077454,0.8622555732727051,1.3696755170822144,0.29904380440711975,0.9345396757125854,2.2596988677978516,0.4426645338535309
48,50.0,0.8275861740112305,0.7356322407722473,0.17915180325508118,1.0275821685791016,1.9426518678665161,0.41284486651420593,0.8423131704330444,1.6849846839904785,0.3541693091392517,0.9645938873291016,1.1199005842208862,0.3418651521205902
49,50.0,0.8505747318267822,1.4482758045196533,0.23305585980415344,0.9119454622268677,1.526430606842041,0.40381893515586853,0.8618322610855103,1.543264389038086,0.3188552260398865,1.0538403987884521,1.9262158870697021,0.2878483831882477
50,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.38260143995285034,0.5790221095085144,0.21690158545970917,0.351936012506485,0.9254977703094482,0.21157830953598022,0.41217929124832153,0.5364757776260376,0.19059139490127563
51,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.41022181510925293,0.6053578853607178,0.18326818943023682,0.3552682101726532,0.5393829345703125,0.138276144862175,0.32892054319381714,0.5426713228225708,0.16417717933654785
52,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.378144234418869,0.5571473836898804,0.1866263449192047,0.2886661887168884,0.6589107513427734,0.15917782485485077,0.33771243691444397,0.715404748916626,0.17319241166114807
53,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.3158325254917145,0.9237315654754639,0.2037634551525116,0.3384864330291748,0.6698259115219116,0.2127295583486557,0.38061416149139404,0.9244343042373657,0.2083558887243271
54,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.27744296193122864,0.5597856640815735,0.17423850297927856,0.391827791929245,0.5944324731826782,0.1889783889055252,0.42990121245384216,0.7067103385925293,0.24345345795154572
55,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.36210641264915466,0.47501155734062195,0.18850809335708618,0.3372437655925751,0.4680843651294708,0.1612187772989273,0.34072449803352356,0.6538649797439575,0.20726649463176727
56,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.36385074257850647,0.6708236336708069,0.2112949788570404,0.4605160653591156,0.6008052229881287,0.21067018806934357,0.3552956283092499,0.6918231248855591,0.18980635702610016
57,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.33504828810691833,0.8336905241012573,0.2902798652648926,0.40062272548675537,0.8057891130447388,0.1856585592031479,0.3683316111564636,0.6579574346542358,0.18918217718601227
58,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.34522706270217896,0.7257053852081299,0.19274170696735382,0.3749445080757141,0.6549431681632996,0.19435612857341766,0.32674747705459595,0.6717652082443237,0.19686828553676605
59,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.3269836902618408,0.7294228076934814,0.22352175414562225,0.597530722618103,0.687210738658905,0.15436817705631256,0.37356290221214294,1.0494601726531982,0.21202346682548523
60,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.6734193563461304,0.7126744389533997,0.2469862848520279,0.8018946647644043,0.888237476348877,0.2441636472940445,0.5814462900161743,1.0667093992233276,0.25451892614364624
61,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.7598341703414917,1.8162951469421387,0.27391403913497925,0.6600885391235352,1.481928825378418,0.2468573898077011,0.7428195476531982,1.264591097831726,0.26322638988494873
62,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.9089133739471436,1.189369797706604,0.2549394965171814,0.5885257720947266,1.34819757938385,0.290558397769928,0.5492333173751831,1.3323793411254883,0.28098079562187195
63,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.6775872707366943,0.7646885514259338,0.24016332626342773,0.6913502216339111,1.0083239078521729,0.18917885422706604,0.6736373901367188,1.1317381858825684,0.28280875086784363
64,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.6228623390197754,1.2933244705200195,0.31410518288612366,0.5497678518295288,1.3782919645309448,0.24552461504936218,0.6919741630554199,0.8716443777084351,0.24052923917770386
