,controller config,fot safety,fot comfort,fot mean comfort,PR safety,PR comfort,PR mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.17980691040667232,0.06671090244795208,0.01767956247049202
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.24724591916938227,0.06748467061552316,0.017870658897235443
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.16388262364845652,0.06490588550901549,0.017376727238741684
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.23487484800227504,0.060020872171358375,0.017793186478852648
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.1804847274433956,0.0627769505078366,0.01670714832622674
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.1661668012948545,0.06841192612274613,0.017954214180034008
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.286228312545364,0.10599017814483136,0.019687488538802148
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.32358647395060625,0.05907406844276519,0.019232542220003805
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.20265355125126647,0.07081379963853135,0.018258619593486267
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.19103683255497972,0.06183674573673084,0.018448044878183686
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.3541801546871781,0.1294020756301401,0.03696710653395044
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.4670420476476179,0.2387446707443025,0.03984483131456933
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.5151150546974204,0.155246420213787,0.03686335826567669
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.4072554443440004,0.14028926200605207,0.03772591237309698
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.40494902360674456,0.19804840580769217,0.03788998375122184
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.35992566617251714,0.13182515033622466,0.03787363029665906
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.3711948854793435,0.13414547036672647,0.037474929946685685
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.35634974986085366,0.13468170515355754,0.03898284028896454
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.5706536150004978,0.20018419982825186,0.041038723913501385
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.3360051979140546,0.1457950405440302,0.037980741649148185
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.5310951815647766,0.2381250677373899,0.0588684079398444
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.6797775193312324,0.24896283203858693,0.06326717811855283
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.5775572307710722,0.2863759971938795,0.061677326490509464
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.5293858354859162,0.2026061928657704,0.05726466788671242
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.5092541164846112,0.23431711569381825,0.05877728357241043
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.5322280308012324,0.21972797088941487,0.059682452005600975
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.5953129419742353,0.2741864646734565,0.06270019961559621
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,0.5476128323435242,0.20373506466711172,0.05955382879553459
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,0.6079226832813005,0.2581131693722334,0.06070602474902573
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,0.5860472795088585,0.2936190543436827,0.06118535668466641
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,0.6978863521439258,0.3212631663889163,0.08759209766370493
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,0.7213551408485839,0.4267105971214488,0.08898382583843
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,0.743130088278636,0.3046427172450935,0.08681423274638116
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,0.6978089954341815,0.3210002103961833,0.08685068730935848
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,0.7202050364132646,0.3193828332135009,0.082787212127765
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,0.7052754049568899,0.31247539738293717,0.08748785358115395
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,0.897437290834158,0.4604505786321617,0.0996057713047151
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,0.6907026640010951,0.327170460779636,0.08403554092578273
38,40.0,0.8965517282485962,0.6206895709037781,0.17386707663536072,0.7260815187055785,0.27847956728153334,0.08384786706244594
39,40.0,0.8505747318267822,0.5747127532958984,0.15801294147968292,0.7154450003659834,0.2815687602172662,0.08184392551078887
40,50.0,1.1724138259887695,2.1379308700561523,0.32685956358909607,0.8275862068965518,0.300096787172214,0.11068325683677922
41,50.0,0.8735631704330444,1.5172414779663086,0.21588055789470673,0.8275862068965518,0.5063815188445392,0.11698879035999983
42,50.0,0.9425287246704102,1.2413794994354248,0.2726912498474121,0.8275862068965518,0.4038339292609274,0.1112415569017789
43,50.0,0.8505747318267822,1.1954023838043213,0.19394898414611816,0.8275862068965518,0.3686254576817358,0.11256359640650958
