,controller config,fot safety,fot comfort,fot mean comfort,BC_det best_loss safety,BC_det best_loss comfort,BC_det best_loss mean comfort,BC_det best_loss euclidean,BC_det best_loss dtw,BC_det best_eucl safety,BC_det best_eucl comfort,BC_det best_eucl mean comfort,BC_det best_eucl euclidean,BC_det best_eucl dtw,BC_det best_dtw safety,BC_det best_dtw comfort,BC_det best_dtw mean comfort,BC_det best_dtw euclidean,BC_det best_dtw dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,0.23789069056510925,0.2324942648410797,0.11377041041851044,1.6428632736206055,-13.411500930786133,0.14347697794437408,0.039421211928129196,0.0016377372667193413,1.822585105895996,-11.935505867004395,0.23571094870567322,0.21893718838691711,0.08304420858621597,1.4553512334823608,-13.6285982131958
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,0.23467034101486206,0.23174041509628296,0.11021919548511505,2.456005573272705,-13.667693138122559,0.11869069933891296,0.013594239950180054,0.0004301376757211983,1.7402461767196655,-12.493669509887695,0.21928036212921143,0.2108895182609558,0.07782997190952301,1.096679925918579,-14.172585487365723
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,0.2360444962978363,0.23679374158382416,0.1147150918841362,1.422858715057373,-13.779635429382324,0.12906092405319214,0.051242511719465256,0.001359073561616242,1.797081708908081,-12.132156372070312,0.22594603896141052,0.212700754404068,0.07397855818271637,1.375913381576538,-13.761016845703125
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,0.25992679595947266,0.2318229079246521,0.11118302494287491,1.760382890701294,-12.755840301513672,0.11456725001335144,0.02026725560426712,0.0008258987218141556,2.090503454208374,-10.555234909057617,0.21961010992527008,0.210706427693367,0.07917487621307373,1.616970181465149,-13.166117668151855
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,0.31016162037849426,0.23278574645519257,0.11077459156513214,1.3854832649230957,-13.70587158203125,0.1198631227016449,0.021373219788074493,0.0009499036241322756,1.5010052919387817,-13.394570350646973,0.21928241848945618,0.21020996570587158,0.07628604769706726,1.215903639793396,-13.98450756072998
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,0.2778783142566681,0.23177552223205566,0.10798081755638123,1.9829972982406616,-12.098943710327148,0.1188831478357315,0.013545986264944077,0.0008101054118014872,2.1491281986236572,-9.932072639465332,0.2282486855983734,0.2102566361427307,0.07783990353345871,2.4056127071380615,-11.827363967895508
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,0.24250102043151855,0.23186342418193817,0.112326480448246,2.0556695461273193,-12.880587577819824,0.09927527606487274,0.042010270059108734,0.0015418806578963995,1.927642822265625,-11.25528621673584,0.22064179182052612,0.21006855368614197,0.07936070114374161,1.5283125638961792,-13.110048294067383
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,0.23453064262866974,0.23166432976722717,0.10478554666042328,1.5233665704727173,-13.829792022705078,0.12503930926322937,0.04067545756697655,0.0011875092750415206,1.5827665328979492,-13.021074295043945,0.2275543510913849,0.21007031202316284,0.07953478395938873,1.6972192525863647,-13.858415603637695
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,0.2346661537885666,0.25091415643692017,0.11043401807546616,1.7961660623550415,-13.733233451843262,0.12255696952342987,0.0303192175924778,0.0009434501407667994,1.466698169708252,-13.596029281616211,0.2192942053079605,0.2101517766714096,0.077185720205307,1.398467779159546,-14.284368515014648
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,0.2346191704273224,0.26436617970466614,0.10893640667200089,2.7217278480529785,-12.958601951599121,0.12048181146383286,0.0036550313234329224,0.0002190212981076911,1.9479259252548218,-11.369379043579102,0.22594603896141052,0.17582160234451294,0.0727362111210823,1.9890059232711792,-13.110833168029785
10,20.0,0.7126436233520508,0.8965516686439514,0.1469150334596634,0.48850885033607483,0.5155497789382935,0.1666908711194992,4.798568248748779,-8.973995208740234,0.13347391784191132,0.07006578147411346,0.004090264905244112,3.3054468631744385,-2.496093988418579,0.46570226550102234,0.3397606611251831,0.14888693392276764,2.6380398273468018,-10.102179527282715
11,20.0,0.6206896305084229,0.5977011919021606,0.1651473194360733,0.46982255578041077,0.5540813207626343,0.180759996175766,3.232734203338623,-9.498003005981445,0.18298153579235077,0.0588713139295578,0.0015554013662040234,3.1362249851226807,-3.304468870162964,0.4271182715892792,0.3910191059112549,0.14757676422595978,2.5341994762420654,-10.473563194274902
12,20.0,0.7126436233520508,0.5287357568740845,0.15404942631721497,0.4966028928756714,0.536407470703125,0.1762014627456665,4.2125678062438965,-7.457818031311035,0.16278374195098877,0.03308816999197006,0.0017924151616171002,3.5020816326141357,-0.6649799346923828,0.47241705656051636,0.35443511605262756,0.1470986008644104,2.8702306747436523,-9.653252601623535
13,20.0,0.5747126340866089,0.436781644821167,0.12207689881324768,0.48462143540382385,0.5329739451408386,0.17400714755058289,2.303194522857666,-10.93465518951416,0.1453181505203247,0.04121041297912598,0.0021189572289586067,2.647606372833252,-7.021928310394287,0.42653700709342957,0.33966997265815735,0.14476898312568665,3.9980781078338623,-10.6761474609375
14,20.0,0.5977011919021606,0.390804648399353,0.1305324286222458,0.4766295850276947,0.5355238318443298,0.1727953553199768,2.030590772628784,-10.27444076538086,0.18318825960159302,0.07012516260147095,0.0019256335217505693,3.0670175552368164,-3.6294236183166504,0.4264867305755615,0.3417232036590576,0.14570538699626923,3.922652006149292,-9.953936576843262
15,20.0,0.919540286064148,0.5977012515068054,0.15299247205257416,0.4827080965042114,0.5364137887954712,0.17948698997497559,4.992703437805176,-8.225284576416016,0.16553053259849548,0.010121211409568787,0.0005369459395296872,3.7525360584259033,1.5733927488327026,0.42690232396125793,0.3400167226791382,0.14494583010673523,2.635009527206421,-8.686857223510742
16,20.0,0.5977011919021606,0.4597700834274292,0.1321178525686264,0.47726982831954956,0.5358706116676331,0.18004809319972992,1.6063612699508667,-10.565110206604004,0.18655267357826233,0.02373036928474903,0.001296601491048932,2.9456851482391357,-4.595873832702637,0.42652812600135803,0.34077560901641846,0.14710289239883423,3.696660041809082,-10.121439933776855
17,20.0,0.6896551847457886,0.4597701132297516,0.1725459098815918,0.46987640857696533,0.536635160446167,0.1901472955942154,3.6114916801452637,-9.170463562011719,0.1455615758895874,0.019041873514652252,0.0009520495077595115,3.310292959213257,-1.8663285970687866,0.4266549050807953,0.35365790128707886,0.14299364387989044,4.890969753265381,-8.790191650390625
18,20.0,0.7586207389831543,0.5747125744819641,0.1635618954896927,0.636284589767456,0.5413281917572021,0.18762536346912384,3.2284598350524902,-8.422143936157227,0.20344537496566772,0.09211679548025131,0.00303357164375484,3.6724085807800293,1.0890834331512451,0.4266456365585327,0.3528079688549042,0.15131300687789917,2.7491068840026855,-8.974509239196777
19,20.0,0.5517240762710571,0.6896551847457886,0.14163033664226532,0.4694552421569824,0.5337328314781189,0.17881540954113007,4.049849033355713,-11.059492111206055,0.15297700464725494,0.07429829239845276,0.0025421283207833767,2.4860570430755615,-7.999385833740234,0.4650532305240631,0.36243510246276855,0.1481885015964508,3.899592638015747,-10.622762680053711
20,30.0,0.7126436233520508,0.6896551847457886,0.13845950365066528,0.62171471118927,0.37500402331352234,0.16538338363170624,5.914403915405273,-1.4535290002822876,0.08060895651578903,0.02148011326789856,0.0010225723963230848,4.21530818939209,6.497045516967773,0.577332615852356,0.5741629600524902,0.1675463765859604,5.866130828857422,-3.9323673248291016
21,30.0,0.8045977354049683,0.5057471990585327,0.15061435103416443,0.6191451549530029,0.619323194026947,0.15809954702854156,5.806614875793457,-7.105592250823975,0.22770094871520996,0.13145744800567627,0.0037019646260887384,4.287946701049805,6.944264888763428,0.5673277378082275,0.35814034938812256,0.1619441658258438,5.271418571472168,-8.301047325134277
22,30.0,0.7586207389831543,0.6436781883239746,0.1474435180425644,0.6283859014511108,0.6228673458099365,0.16628453135490417,5.687092304229736,-6.438037395477295,0.1630948781967163,0.13727837800979614,0.006795067805796862,4.2542524337768555,6.465910911560059,0.5879530906677246,0.36527323722839355,0.16392475366592407,4.7211833000183105,-6.369572639465332
23,30.0,0.9885057210922241,0.6206896901130676,0.18390806019306183,0.6224164962768555,0.6129215359687805,0.1650485098361969,6.105378150939941,-6.838099479675293,0.22142678499221802,0.16343431174755096,0.006265181116759777,4.306582927703857,5.248968124389648,0.5748481154441833,0.3599977493286133,0.16741833090782166,4.278378963470459,-8.522904396057129
24,30.0,0.7356321811676025,0.8275861740112305,0.1572202444076538,0.6204299926757812,0.6224503517150879,0.17401129007339478,5.3313422203063965,-7.572105884552002,0.11646302044391632,0.13280750811100006,0.005869146902114153,3.9447109699249268,3.083405017852783,0.5634045600891113,0.5861085653305054,0.1549304872751236,5.204663276672363,-8.813815116882324
25,30.0,0.7356321811676025,0.5057470798492432,0.14427268505096436,0.6223635673522949,0.37014925479888916,0.16768859326839447,6.105255603790283,-7.415744304656982,0.073835588991642,0.12000208348035812,0.0050033763982355595,4.077328205108643,4.872556209564209,0.5867106914520264,0.38736969232559204,0.16135694086551666,2.806936264038086,-9.232954978942871
26,30.0,0.8045977354049683,0.5517240762710571,0.1408376395702362,0.6231507062911987,0.6157717704772949,0.1605135202407837,5.392770290374756,-4.840963840484619,0.17857252061367035,0.041798919439315796,0.0011593700619414449,4.2958855628967285,7.079048156738281,0.5631877183914185,0.5843961834907532,0.1621873378753662,5.545539379119873,-5.0235114097595215
27,30.0,1.080459713935852,0.5057471990585327,0.15378516912460327,0.6239508390426636,0.6134101152420044,0.1547846794128418,6.244991779327393,-0.6137498021125793,0.23439067602157593,0.14424853026866913,0.005283508449792862,4.662201881408691,10.050273895263672,0.5580449104309082,0.3943101167678833,0.16044104099273682,6.3531365394592285,-5.242096900939941
28,30.0,0.8735631704330444,0.8965517282485962,0.15008588135242462,0.6813591718673706,0.6140726804733276,0.16140711307525635,5.347603797912598,-6.782514572143555,0.2136838287115097,0.07172657549381256,0.002467660466209054,4.312366962432861,5.07322359085083,0.5931252241134644,0.40281742811203003,0.16029372811317444,6.534929275512695,-8.356675148010254
29,30.0,0.8505747318267822,0.5287356972694397,0.13819526135921478,0.6212694644927979,0.4066658318042755,0.160870760679245,5.471488952636719,-0.2550998628139496,0.2386968433856964,0.08992301672697067,0.002918126992881298,4.823524475097656,12.287282943725586,0.5607963800430298,0.42891812324523926,0.16367918252944946,4.7551469802856445,-6.377096652984619
