,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,1121.7381508527455,158.83037792346528,89.12984766680913,191.8458761010616,41.70325482929362,
PR,11788343.981388832,7.03512182530768,3849717379.0465956,2.7497832913979825,3.6140854435845324,
RF,5171.015958566857,4.5116352531880684e+30,66122.80615061136,1.598012684728615e+30,14121.000684351215,
BC_det_best_loss,145563.0003747637,1.5386260693168734e+30,4.87825638132236e+28,279868282733.38385,3784888326.2174234,
BC_det_best_eucl,1752081.9965406987,1.4849543682593142e+30,325970294.84075934,3872926601.305316,2004605730.9715543,
BC_det_best_dtw,1752081.9965406987,1.4849543682593142e+30,325970294.84075934,3872926601.305316,2004605730.9715543,
BC_nondet_best_loss,14.793056792384714,15.364032061744581,10.285388066350752,15.817247054947423,11.116888958624513,
BC_nondet_best_eucl,18.595500842965777,65.49820971442902,20.634294950931313,14.717986795166997,6.917581781965599,
BC_nondet_best_dtw,21.404331666398242,51.81192272106743,19.724138538945837,12.56140076547001,6.181481293607826,
GAIL_det_ppo_best_loss,26094.43516360918,36389.62576416087,5190398464682.769,29291505710147.72,19142149046.442474,
GAIL_det_ppo_best_eucl,33218.60950948875,53303.61280302132,459339020.6689399,647996422.1944181,64669520194966.586,
GAIL_det_ppo_best_dtw,203215.29748300038,1320.9956793242613,77393642.97101976,3478130947.7595253,31503573858382.137,
GAIL_nondet_ppo_best_loss,65.63512771138116,20.10167995324531,23.552523634761428,21.08761841721991,10.5937614587783,
GAIL_nondet_ppo_best_eucl,9280.361022926927,3216.5876518262185,21043.59680222349,21027.74726104007,34160.71644716305,
GAIL_nondet_ppo_best_dtw,5937.800069757644,3860.1128773393502,22139.86970126009,22351.32459281039,40325.21625858295,
BCxGAIL_det_ppo_best_loss,8.611707181405558e+28,450128.65932656504,27917012107.950226,175885.95300190774,6320002544379.749,
BCxGAIL_det_ppo_best_eucl,22879.830170269375,272744007.0620757,46037725497.9807,262402409152.59647,6711159651651.027,
BCxGAIL_det_ppo_best_dtw,91751.35322878908,9194340.778619582,35952294647.14299,19150721.134608522,6990307744774.358,
BCxGAIL_nondet_ppo_best_loss,13.248931468468047,37.722621121939014,12.543264790741233,9.842025754148068,21.527717058269126,
BCxGAIL_nondet_ppo_best_eucl,15.614854417133051,58.657398999052816,11.50542644102515,8.33630284810021,55.65129766989257,
BCxGAIL_nondet_ppo_best_dtw,14.060903944834964,62.29898002192547,15.60821258494188,5.605760170982499,37.15591138134292,
