,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_det_ppo best_loss safety,BCxGAIL_det_ppo best_loss comfort,BCxGAIL_det_ppo best_loss mean comfort,BCxGAIL_det_ppo best_loss euclidean,BCxGAIL_det_ppo best_loss dtw,BCxGAIL_det_ppo best_eucl safety,BCxGAIL_det_ppo best_eucl comfort,BCxGAIL_det_ppo best_eucl mean comfort,BCxGAIL_det_ppo best_eucl euclidean,BCxGAIL_det_ppo best_eucl dtw,BCxGAIL_det_ppo best_dtw safety,BCxGAIL_det_ppo best_dtw comfort,BCxGAIL_det_ppo best_dtw mean comfort,BCxGAIL_det_ppo best_dtw euclidean,BCxGAIL_det_ppo best_dtw dtw
0,0.6000000238418579,0.1953091025352478,0.02132183313369751,0.004530045203864574,0.20859265327453613,0.008274972438812256,0.0005527408793568611,0.18660478293895721,-33.954681396484375,0.20986402034759521,0.010072112083435059,0.0006470641237683594,0.13049912452697754,-33.96448516845703,0.20488452911376953,0.01039588451385498,0.0006356099038384855,0.09019748866558075,-33.977142333984375
1,0.6000000238418579,0.19872063398361206,0.030703604221343994,0.004166525788605213,0.20859265327453613,0.008418381214141846,0.0005841457168571651,0.18072164058685303,-33.95707321166992,0.20986402034759521,0.010065317153930664,0.0006097059813328087,0.11865770816802979,-33.96869659423828,0.20488452911376953,0.009501039981842041,0.0005959151894785464,0.0857766792178154,-33.97800064086914
2,0.6000000238418579,0.19872063398361206,0.03411519527435303,0.004763071425259113,0.20859265327453613,0.00822824239730835,0.0006325984140858054,0.20737364888191223,-33.94898223876953,0.2099761962890625,0.007333040237426758,0.0005271449335850775,0.13709351420402527,-33.96266174316406,0.20493197441101074,0.007484734058380127,0.00045263406354933977,0.09934951364994049,-33.97312545776367
3,0.6000000238418579,0.19701486825942993,0.051172614097595215,0.004054664634168148,0.20859265327453613,0.01366966962814331,0.0008902777335606515,0.23589831590652466,-33.9350471496582,0.20999282598495483,0.011482536792755127,0.0007701931172050536,0.1541864573955536,-33.95419692993164,0.20493197441101074,0.011571109294891357,0.0007197163067758083,0.10929335653781891,-33.968238830566406
4,0.6000000238418579,0.1944562792778015,0.03240936994552612,0.004707144573330879,0.20859265327453613,0.008301734924316406,0.0005844450206495821,0.2559836804866791,-33.92852783203125,0.20999282598495483,0.0059623122215271,0.0003884555189870298,0.17566482722759247,-33.94922637939453,0.20493197441101074,0.005638718605041504,0.0003503657062537968,0.12684381008148193,-33.965518951416016
5,0.6000000238418579,0.1944562792778015,0.02046912908554077,0.0035000655334442854,0.20859265327453613,0.008072972297668457,0.0004212911590002477,0.1787143498659134,-33.957767486572266,0.20986402034759521,0.00895768404006958,0.0004969343426637352,0.12650276720523834,-33.96548843383789,0.20493197441101074,0.00948411226272583,0.00046335477964021266,0.09637509286403656,-33.97519302368164
6,0.6000000238418579,0.2004263997077942,0.032409489154815674,0.004297015722841024,0.20859265327453613,0.004895925521850586,0.0003476155688986182,0.23276185989379883,-33.939456939697266,0.2099761962890625,0.005829036235809326,0.00039237181772477925,0.14471670985221863,-33.96239471435547,0.20493197441101074,0.005935966968536377,0.0004038908227812499,0.09505349397659302,-33.97538757324219
7,0.6000000238418579,0.19872063398361206,0.046055495738983154,0.004287689458578825,0.20859265327453613,0.007930517196655273,0.0005990504287183285,0.21956031024456024,-33.942665100097656,0.20986402034759521,0.008427083492279053,0.0005938566755503416,0.14743606746196747,-33.959434509277344,0.20493197441101074,0.007482171058654785,0.0004992175381630659,0.10101228952407837,-33.97328186035156
8,0.6000000238418579,0.1944562792778015,0.02729213237762451,0.0039614601992070675,0.20859265327453613,0.01042407751083374,0.0006924038752913475,0.20357391238212585,-33.94870376586914,0.2099761962890625,0.009575903415679932,0.0006021332810632885,0.13442549109458923,-33.96244812011719,0.20493197441101074,0.00898289680480957,0.0005405968404375017,0.09504000097513199,-33.97435760498047
9,0.6000000238418579,0.1944562792778015,0.023880600929260254,0.00418516481295228,0.20859265327453613,0.013611018657684326,0.0010196997318416834,0.19343888759613037,-33.950862884521484,0.20986402034759521,0.01570260524749756,0.00122622842900455,0.13163557648658752,-33.96250915527344,0.20493197441101074,0.014870107173919678,0.0010863346979022026,0.09352380782365799,-33.974037170410156
10,0.8999999761581421,0.12622594833374023,0.08102351427078247,0.00556934392079711,0.1044996976852417,0.011044859886169434,0.0006782141863368452,0.4045058488845825,-33.72310256958008,0.10403692722320557,0.011977970600128174,0.0007451635901816189,0.4122144281864166,-33.705318450927734,0.10119640827178955,0.011189043521881104,0.000520107161719352,0.45433011651039124,-33.64491271972656
11,0.8999999761581421,0.13049036264419556,0.030703604221343994,0.0035233711823821068,0.1044996976852417,0.022915899753570557,0.002486949088051915,0.41643595695495605,-33.734806060791016,0.10403692722320557,0.021719276905059814,0.002129405504092574,0.41709259152412415,-33.72053527832031,0.10121166706085205,0.022979915142059326,0.0022335706744343042,0.4579220116138458,-33.65982437133789
12,0.8999999761581421,0.1270788311958313,0.05629003047943115,0.004753752611577511,0.1044996976852417,0.014833509922027588,0.0014232328394427896,0.3955349326133728,-33.753318786621094,0.10403692722320557,0.013667404651641846,0.0012544660130515695,0.3981131613254547,-33.73892593383789,0.10119640827178955,0.014538884162902832,0.0012649245327338576,0.4397931396961212,-33.680686950683594
13,0.8999999761581421,0.13049036264419556,0.0486140251159668,0.005024060141295195,0.10451960563659668,0.011960268020629883,0.0008428813307546079,0.37322619557380676,-33.77006912231445,0.10403692722320557,0.011929571628570557,0.0007097173947840929,0.3782670795917511,-33.754268646240234,0.10121166706085205,0.011409521102905273,0.0006312173791229725,0.4223109483718872,-33.695838928222656
14,0.8999999761581421,0.13049036264419556,0.07334762811660767,0.005452827084809542,0.1044996976852417,0.014045476913452148,0.001344461226835847,0.3782995939254761,-33.766422271728516,0.10403692722320557,0.014106810092926025,0.0012693809112533927,0.38316795229911804,-33.74989318847656,0.10119640827178955,0.013982534408569336,0.0013772333040833473,0.4266679883003235,-33.69099807739258
15,0.8999999761581421,0.1270788311958313,0.05629009008407593,0.006627289112657309,0.1045648455619812,0.015366733074188232,0.001433469820767641,0.4387142062187195,-33.73379898071289,0.10403954982757568,0.015134751796722412,0.001317952643148601,0.4328795373439789,-33.72320556640625,0.10119640827178955,0.01653963327407837,0.0013827630318701267,0.47064632177352905,-33.66447448730469
16,0.8999999761581421,0.1270788311958313,0.06993603706359863,0.007205192465335131,0.10453557968139648,0.03448772430419922,0.0025179253425449133,0.39858537912368774,-33.757957458496094,0.10403954982757568,0.03419572114944458,0.002346703317016363,0.398117333650589,-33.745094299316406,0.10119640827178955,0.03484320640563965,0.002315879799425602,0.43513381481170654,-33.68990707397461
17,0.8999999761581421,0.13049036264419556,0.059701383113861084,0.004888908937573433,0.10451960563659668,0.015201807022094727,0.0015311217866837978,0.4000023305416107,-33.749881744384766,0.10403692722320557,0.014934778213500977,0.0012145002838224173,0.4020209014415741,-33.734615325927734,0.10119640827178955,0.014490723609924316,0.0012602516217157245,0.4428233802318573,-33.67591857910156
18,0.8999999761581421,0.13049036264419556,0.09125804901123047,0.005546038970351219,0.1045648455619812,0.01680910587310791,0.0014917340595275164,0.4373844861984253,-33.72367477416992,0.10403954982757568,0.016629934310913086,0.0013077042531222105,0.43580079078674316,-33.70925521850586,0.10119640827178955,0.016981840133666992,0.0013123644748702645,0.4725821316242218,-33.650856018066406
19,0.8999999761581421,0.1270788311958313,0.03923243284225464,0.004819002002477646,0.1044996976852417,0.008054673671722412,0.0005217797006480396,0.407144159078598,-33.748321533203125,0.10403692722320557,0.008276760578155518,0.0005455658538267016,0.40870702266693115,-33.73260498046875,0.10119640827178955,0.008987367153167725,0.0005474015488289297,0.44914788007736206,-33.672584533691406
20,1.2000000476837158,0.0886993408203125,0.07675909996032715,0.006948856636881828,0.09159916639328003,0.017939507961273193,0.0019358862191438675,0.3229653835296631,-33.82545852661133,0.0926051139831543,0.0175592303276062,0.002001509303227067,0.3765075206756592,-33.80406951904297,0.09207677841186523,0.018522143363952637,0.001660103676840663,0.347138911485672,-33.80126953125
21,1.2000000476837158,0.08784645795822144,0.1211087703704834,0.0069675142876803875,0.09159916639328003,0.0072862207889556885,0.0007486194954253733,0.3079153299331665,-33.8189582824707,0.0926051139831543,0.006945908069610596,0.0009339671232737601,0.35055840015411377,-33.802364349365234,0.09207677841186523,0.007541000843048096,0.0009108814410865307,0.3384861648082733,-33.792415618896484
22,1.2000000476837158,0.0886993408203125,0.06140732765197754,0.00658069085329771,0.09159916639328003,0.01848524808883667,0.0025222161784768105,0.3143869936466217,-33.82916259765625,0.0926051139831543,0.016301214694976807,0.0019630366005003452,0.3644864559173584,-33.81026077270508,0.09207677841186523,0.01829993724822998,0.0021289545111358166,0.33996349573135376,-33.804134368896484
23,1.2000000476837158,0.08784645795822144,0.14413654804229736,0.00771320378407836,0.09159916639328003,0.00711977481842041,0.0003231701848562807,0.3339540362358093,-33.79350662231445,0.0926051139831543,0.007132589817047119,0.00038190127816051245,0.3672744631767273,-33.777095794677734,0.09207677841186523,0.006003320217132568,0.0002543434384278953,0.364559143781662,-33.7652473449707
24,1.2000000476837158,0.0886993408203125,0.1108742356300354,0.006725161336362362,0.09159916639328003,0.0150795578956604,0.0018504899926483631,0.30319422483444214,-33.826087951660156,0.0926051139831543,0.01586681604385376,0.002089554676786065,0.3505866229534149,-33.80733108520508,0.09207677841186523,0.014148354530334473,0.0014279093593358994,0.3321583569049835,-33.8005485534668
25,1.2000000476837158,0.08784645795822144,0.08699369430541992,0.006916242651641369,0.09159916639328003,0.02375417947769165,0.0028008189983665943,0.30001601576805115,-33.82841491699219,0.0926051139831543,0.022316813468933105,0.002496431116014719,0.3456858694553375,-33.81093215942383,0.09207677841186523,0.024204254150390625,0.0024038157425820827,0.3275168240070343,-33.804073333740234
26,1.2000000476837158,0.08784645795822144,0.08187627792358398,0.007997489534318447,0.09159916639328003,0.0190582275390625,0.0024012073408812284,0.2878091633319855,-33.843265533447266,0.0926051139831543,0.020527899265289307,0.0024199283216148615,0.33253583312034607,-33.82668685913086,0.09207677841186523,0.0184556245803833,0.0019462931668385863,0.31774699687957764,-33.81887435913086
27,1.2000000476837158,0.08784645795822144,0.08528786897659302,0.007801752537488937,0.09159916639328003,0.017250627279281616,0.002233157167211175,0.3085404932498932,-33.83146667480469,0.0926051139831543,0.016688168048858643,0.0021899333223700523,0.3631127178668976,-33.81246566772461,0.09207677841186523,0.017403364181518555,0.0020767401438206434,0.3331325054168701,-33.807640075683594
