,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_loss euclidean,BCxGAIL_nondet_ppo best_loss dtw,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_eucl euclidean,BCxGAIL_nondet_ppo best_eucl dtw,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort,BCxGAIL_nondet_ppo best_dtw euclidean,BCxGAIL_nondet_ppo best_dtw dtw
0,0.6000000238418579,0.1944562792778015,0.039232492446899414,0.005746440030634403,0.04241663217544556,0.1341646909713745,0.037768054753541946,1.6379839181900024,-29.963417053222656,0.20934534072875977,0.158820241689682,0.028624054044485092,0.3438096344470978,-33.810306549072266,0.22091639041900635,0.08440959453582764,0.025432152673602104,0.37945684790611267,-33.749961853027344
1,0.6000000238418579,0.1944562792778015,0.12281453609466553,0.007792419288307428,0.038504719734191895,0.20153546333312988,0.038122065365314484,1.6173820495605469,-30.01828384399414,0.20007526874542236,0.11502641439437866,0.02776547335088253,0.32870617508888245,-33.81610870361328,0.21962201595306396,0.09352022409439087,0.023611323907971382,0.48846518993377686,-33.665916442871094
2,0.6000000238418579,0.1944562792778015,0.14413654804229736,0.007261122111231089,0.04329746961593628,0.15994879603385925,0.03991825506091118,1.494093656539917,-30.441802978515625,0.20118767023086548,0.20333454012870789,0.028207506984472275,0.2989872395992279,-33.83735656738281,0.20051449537277222,0.10383069515228271,0.025154566392302513,0.3369084596633911,-33.826141357421875
3,0.6000000238418579,0.1944562792778015,0.09211087226867676,0.005704499315470457,0.03766918182373047,0.13828003406524658,0.041020654141902924,1.5624886751174927,-30.370555877685547,0.2101360559463501,0.10903501510620117,0.026136387139558792,0.3362780809402466,-33.80066680908203,0.21174103021621704,0.1550978720188141,0.02693975903093815,0.3091118335723877,-33.8232307434082
4,0.6000000238418579,0.1944562792778015,0.10234546661376953,0.007377640809863806,0.0374942421913147,0.1488121747970581,0.04295546934008598,1.5873336791992188,-30.204116821289062,0.22087866067886353,0.10243898630142212,0.02655291184782982,0.42105498909950256,-33.692726135253906,0.2079683542251587,0.10606780648231506,0.026296839118003845,0.3587348759174347,-33.788387298583984
5,0.6000000238418579,0.1944562792778015,0.0605543851852417,0.005746453069150448,0.03937554359436035,0.1755075454711914,0.043040692806243896,1.647080898284912,-29.906856536865234,0.21176928281784058,0.132654070854187,0.029685433954000473,0.4779852330684662,-33.71839141845703,0.20517855882644653,0.1459113359451294,0.031171146780252457,0.3945685625076294,-33.78854751586914
6,0.6000000238418579,0.1944562792778015,0.10063958168029785,0.006366295740008354,0.039492011070251465,0.17171919345855713,0.038029272109270096,1.6438395977020264,-29.940906524658203,0.2040776014328003,0.11390510201454163,0.027563676238059998,0.33548787236213684,-33.81644821166992,0.20607560873031616,0.17052245140075684,0.02905886247754097,0.27975112199783325,-33.852569580078125
7,0.6000000238418579,0.1944562792778015,0.08699357509613037,0.0062824129126966,0.02893197536468506,0.1959514617919922,0.04631742835044861,1.6835023164749146,-29.811859130859375,0.21326595544815063,0.06662839651107788,0.02204110659658909,0.32791948318481445,-33.810699462890625,0.2086896300315857,0.1270231008529663,0.02922067977488041,0.34182217717170715,-33.79743957519531
8,0.6000000238418579,0.1944562792778015,0.06993609666824341,0.006063359323889017,0.03284198045730591,0.15367943048477173,0.040682315826416016,1.5600723028182983,-30.19290542602539,0.21582597494125366,0.11232835054397583,0.02702065370976925,0.36670273542404175,-33.76763916015625,0.21269845962524414,0.09397974610328674,0.028861524537205696,0.33700066804885864,-33.820865631103516
9,0.6000000238418579,0.1944562792778015,0.22004258632659912,0.00912533886730671,0.027128279209136963,0.19001460075378418,0.04362500086426735,1.5863590240478516,-30.1248779296875,0.21277546882629395,0.11186361312866211,0.031854160130023956,0.4181455075740814,-33.702903747558594,0.207738995552063,0.1036105751991272,0.0278423223644495,0.36976292729377747,-33.76825714111328
10,0.8999999761581421,0.13049036264419556,0.41961610317230225,0.01496032252907753,0.03560149669647217,0.1828572154045105,0.04850194603204727,0.8630840182304382,-32.766483306884766,0.0738648772239685,0.1869887113571167,0.03107898309826851,0.6881736516952515,-33.26444625854492,0.08210998773574829,0.08232605457305908,0.023862900212407112,0.6934372186660767,-33.31039810180664
11,0.8999999761581421,0.13049036264419556,0.037526726722717285,0.004902886226773262,0.03759342432022095,0.2406405210494995,0.04442955553531647,0.7599985003471375,-33.00440979003906,0.07325530052185059,0.18843454122543335,0.02795814536511898,0.5719283819198608,-33.48122024536133,0.07076406478881836,0.1971219778060913,0.029754560440778732,0.6143885254859924,-33.45070266723633
12,0.8999999761581421,0.13049036264419556,0.05543696880340576,0.0060493736527860165,0.0414423942565918,0.4461438059806824,0.043094735592603683,0.7745513319969177,-33.02978515625,0.07532674074172974,0.13725072145462036,0.03237053379416466,0.6182316541671753,-33.49024963378906,0.1072189211845398,0.14799487590789795,0.025439009070396423,0.5917548537254333,-33.5168342590332
13,0.8999999761581421,0.12025582790374756,0.6422175168991089,0.018763329833745956,0.0436321496963501,0.22290116548538208,0.05156533047556877,1.0731689929962158,-32.3763427734375,0.09418076276779175,0.0986294150352478,0.02323773503303528,0.7530643939971924,-33.2360725402832,0.08883887529373169,0.1141553521156311,0.025891121476888657,0.7361254096031189,-33.23247528076172
14,0.8999999761581421,0.1270788311958313,0.037526488304138184,0.005681193899363279,0.04429352283477783,0.13925278186798096,0.045058827847242355,0.7612535953521729,-33.03586959838867,0.08891910314559937,0.12187737226486206,0.024775858968496323,0.6111681461334229,-33.49180603027344,0.12511909008026123,0.16688746213912964,0.02761077508330345,0.7992163896560669,-33.097816467285156
15,0.8999999761581421,0.1270788311958313,0.051172733306884766,0.006422222591936588,0.043403804302215576,0.20853662490844727,0.042222004383802414,0.693586528301239,-33.17429733276367,0.0833960771560669,0.1277058720588684,0.0280077513307333,0.6026085615158081,-33.50514602661133,0.07973837852478027,0.08984270691871643,0.026012476533651352,0.6375730037689209,-33.4132194519043
16,0.8999999761581421,0.13049036264419556,0.06226015090942383,0.006753116380423307,0.027045011520385742,0.14448213577270508,0.04392246529459953,0.8170059323310852,-32.993980407714844,0.08643579483032227,0.16993296146392822,0.027952568605542183,0.5031570792198181,-33.58403015136719,0.09138733148574829,0.11075344681739807,0.02047751098871231,0.6072632074356079,-33.40480041503906
17,0.8999999761581421,0.13049036264419556,0.03923237323760986,0.0049028885550796986,0.03178173303604126,0.21302533149719238,0.054479796439409256,0.8476344347000122,-32.845401763916016,0.08359110355377197,0.10251039266586304,0.027136867865920067,0.5842153429985046,-33.474185943603516,0.07312357425689697,0.16112637519836426,0.029471268877387047,0.5494927167892456,-33.501502990722656
18,0.8999999761581421,0.1270788311958313,0.05799567699432373,0.006785742938518524,0.030992984771728516,0.13985031843185425,0.03653976321220398,0.8407703042030334,-32.89422607421875,0.08482092618942261,0.1500767469406128,0.028726577758789062,0.5796794891357422,-33.50491714477539,0.08949536085128784,0.18680322170257568,0.029383450746536255,0.6538339853286743,-33.329681396484375
19,0.8999999761581421,0.13049036264419556,0.05799567699432373,0.0061612376011908054,0.040377676486968994,0.15050771832466125,0.04845094308257103,0.791024923324585,-33.015926361083984,0.0912778377532959,0.14259439706802368,0.026303118094801903,0.673259973526001,-33.27694320678711,0.07607251405715942,0.13238024711608887,0.029594160616397858,0.5499823689460754,-33.52006149291992
