,controller config,fot safety,fot comfort,fot mean comfort,BC_nondet best_loss safety,BC_nondet best_loss comfort,BC_nondet best_loss mean comfort,BC_nondet best_loss euclidean,BC_nondet best_loss dtw,BC_nondet best_eucl safety,BC_nondet best_eucl comfort,BC_nondet best_eucl mean comfort,BC_nondet best_eucl euclidean,BC_nondet best_eucl dtw,BC_nondet best_dtw safety,BC_nondet best_dtw comfort,BC_nondet best_dtw mean comfort,BC_nondet best_dtw euclidean,BC_nondet best_dtw dtw
0,10.0,0.6206896305084229,0.7356321811676025,0.11784913390874863,0.32182496786117554,0.6864496469497681,0.18961584568023682,2.690922737121582,-12.410604476928711,0.3396807610988617,0.5012762546539307,0.17500145733356476,2.3143675327301025,-11.85285472869873,0.30799105763435364,0.3915245532989502,0.13640837371349335,1.6332732439041138,-12.684473037719727
1,10.0,0.3678160607814789,0.36781612038612366,0.1329105645418167,0.3000805377960205,0.6360414624214172,0.1622752994298935,1.5551447868347168,-13.190595626831055,0.2762741148471832,0.6494126319885254,0.1535099893808365,1.951954960823059,-13.281465530395508,0.38978806138038635,0.6599156856536865,0.16920322179794312,1.8693921566009521,-12.944021224975586
2,10.0,0.3678160607814789,0.436781644821167,0.10120226442813873,0.3235935568809509,0.7818207740783691,0.24839730560779572,1.6832700967788696,-13.336004257202148,0.3594687879085541,0.8263512849807739,0.22889301180839539,2.133194923400879,-13.123446464538574,0.29987144470214844,0.777666449546814,0.19969473779201508,1.7479957342147827,-13.09270191192627
3,10.0,0.4367816150188446,0.39080458879470825,0.12049148976802826,0.262218177318573,0.4705160856246948,0.17603935301303864,1.864614486694336,-12.927207946777344,0.35807156562805176,0.6410771608352661,0.20191989839076996,1.7621735334396362,-12.806730270385742,0.2887091636657715,0.5888505578041077,0.15428760647773743,2.540283679962158,-12.77403736114502
4,10.0,0.7126436233520508,0.7586206197738647,0.12762585282325745,0.38731247186660767,0.84510737657547,0.2177666872739792,2.2167460918426514,-11.689398765563965,0.35273727774620056,0.5903650522232056,0.17503920197486877,1.6367428302764893,-12.401413917541504,0.2719895541667938,0.5685075521469116,0.2103453278541565,2.258899688720703,-12.251778602600098
5,10.0,0.3448275923728943,0.32183903455734253,0.11784911900758743,0.33165618777275085,0.6555994153022766,0.19417068362236023,2.0526556968688965,-13.313552856445312,0.3487030565738678,0.8767259120941162,0.20212852954864502,1.9751918315887451,-13.773560523986816,0.30983391404151917,0.44456297159194946,0.15514031052589417,1.8838337659835815,-13.499055862426758
6,10.0,0.2298850417137146,0.27586206793785095,0.08032765984535217,0.30695319175720215,0.5697627067565918,0.18163643777370453,1.3178094625473022,-13.890436172485352,0.24062450230121613,0.3597351610660553,0.14335143566131592,1.3613572120666504,-14.182062149047852,0.3216201364994049,0.5269731283187866,0.1596778929233551,1.8799537420272827,-14.04894733428955
7,10.0,0.3218390941619873,0.2988505959510803,0.09274673461914062,0.3420025408267975,0.7014697194099426,0.2087675929069519,1.9917123317718506,-13.503264427185059,0.3543865978717804,0.8423815369606018,0.2146831750869751,1.6669516563415527,-13.149028778076172,0.27648845314979553,0.390097051858902,0.13246779143810272,1.733418345451355,-14.009085655212402
8,10.0,0.2988505959510803,0.6666666269302368,0.12551195919513702,0.3642159700393677,0.7632381916046143,0.21242263913154602,1.4463269710540771,-13.357206344604492,0.3270432949066162,0.6098185777664185,0.1877899169921875,1.8962087631225586,-13.001755714416504,0.329768568277359,0.8022029399871826,0.21181786060333252,1.6893935203552246,-13.531612396240234
9,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.32308104634284973,0.6823019981384277,0.17988932132720947,1.9157108068466187,-13.622554779052734,0.2786110043525696,0.7684688568115234,0.18909020721912384,2.1174323558807373,-13.7129487991333,0.28848797082901,0.7027273178100586,0.18991048634052277,1.9240796566009521,-13.725380897521973
10,20.0,0.5517241358757019,0.6666666865348816,0.16726118326187134,0.6170629858970642,0.9134479761123657,0.2494022697210312,3.707857608795166,-9.3555269241333,0.5633233785629272,0.952800452709198,0.2640431523323059,3.9165303707122803,-10.117291450500488,0.5671781301498413,0.6752170324325562,0.24682170152664185,2.8924577236175537,-10.076210975646973
11,20.0,0.5287356376647949,0.459770143032074,0.14268727600574493,0.4966617524623871,0.7359006404876709,0.23639516532421112,3.858316421508789,-9.5238618850708,0.6059952974319458,0.7812763452529907,0.25873494148254395,3.978294610977173,-9.5219087600708,0.5478380918502808,0.7554243206977844,0.26606863737106323,2.653374195098877,-10.696483612060547
