,controller config,fot safety,fot comfort,fot mean comfort,PR safety,PR comfort,PR mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.17592730634854115,0.059187165261344044,0.016050402476693235
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.27939733307407955,0.05744894485680008,0.01623028877847753
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.16842555762425304,0.06202557161634764,0.014594222507328102
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.26378225033854574,0.06690834996935674,0.017313136939678793
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.19097968612905425,0.061162051664522765,0.015974436421450675
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.1731249284989116,0.07185318553152875,0.01535215791769458
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.2774282602865855,0.1134710322409572,0.01696475998727018
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.32478941627798363,0.06713754978721298,0.017886896402889912
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.21687480261585568,0.08601664617617333,0.016670948811489263
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.1913005765485477,0.06378260420765755,0.01593545813859496
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.3417855637728527,0.14716567185277674,0.03426458664492011
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.4292763599457661,0.19399451433675832,0.03843121424416446
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.547362830835417,0.1698693616629959,0.035895724267253105
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.38679291693212237,0.12873920522302146,0.034804230024449864
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.4335202391878479,0.13384937938138874,0.03362338239790531
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.37839942159778805,0.13931618012646524,0.03453052387106419
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.34435459222469245,0.1295529083284666,0.03405356374018977
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.36874954587100817,0.12230293131213399,0.0347189335951472
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.575357044127815,0.13986026120397932,0.03910756046454662
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.3445958100291621,0.134492047244553,0.03479151518474152
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.5927121342748582,0.26985738230995493,0.06110669766249524
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.707158477012731,0.33942260950160164,0.06632907367147903
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.5332444149401199,0.22770761474398094,0.06235060499542998
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.5147971461452755,0.231507058307714,0.05677226464351774
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.5459702784757343,0.2689681340609194,0.06343013588632683
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.5364890895428547,0.23061031878379146,0.05873073304281811
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.5295410956263373,0.24470056183915456,0.05836730671670057
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,0.6176609181936744,0.24491902597516446,0.06176054529663788
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,0.5974658141720879,0.33262940951182474,0.07150777599992807
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,0.53261586266187,0.2600222539508012,0.0586457018691945
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,0.7542733505117354,0.36640547310981,0.10802339028733889
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,1.1724137931034482,1.3860121597643382,0.1415893632376085
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,0.8275862068965518,0.7229793224211125,0.11961180367069552
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,0.9039452521845497,0.6740451172604611,0.11778070494254474
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,0.8824638401397465,0.6079202673403878,0.13170644990167252
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,0.7972667262868546,0.569230380888895,0.11013570150623012
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,0.7954549089290319,0.5943292881617279,0.10747791571183665
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,0.8105933250129816,0.5921344730495068,0.11199691390147158
38,40.0,0.8965517282485962,0.6206895709037781,0.17386707663536072,0.7425858959822251,0.3767741815610171,0.09438035276476173
39,40.0,0.8505747318267822,0.5747127532958984,0.15801294147968292,0.9335260021032574,0.7070785029592179,0.11348481655667547
40,50.0,1.1724138259887695,2.1379308700561523,0.32685956358909607,0.8275862068965518,0.5371805436211374,0.1305392018509009
41,50.0,0.8735631704330444,1.5172414779663086,0.21588055789470673,0.8275862068965518,0.9472017253616059,0.18313253295745333
42,50.0,0.9425287246704102,1.2413794994354248,0.2726912498474121,0.8367627418178749,0.9571615592496521,0.17274824479287534
43,50.0,0.8505747318267822,1.1954023838043213,0.19394898414611816,0.8275862068965518,0.43010124564065566,0.12546996049795542
44,50.0,0.8275861740112305,0.8965516686439514,0.18602190911769867,0.9058945048648253,0.8242442478954306,0.18145897100589664
45,50.0,0.8045977354049683,0.9885057210922241,0.20002640783786774,1.152893679597923,0.8573163749135184,0.16242280895932446
46,50.0,0.9425287246704102,1.034482717514038,0.24256837368011475,0.8275862068965518,0.8725240285948273,0.15397709422876624
47,50.0,0.8045977354049683,1.0574711561203003,0.21852292120456696,0.8275862068965518,0.9271057383158019,0.1787859692636151
48,50.0,0.9885057210922241,1.034482717514038,0.2388690561056137,1.0067811516183014,0.6338945958105877,0.14061720716717022
49,50.0,0.8735631704330444,0.7586206197738647,0.19077816605567932,0.8947876627077843,0.9736453504392144,0.16644502264672972
