,controller config,fot safety,fot comfort,fot mean comfort,PR safety,PR comfort,PR mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,0.1669974457859924,0.06225773540133567,0.01684004350605366
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,0.2463642733772932,0.06473893567719385,0.017663891511165885
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,0.1740074416880843,0.06222883274214669,0.017299240875485553
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,0.24973942727253562,0.06667205675176563,0.016511353794202335
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,0.17627576263766342,0.060980010432464454,0.018618759578716424
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,0.1612183777716833,0.06546295202065833,0.017826426770336513
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,0.3097821845874946,0.09050019362292583,0.0190358173128561
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,0.32611808848058566,0.06124039171197809,0.018681020846776666
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,0.205470996080112,0.07133737840453702,0.01829669599694285
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,0.18891485550843445,0.06328724079806014,0.017904105609702674
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,0.35238145791434783,0.13635129291694315,0.035723452528827936
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,0.46297723164280236,0.2294487968605341,0.03974539529240696
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,0.5192268768401662,0.15006620593600994,0.03822078938580363
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,0.3950419594551291,0.14064349742354101,0.037207348670248615
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,0.41475625400309446,0.18733299980232962,0.03589113526036422
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,0.35927292505990294,0.13337169685976458,0.03778387709969478
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,0.3753391357097212,0.12994516735777584,0.03737337372561897
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,0.3462874853674738,0.13635599473862073,0.03702077649941871
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,0.5642732710543823,0.22751349572177287,0.042979925074854826
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,0.34590345487879304,0.1456461916774992,0.03622934377008054
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,0.532918125546727,0.22859469743143912,0.059085815376662125
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,0.6759473382501899,0.2509784869202616,0.06587911389248687
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,0.5737338713318154,0.28436223901186725,0.059759723194904746
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,0.5338289262051401,0.21950621707936563,0.05875535509281886
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,0.55442481431326,0.2494264455510894,0.05967951181612959
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,0.5234492880395414,0.2343889566619774,0.06188720974042632
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,0.6364469460792759,0.2789909414656348,0.06313132976420356
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,0.5695300466891888,0.23939673900726027,0.06077687171274269
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,0.6019943794695559,0.24631059238709846,0.05879568256418225
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,0.5786422596799571,0.3024185120301879,0.06297573689671225
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,0.686938529884366,0.3506923578601011,0.0909117377970543
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,0.7242551022846697,0.41510892155907975,0.09173684754853306
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,0.7441915987375711,0.38721524608324887,0.09074457996981623
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,0.6848064653269079,0.3518158510639098,0.08858774306904008
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,0.755366215369939,0.3983508335443332,0.09236295512023486
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,0.6910618346340909,0.34269116249691667,0.08984980665621779
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,0.9086427540256965,0.49126925273349537,0.09404237414517412
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,0.6881972034241901,0.32411676494256003,0.08387972460811767
