,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,283.18112502050536,278.73770696797453,89.01860130618478,201.25870115716785,152.83369400673917,
PR,8570687.314705506,3211325354.3657246,71564475812.77443,489876694065.7382,5.035364099623191,
RF,1706.5888890887973,7.647644475072436e+30,423.37717839282374,7060856988237.813,50862.33595759618,
BC_det_best_loss,11092253492.820072,357569743016.051,58427616955.714,1.5181578802380706e+30,4860045642519.826,
BC_det_best_eucl,427.4950426589075,3.8345932082053446e+29,59352431162.17124,185804433.67855093,4.93472566713755e+30,
BC_det_best_dtw,11092253492.820072,357569743016.051,58427616955.714,1.5181578802380706e+30,4860045642519.826,
BC_nondet_best_loss,6.210966826109451,52.098054384899726,5.374838179546203,6.028428158223276,2.9966802422673995,
BC_nondet_best_eucl,7.87493809305847,57.247822102657715,5.685608230261812,4.225542799883167,5.764936530595422,
BC_nondet_best_dtw,5.3104473148675595,46.7229894968245,4.855604002598209,8.150576755616841,4.261948208053672,
GAIL_det_ppo_best_loss,4695491029114.388,2018077180521.8396,11930372935986.145,28560664103152.426,54774112457166.31,
GAIL_det_ppo_best_eucl,4695491029114.388,2018077180521.8396,11930372935986.145,28560664103152.426,54774112457166.31,
GAIL_det_ppo_best_dtw,3.0914420985054495e+30,11159034934.077284,3982689037400.925,3.715975746929974e+30,32122416455434.223,
GAIL_nondet_ppo_best_loss,53.935628365158415,62.32083463103455,74.86041018972699,46.04914305177998,36.509349712805054,
GAIL_nondet_ppo_best_eucl,1341.148424616728,335.0879232790961,90.5325752749372,48.13184103808507,0.9891697190928492,
GAIL_nondet_ppo_best_dtw,879.8547518440695,280.6367772233568,108.6647794554332,48.790550022175466,2.7374720522904914,
BCxGAIL_det_ppo_best_loss,11101801325.5169,55869822517.3888,1.7455740142034456e+29,1185.9029410124729,4530087105402.372,
BCxGAIL_det_ppo_best_eucl,14109645111.861145,1.4678093420142901e+29,129492917541.31549,921.8400957154943,4622807007305.317,
BCxGAIL_det_ppo_best_dtw,14109645111.861145,1.4678093420142901e+29,129492917541.31549,921.8400957154943,4622807007305.317,
BCxGAIL_nondet_ppo_best_loss,10.124139294288462,71.0103824451526,30.88732092478381,19.030777100498774,13.56674458424352,
BCxGAIL_nondet_ppo_best_eucl,6.159299204269491,106.43789853043108,18.61610762787545,10.931804085020886,34.47105998474926,
BCxGAIL_nondet_ppo_best_dtw,4.449369593190778,122.55547362422871,13.747724916057741,10.247420957304486,42.06786774105612,
