,controller config,fot safety,fot comfort,fot mean comfort,RF safety,RF comfort,RF mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.24390804256344673,0.20367816772311928,0.08063152343077563
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.22528735588336823,0.2606896566972137,0.07412868330447837
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.26206896255756257,0.1783908068388701,0.0765200147383857
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.23448275650883554,0.2073563279211521,0.07908838699903638
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.2349425297320402,0.16942527115345005,0.07389615428002402
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.2705747089817607,0.20298851232975723,0.08004756261177104
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.23310344959641333,0.20022989131510266,0.08362002932177534
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.2409195397331798,0.20344828046858315,0.07513277800518205
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.2912643621399486,0.14896551940590144,0.06807240087881514
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.23310344959641333,0.1724137907475234,0.07976747319787399
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.3567816175057972,0.39494253356009723,0.07776192404244138
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.3556321822569287,0.2013793086260558,0.07324613516615039
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.2579310357288039,0.2096551676467061,0.07513806417027767
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.3000000014991081,0.20298851232975723,0.07833531587202658
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.3485057449058211,0.20758619945496312,0.0721046383541891
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.36367815834437967,0.20000000592321165,0.07138063152673943
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.35241379479909773,0.20390805289149289,0.07974633418237684
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.39356321574156644,0.24022987861186268,0.08087726238344249
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.409425284983269,0.20436782296746975,0.07713568569128883
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.30367815653825636,0.1724137907475234,0.07655965151158214
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.6259770124123013,0.36344828285276887,0.11314308945389315
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.6227586214706815,0.26942533843219296,0.10756507455446254
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.6641379238202655,0.3174712679907681,0.1097635142273944
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.6227586214706815,0.2701149939745666,0.10446823148891843
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.7156321687533939,0.3250574610009788,0.10852689090987731
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.6227586214706815,0.3503448339551688,0.10666667384405931
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.6227586214706815,0.31448277577757844,0.10963932496805984
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.6710344756677233,0.34574712447822087,0.10091954456834958
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.6227586214706815,0.2822989355400205,0.10507068905422742
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.6250574733779347,0.653333332426846,0.12066059661579542
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.7298850543334567,0.3970114919915794,0.1095204132183016
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.7390804601743305,0.5954022881761195,0.13131721724167297
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.7222988463475788,0.5714942463114857,0.12084027012403324
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.7183907986714924,0.4788505724817515,0.10292509078080288
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.7282758588626468,0.6045977028831842,0.12748579968751847
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.7298850543334567,0.49701149735599764,0.11636411862640543
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,0.7639080481693662,0.5724137878790498,0.11031840497692084
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,0.7298850543334567,0.43333332266658536,0.11450389915970206
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,0.7183907986714924,0.3519540223106742,0.10413528963238344
39,40.0,0.9425287246704102,1.218390941619873,0.25260934233665466,0.7308045912816608,0.5393103413656355,0.12893116895580428
40,50.0,0.8275861740112305,0.9425287246704102,0.1640903651714325,0.8057471335961902,0.516321794502437,0.13870524831458753
41,50.0,0.9425287246704102,1.1494252681732178,0.20240454375743866,0.7963218439653003,0.44850576423108596,0.14209011010739997
42,50.0,0.8505747318267822,1.1264368295669556,0.20372571051120758,0.8062069035604084,0.4636781544983388,0.14580790128987067
43,50.0,0.9655172824859619,1.3793103694915771,0.25974369049072266,0.8119540281131351,0.775402266085148,0.1738776582128358
44,50.0,0.8965517282485962,1.0574710369110107,0.24124717712402344,0.7914942539765918,0.525747083760798,0.1409803127300465
45,50.0,1.034482717514038,1.1034483909606934,0.22037255764007568,0.8006896639897907,0.525747083760798,0.13989694858933316
46,50.0,0.9885057210922241,1.0574712753295898,0.24494649469852448,0.8082758683993899,0.8319540220499038,0.1687990488159074
47,50.0,0.8735631704330444,0.919540286064148,0.17677368223667145,0.8027586264445865,0.3928735683858394,0.1259215275814821
48,50.0,0.8275861740112305,0.7356322407722473,0.17915180325508118,0.8062069035604084,0.4636781544983388,0.14290923509489872
49,50.0,0.8505747318267822,1.4482758045196533,0.23305585980415344,0.8110344881846988,0.4622988437116146,0.14644471129766481
