,controller config,fot safety,fot comfort,fot mean comfort,Random safety,Random comfort,Random mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,1.1675066947937012,6.313133239746094,2.527113199234009
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,1.1287263631820679,5.0822529792785645,1.9635181427001953
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,1.1585628986358643,6.5559916496276855,2.102449655532837
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,1.1371307373046875,6.418375015258789,2.1636440753936768
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,1.1708730459213257,5.50869083404541,1.831938624382019
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,1.1682217121124268,5.136746406555176,1.899717092514038
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,1.1504571437835693,5.967307090759277,1.9415135383605957
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,1.1508406400680542,6.353897571563721,2.329105854034424
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,1.0759931802749634,5.245109558105469,1.9212385416030884
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,1.1559078693389893,5.444896697998047,1.9083824157714844
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,1.168666124343872,5.199582576751709,1.8008735179901123
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,1.1627339124679565,4.016738414764404,1.769901156425476
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,1.1566075086593628,4.696403980255127,2.0885236263275146
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,1.132778286933899,5.761343955993652,1.782853364944458
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,1.1484588384628296,6.022521018981934,1.8277167081832886
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,1.116290807723999,6.472996234893799,2.280785322189331
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,1.1226756572723389,5.804435729980469,2.4394919872283936
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,1.1436617374420166,5.60363245010376,1.9747928380966187
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,1.1699409484863281,5.754911422729492,2.19748592376709
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,1.1700159311294556,5.398687362670898,2.1337873935699463
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,1.1471527814865112,5.6567277908325195,2.153637647628784
