,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,870.3824879008853,315.2111715143785,107.7723810652106,87.90064630533337,259.31417558495,
PR,1245.7265623282738,4333.915752660731,35.31148862394783,28.13407424148648,9.896488985287283,
RF,158.21895674990537,156.58608207833055,5.19606540486616,12.12197079428736,159.2468093005254,
BC_det_best_loss,784.6830144387847,113.5435014163341,22.16629062296028,3.4409691628313395,9.623309436539373,
BC_det_best_eucl,444.48035200022184,139.69133418750414,91.2960878730652,1371.5249902548373,10673.882315643561,
BC_det_best_dtw,48.360027696986506,2409.8102626095697,28.157796053076517,64.41995473328302,1289.0616241265877,
BC_nondet_best_loss,2.291220759454964,1.6250816092601061,0.9838766377375314,1.2564881778555936,1.0205560464645547,
BC_nondet_best_eucl,3.0414892194539194,1.253714770042828,0.6108906711301676,1.207445415540789,1.0841795603894013,
BC_nondet_best_dtw,3.146484539518438,1.92987585104598,1.7482514536743092,2.619630906381887,2.1235257592274337,
GAIL_det_ppo_best_loss,1919.671462898151,14392.181276777066,5560.181289883938,6688.855359232571,8445.89535906779,
GAIL_det_ppo_best_eucl,1294.1360845018323,3295.708488259093,1410.4572272038845,5010.984213237402,1635.423690907315,
GAIL_det_ppo_best_dtw,1919.671462898151,14392.181276777066,5560.181289883938,6688.855359232571,8445.89535906779,
GAIL_nondet_ppo_best_loss,19.91636079445921,17.84104883377701,17.10495652102708,14.507162870216067,14.028252461063598,
GAIL_nondet_ppo_best_eucl,51.316005702724986,35.04888304436634,23.426773494762138,48.26781596686385,173.23745861041002,
GAIL_nondet_ppo_best_dtw,44.40975807225459,550.0330190562793,3905.508760644213,267.02209686972196,988.1918096319356,
BCxGAIL_det_ppo_best_loss,143.33917670338124,94.03755665639157,20.452534430564235,52.339380479515164,197.0522770408007,
BCxGAIL_det_ppo_best_eucl,696.5384697053937,7029.487003736866,63225.49212666559,60515.87262439095,226941.6239559598,
BCxGAIL_det_ppo_best_dtw,114.87363129046503,36.401519180392064,11.172908059009243,13.397227358219501,102.87226483974507,
BCxGAIL_nondet_ppo_best_loss,2.4126980640151547,1.2128372314155673,1.0832329258098956,1.7784667574309427,1.2676745763930475,
BCxGAIL_nondet_ppo_best_eucl,5.378432817128903,10.685419187699239,4.865973205394964,3.5635105260591406,1.1545728187426683,
BCxGAIL_nondet_ppo_best_dtw,6.424687497568767,8.308755073344967,7.969499768976719,3.2266187733715643,1.1667555114368575,
