,controller config,fot safety,fot comfort,fot mean comfort,Random safety,Random comfort,Random mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,1.1559985876083374,5.260249614715576,1.957244873046875
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,1.140693187713623,5.419475555419922,2.064398765563965
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,1.1672513484954834,5.582619667053223,2.1028332710266113
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,1.1548340320587158,6.601772785186768,2.117499589920044
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,1.1683417558670044,5.841167449951172,2.1928255558013916
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,1.1025310754776,5.300042629241943,2.082937717437744
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,1.1374045610427856,6.370527744293213,1.9443660974502563
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,1.1553751230239868,5.721658706665039,2.3431687355041504
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,1.1704599857330322,6.203393459320068,2.1161210536956787
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,1.171034336090088,6.322972297668457,2.1018178462982178
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,1.125961184501648,4.506352424621582,1.6738511323928833
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,1.1601840257644653,6.38919734954834,2.165773630142212
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,1.124315857887268,5.217502593994141,2.0977089405059814
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,1.1562585830688477,5.578132629394531,2.0102427005767822
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,1.1675244569778442,6.141456604003906,1.8457690477371216
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,1.166663646697998,6.391347885131836,2.102487802505493
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,1.1587655544281006,5.501565933227539,1.9208126068115234
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,1.1556533575057983,5.013404846191406,1.7153172492980957
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,1.1441043615341187,6.212449073791504,2.3979921340942383
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,1.1519840955734253,5.038941860198975,1.806576132774353
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,1.1530295610427856,7.158341407775879,2.1568055152893066
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,1.1546558141708374,7.116172790527344,2.232231855392456
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,1.1312590837478638,5.0580153465271,1.9971925020217896
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,1.1576255559921265,5.734270095825195,2.251803398132324
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,1.1628334522247314,6.41611385345459,2.0584089756011963
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,1.158860445022583,4.869802474975586,1.8770904541015625
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,1.131836175918579,6.343433380126953,2.444654703140259
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,1.15907621383667,5.321721076965332,2.2381978034973145
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,1.1661450862884521,5.660090446472168,2.1975719928741455
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,1.1305125951766968,5.58535623550415,2.360588312149048
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,1.1677756309509277,5.961207389831543,2.357538938522339
