,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,646.6275851387351,249.58159431352055,71.85104246508267,106.66770465583397,50.47797022432498,
PR,117580.42110592774,114828396.09453082,2.5593691393261073,7349202598.313648,4274912532.7062593,
RF,3166.8176999538355,9116939.519459765,4052.4427012858378,2588.3066760611814,2734.2657955915774,
BC_det_best_loss,782.4190356174338,22664678227.156776,2.913258788089937e+29,346910478.1562545,132682536.96211337,
BC_det_best_eucl,782.4190356174338,22664678227.156776,2.913258788089937e+29,346910478.1562545,132682536.96211337,
BC_det_best_dtw,782.4190356174338,22664678227.156776,2.913258788089937e+29,346910478.1562545,132682536.96211337,
BC_nondet_best_loss,7.725172301732834,15.33423940589063,493.02046988832234,26.864093057163863,23.273252236474303,
BC_nondet_best_eucl,4.503848944828838,22.30396048097853,386.97913004935975,30.600267519208494,31.458561585102235,
BC_nondet_best_dtw,3.0734872714678807,12.814855490426691,512.1451918790132,44.65453518267002,19.481191766138924,
GAIL_det_ppo_best_loss,2068.510261419314,42057.011806400886,11185.52261910155,1.2415169614019728e+31,1079033785.8383846,
GAIL_det_ppo_best_eucl,17180.774525478464,6240.201947236547,17015.935968494578,413371.9535068487,877972302.6276922,
GAIL_det_ppo_best_dtw,17180.774525478464,6240.201947236547,17015.935968494578,413371.9535068487,877972302.6276922,
GAIL_nondet_ppo_best_loss,82.01780896013378,52.06760982339301,32.34587333402236,19.54572601050696,10.665426029947291,
GAIL_nondet_ppo_best_eucl,2373.765494414699,208.62284046386281,233.65692750195265,114.82464344720326,702.2379016523233,
GAIL_nondet_ppo_best_dtw,1585.853117805193,163.95022532819726,153.17910496296844,119.12155167226356,538.2908891034788,
BCxGAIL_det_ppo_best_loss,1507.5373983151694,7.8979028994249745e+28,219521.8666230982,1067411154.5225164,965641808.3983026,
BCxGAIL_det_ppo_best_eucl,1.0614974663071678e+29,4097038.531746705,1514920970.0189095,8940410.18543042,28362109282.019375,
BCxGAIL_det_ppo_best_dtw,1.0614974663071678e+29,4097038.531746705,1514920970.0189095,8940410.18543042,28362109282.019375,
BCxGAIL_nondet_ppo_best_loss,12.150235254039442,23.510440681042006,1063.4455451090726,61.41993914644448,29.336986936884752,
BCxGAIL_nondet_ppo_best_eucl,4.583236268411608,15.022039213687444,888.6044659455359,25.504935271154714,30.908626551167046,
BCxGAIL_nondet_ppo_best_dtw,3.3036830282317915,20.256448075012386,1933.5791028116905,37.28514565155343,26.10262106397792,
