,controller config,fot safety,fot comfort,fot mean comfort,Random safety,Random comfort,Random mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,1.164496660232544,5.153197765350342,2.0155348777770996
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,1.160682201385498,4.776885986328125,1.7727152109146118
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,1.1545360088348389,5.940635681152344,1.8603529930114746
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,1.1683391332626343,5.845057487487793,2.407744884490967
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,1.1704949140548706,7.052377223968506,2.2944366931915283
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,1.1562975645065308,5.542816162109375,2.0927371978759766
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,1.1467431783676147,4.848472595214844,1.9502195119857788
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,1.1615253686904907,6.165369987487793,2.125011682510376
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,1.1516828536987305,5.059480667114258,2.221277952194214
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,1.1375097036361694,5.326142311096191,1.9981472492218018
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,1.1599817276000977,5.283538341522217,2.2530009746551514
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,1.1606732606887817,6.721832275390625,2.2146077156066895
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,1.0809621810913086,6.175188064575195,2.4164676666259766
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,1.1467534303665161,5.877093315124512,2.26427960395813
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,1.171175241470337,6.252440929412842,2.362852096557617
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,1.1452176570892334,5.889441013336182,2.4785828590393066
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,1.1436221599578857,5.332255840301514,1.9538551568984985
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,1.15227210521698,5.9282732009887695,2.2214601039886475
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,1.1680057048797607,7.0494232177734375,1.9902689456939697
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,1.1692085266113281,4.876351356506348,1.695582389831543
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,1.1676270961761475,6.794751167297363,2.2827281951904297
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,1.1640689373016357,5.341136932373047,2.012953758239746
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,1.1483988761901855,5.6418304443359375,2.3577144145965576
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,1.1584317684173584,5.590907096862793,2.0331225395202637
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,1.1405949592590332,6.497696876525879,2.4907710552215576
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,1.148454189300537,6.2709550857543945,2.0991766452789307
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,1.1301462650299072,5.988603591918945,2.206111192703247
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,1.1719059944152832,5.131551742553711,2.1515047550201416
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,1.1525548696517944,5.130427360534668,1.7485754489898682
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,1.140878438949585,5.24310827255249,1.8937627077102661
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,1.1634624004364014,5.630537986755371,2.201552391052246
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,1.1263957023620605,5.099864959716797,2.167959213256836
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,1.1547679901123047,6.760509014129639,1.9322218894958496
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,1.1203628778457642,4.904115200042725,1.9949054718017578
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,1.163723349571228,5.749580383300781,2.1654133796691895
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,1.1723638772964478,5.5148701667785645,2.4612958431243896
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,1.1437292098999023,6.176624774932861,2.267838716506958
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,1.1410101652145386,6.085014820098877,1.9935526847839355
38,40.0,0.8965517282485962,0.6206895709037781,0.17386707663536072,1.1446481943130493,5.959190845489502,2.0736966133117676
39,40.0,0.8505747318267822,0.5747127532958984,0.15801294147968292,1.1144659519195557,5.581847190856934,2.2417798042297363
40,50.0,1.1724138259887695,2.1379308700561523,0.32685956358909607,1.139922857284546,5.851741790771484,1.8085088729858398
41,50.0,0.8735631704330444,1.5172414779663086,0.21588055789470673,1.170011281967163,5.5042290687561035,1.906307339668274
42,50.0,0.9425287246704102,1.2413794994354248,0.2726912498474121,1.1583995819091797,6.327329635620117,2.1622729301452637
43,50.0,0.8505747318267822,1.1954023838043213,0.19394898414611816,1.1681220531463623,6.875731468200684,1.7295702695846558
44,50.0,0.8275861740112305,0.8965516686439514,0.18602190911769867,1.1452075242996216,5.850288391113281,2.1961097717285156
45,50.0,0.8045977354049683,0.9885057210922241,0.20002640783786774,1.171248197555542,5.329535007476807,2.0200142860412598
46,50.0,0.9425287246704102,1.034482717514038,0.24256837368011475,1.1720200777053833,6.645025253295898,2.1936330795288086
47,50.0,0.8045977354049683,1.0574711561203003,0.21852292120456696,1.1598000526428223,4.735043525695801,1.643824815750122
48,50.0,0.9885057210922241,1.034482717514038,0.2388690561056137,1.1577495336532593,5.848285675048828,2.4283223152160645
49,50.0,0.8735631704330444,0.7586206197738647,0.19077816605567932,1.1677963733673096,7.341419219970703,2.283726930618286
