,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,882.7028749197259,217.57403500251925,78.3278677373837,127.49188792829344,160.2633396801311,
PR,2926576.569944765,737407367.5108392,2.1693003133710285,552574044295.065,696893219649.3656,
RF,1945.706006122774,15741331108490.625,736.2128744088304,147637.73519416485,139.61400376442282,
BC_det_best_loss,2736006.465893331,101722397176.47176,146351.18010168461,1.3885112921025488e+30,160.0226829878925,
BC_det_best_eucl,149291718242.5835,44152989924.99679,84225.54368097665,1940395500776.062,903735334.5570186,
BC_det_best_dtw,149291718242.5835,44152989924.99679,84225.54368097665,1940395500776.062,903735334.5570186,
BC_nondet_best_loss,1.2895020727801505,10.224212538569573,144.8468823727798,14.417017239473308,6.362880881877482,
BC_nondet_best_eucl,0.38800356697353977,7.854674321305733,126.40892941549842,11.343131393417336,5.516911881680982,
BC_nondet_best_dtw,0.14434514796341835,9.070583117938344,119.82102624161884,21.950788936565434,5.882261047887995,
GAIL_det_ppo_best_loss,113096158532.68321,10258937.139020234,275095994.5256048,11165412053.97685,51250175.432716586,
GAIL_det_ppo_best_eucl,113096158532.68321,10258937.139020234,275095994.5256048,11165412053.97685,51250175.432716586,
GAIL_det_ppo_best_dtw,113096158532.68321,10258937.139020234,275095994.5256048,11165412053.97685,51250175.432716586,
GAIL_nondet_ppo_best_loss,49.22388025506034,36.01200120974615,26.26358145036002,18.834092927586788,11.939818379229301,
GAIL_nondet_ppo_best_eucl,28.667383356816025,17.692268516991668,9.891747592522583,5.915868237043706,7.765911608107824,
GAIL_nondet_ppo_best_dtw,40.517388220008776,10.149428358522982,10.971952103930132,3.846362084657632,6.337440282240019,
BCxGAIL_det_ppo_best_loss,347246671293.2419,473040.23548461427,2932641928.134901,16288153.579935642,245172078.92937684,
BCxGAIL_det_ppo_best_eucl,6.5314563768738406e+28,4828.515391597346,352860.7560636666,9233.012014632988,331993.4610903349,
BCxGAIL_det_ppo_best_dtw,6.5314563768738406e+28,4828.515391597346,352860.7560636666,9233.012014632988,331993.4610903349,
BCxGAIL_nondet_ppo_best_loss,0.5006373933450554,1.257576781943873,436.2487080896651,11.42208915206111,3.485672682547813,
BCxGAIL_nondet_ppo_best_eucl,1.7287937338322754,0.6561823522348509,404.01132849241094,17.854789704207136,8.806786315972243,
BCxGAIL_nondet_ppo_best_dtw,4.080008934230894,1.907671818899117,624.4935487087095,20.436798313328726,15.819828511729028,
