,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,1177.758407371495,393.2764087181132,106.36544726283195,60.91280855051423,66.80706378133763,
PR,7040183.0224850755,730004420.9930557,2.5695121111420063,184960938593.98895,282321027848.6533,
RF,19284.39297158248,1903287.2630260182,4216.546252525221,181860.43637270184,558.9051190321592,
BC_det_best_loss,714.3147818322441,2.0364957828463923e+29,47718407202.852715,1317110378260.7292,5930799695067.281,
BC_det_best_eucl,8.577862688967492e+28,112399805565.5397,2.0128186304872774e+29,1.6564927592648357e+30,62898727909.18228,
BC_det_best_dtw,8.577862688967492e+28,112399805565.5397,2.0128186304872774e+29,1.6564927592648357e+30,62898727909.18228,
BC_nondet_best_loss,0.8533576718720361,11.744190601134429,55.00686393989762,8.73064798260112,5.258495436640481,
BC_nondet_best_eucl,0.9582745200127776,13.730603123318096,94.20118156052413,17.961331267120258,4.852097877499737,
BC_nondet_best_dtw,1.0427476684228747,10.907858806687187,75.86720529056053,11.517481920509194,5.473504353934111,
GAIL_det_ppo_best_loss,6441195946405.928,73000242.77087654,8804291659942.305,22299678007847.87,3969169656.0180964,
GAIL_det_ppo_best_eucl,591802598.3009949,20270362.565159712,7980817296500.243,20858195328607.637,44784596528470.414,
GAIL_det_ppo_best_dtw,11493479788214.912,177035750023.94656,4022459088794.0527,1350916122.0004895,613372529.8509047,
GAIL_nondet_ppo_best_loss,44.37521857307117,29.08852617730037,32.41552095722307,15.887091169480726,10.30085681695271,
GAIL_nondet_ppo_best_eucl,861.3732752902507,1189.5801707476014,3412.6371804395785,3424.5656767693486,3621.125366493774,
GAIL_nondet_ppo_best_dtw,1144.7383264520493,1074.8326505872028,2852.48434359235,3108.7582325441285,6019.0763948380845,
BCxGAIL_det_ppo_best_loss,580465.2051122084,18082.63040951706,998239457.5548079,8706965.648481328,3628126.136720982,
BCxGAIL_det_ppo_best_eucl,39516.814225006354,2209.3866066146234,22149.505937209262,30103.041103688818,105234180.00688893,
BCxGAIL_det_ppo_best_dtw,3194615.970956846,229909.90466466828,235245.61347808965,652753.3886521182,2118446.148469057,
BCxGAIL_nondet_ppo_best_loss,4.888006262810625,10.370195265945531,147.27565891983824,50.00937772902245,10.128187641054605,
BCxGAIL_nondet_ppo_best_eucl,5.372779192471718,13.453211469932816,114.79631192922146,44.83477418724709,43.74473458091677,
BCxGAIL_nondet_ppo_best_dtw,5.13346904437981,13.55566722919424,305.5953219568021,71.1166660030967,38.87940788711981,
