,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_nondet_ppo best_loss safety,BCxGAIL_nondet_ppo best_loss comfort,BCxGAIL_nondet_ppo best_loss mean comfort,BCxGAIL_nondet_ppo best_eucl safety,BCxGAIL_nondet_ppo best_eucl comfort,BCxGAIL_nondet_ppo best_eucl mean comfort,BCxGAIL_nondet_ppo best_dtw safety,BCxGAIL_nondet_ppo best_dtw comfort,BCxGAIL_nondet_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.40281233191490173,0.5349167585372925,0.16265007853507996,0.3692326843738556,0.7337052822113037,0.22881270945072174,0.2889794409275055,0.2561355233192444,0.09446100145578384
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.4002170264720917,0.5533472299575806,0.15613187849521637,0.3584806025028229,0.5522933006286621,0.15859995782375336,0.27255457639694214,0.38623225688934326,0.138969287276268
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.36992475390434265,0.46546733379364014,0.16077151894569397,0.38271331787109375,0.8106203079223633,0.20163463056087494,0.3091546297073364,0.4393136203289032,0.14132001996040344
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.35624954104423523,0.4350225627422333,0.16568653285503387,0.32715752720832825,0.9358556270599365,0.2603389620780945,0.3510834872722626,0.4546585977077484,0.15160779654979706
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.2556963860988617,0.34805411100387573,0.13199275732040405,0.38696590065956116,0.5124634504318237,0.14784491062164307,0.33113500475883484,0.5101618766784668,0.1477266550064087
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.35131651163101196,0.4916882812976837,0.1450428068637848,0.3151799738407135,0.9653579592704773,0.24489441514015198,0.2776177227497101,0.3631700277328491,0.11706844717264175
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.3450039327144623,0.4981238842010498,0.16026116907596588,0.38929376006126404,0.7773183584213257,0.21176695823669434,0.35339078307151794,0.4364026188850403,0.16993547976016998
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.31401169300079346,0.42734062671661377,0.16331632435321808,0.3650535047054291,0.6861155033111572,0.26479077339172363,0.35125550627708435,0.41334426403045654,0.12862633168697357
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.34169819951057434,0.5636506676673889,0.17209245264530182,0.35671424865722656,0.5286828279495239,0.17894797027111053,0.4231134057044983,0.4608929753303528,0.11980968713760376
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.3660563826560974,0.5256245732307434,0.17314991354942322,0.3572825491428375,0.6782140135765076,0.18802541494369507,0.3195945918560028,0.4101714491844177,0.12177292257547379
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.6708312034606934,0.7815083265304565,0.2100663185119629,0.5604307651519775,0.6075687408447266,0.20507946610450745,0.5448395013809204,0.5118566155433655,0.14535358548164368
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.523196816444397,0.5690464377403259,0.17528243362903595,0.49173691868782043,0.6328017711639404,0.14972952008247375,0.6493360996246338,0.46584826707839966,0.15266135334968567
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.6140943765640259,0.8266381025314331,0.22735311090946198,0.4921763241291046,0.6731235384941101,0.1575070470571518,0.5109895467758179,0.49244970083236694,0.13117335736751556
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.6151841282844543,0.7755111455917358,0.19650837779045105,0.6247036457061768,0.7772655487060547,0.2505495548248291,0.5629703998565674,0.4563579261302948,0.11088226735591888
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.6363199949264526,0.5201156735420227,0.15199825167655945,0.5233989953994751,0.5999673008918762,0.18544156849384308,0.59531170129776,0.3991871476173401,0.12862753868103027
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.5221501588821411,0.7995915412902832,0.1724579781293869,0.589118480682373,0.6601674556732178,0.2214411199092865,0.6111621856689453,0.46982452273368835,0.14418205618858337
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.6044905185699463,0.5180009603500366,0.1607876420021057,0.49476560950279236,0.7027262449264526,0.2088484764099121,0.5223627090454102,0.6013249158859253,0.1652727723121643
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.6138110160827637,0.49915146827697754,0.15931518375873566,0.6067748665809631,0.7074937224388123,0.1875487118959427,0.5351099967956543,0.43568751215934753,0.14806263148784637
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.5113810300827026,0.6248193979263306,0.19625021517276764,0.5775572061538696,0.5342913866043091,0.18279749155044556,0.6983513832092285,0.5797821879386902,0.17121529579162598
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.4868968427181244,0.7586632370948792,0.15498532354831696,0.5888829231262207,0.783157467842102,0.19443745911121368,0.5879204869270325,0.3575872480869293,0.13194629549980164
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.7673153877258301,0.9105304479598999,0.20948703587055206,0.7510600090026855,1.2461223602294922,0.31678080558776855,0.7744258642196655,0.4992963671684265,0.15906044840812683
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.847944974899292,0.8336249589920044,0.23135066032409668,0.719882607460022,0.7111386656761169,0.19491320848464966,0.8416445255279541,0.7064597606658936,0.15498001873493195
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.7523531913757324,0.7169486880302429,0.19509325921535492,0.6726155281066895,0.7442548274993896,0.1816129982471466,0.6701902151107788,0.6060857772827148,0.16093797981739044
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.7058708667755127,0.6544116735458374,0.1760910302400589,0.6913729906082153,0.6540344953536987,0.20851464569568634,0.6960201263427734,0.546228289604187,0.13700826466083527
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.9576789140701294,1.0011646747589111,0.2364155352115631,0.6621071100234985,0.8092650175094604,0.23467907309532166,0.7945836782455444,0.5432116389274597,0.14167222380638123
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.8063442707061768,0.5827437043190002,0.20432566106319427,0.7360363006591797,1.0695278644561768,0.24539539217948914,0.7972638607025146,0.5410490036010742,0.1642848551273346
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.9516115188598633,0.8519148826599121,0.2204858660697937,0.7328124046325684,0.9163975715637207,0.2811128497123718,0.8665233850479126,0.5807552933692932,0.15449899435043335
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.9037940502166748,0.6014382839202881,0.2036907970905304,0.6823595762252808,0.9291117787361145,0.19870424270629883,0.6615136861801147,0.3819217383861542,0.12623892724514008
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.8194900751113892,0.8683533668518066,0.18893256783485413,0.7482602596282959,1.0615054368972778,0.2907431721687317,0.701977014541626,0.4187299907207489,0.11106850951910019
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.8665786981582642,0.9058082103729248,0.28211548924446106,0.6776366233825684,0.8154881596565247,0.23088055849075317,0.7704205513000488,0.7234600782394409,0.14606717228889465
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.8509650230407715,0.6058104634284973,0.17594298720359802,0.7861760854721069,1.1519997119903564,0.25585195422172546,0.8119417428970337,0.4775293469429016,0.127837672829628
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.8517677783966064,0.7217142581939697,0.18473784625530243,0.788851261138916,1.4304687976837158,0.29255712032318115,0.8885630369186401,1.0762780904769897,0.15680481493473053
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.8223334550857544,0.953715443611145,0.230294331908226,0.7842869758605957,0.8415483236312866,0.26776185631752014,0.8295632600784302,0.5448989272117615,0.15401703119277954
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.820570707321167,0.8323792219161987,0.23907066881656647,0.8134317398071289,1.3435637950897217,0.2979251742362976,0.8353757858276367,0.8552302718162537,0.18746833503246307
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.8242522478103638,0.9814282655715942,0.21581123769283295,0.8220304250717163,1.1731265783309937,0.3131590485572815,0.7906918525695801,0.7592649459838867,0.20329229533672333
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.7801746129989624,0.9694533348083496,0.15116067230701447,0.8371080160140991,1.1638633012771606,0.28431880474090576,0.8224219083786011,0.5995314717292786,0.1807890087366104
