,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_det_ppo best_loss safety,BCxGAIL_det_ppo best_loss comfort,BCxGAIL_det_ppo best_loss mean comfort,BCxGAIL_det_ppo best_eucl safety,BCxGAIL_det_ppo best_eucl comfort,BCxGAIL_det_ppo best_eucl mean comfort,BCxGAIL_det_ppo best_dtw safety,BCxGAIL_det_ppo best_dtw comfort,BCxGAIL_det_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.2248111069202423,0.13254833221435547,0.04273747280240059,0.22870618104934692,0.02619597129523754,0.0013873144052922726,0.2276153713464737,0.16145694255828857,0.05042864382266998
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.22912144660949707,0.1508064568042755,0.042647261172533035,0.2071933001279831,0.02313673496246338,0.0014387991977855563,0.2239045798778534,0.1752975583076477,0.05108892545104027
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.22378873825073242,0.2346455156803131,0.045342620462179184,0.13040708005428314,0.05304202437400818,0.0035585493315011263,0.22775015234947205,0.2210116684436798,0.05218607932329178
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.2236986756324768,0.23136276006698608,0.04538264125585556,0.11153227090835571,0.019827187061309814,0.0011138735571876168,0.2238827645778656,0.2416607141494751,0.052196700125932693
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.22342360019683838,0.13256901502609253,0.04266924783587456,0.18603578209877014,0.027421467006206512,0.0014152643270790577,0.22423359751701355,0.16179370880126953,0.05089620128273964
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.22438257932662964,0.13303016126155853,0.04220352694392204,0.210357204079628,0.04529084265232086,0.002472268184646964,0.22389879822731018,0.16095557808876038,0.050650712102651596
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.22344636917114258,0.17314623296260834,0.04225791618227959,0.1381532847881317,0.050327882170677185,0.003318933304399252,0.22390025854110718,0.16931569576263428,0.05142522230744362
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.22490310668945312,0.16646531224250793,0.04286487028002739,0.10890091210603714,0.045778729021549225,0.002365258987993002,0.22388970851898193,0.17225860059261322,0.05177624896168709
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.23586633801460266,0.137357696890831,0.04266463592648506,0.20289896428585052,0.0288010872900486,0.0014502748381346464,0.23652172088623047,0.1720326542854309,0.05151533707976341
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.22842517495155334,0.13334763050079346,0.040987927466630936,0.12043263018131256,0.019690483808517456,0.001551164430566132,0.22388990223407745,0.1617175042629242,0.049483541399240494
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.46184322237968445,0.44317880272865295,0.11174481362104416,0.2415362000465393,0.08250244706869125,0.034064628183841705,0.4789758026599884,0.34658172726631165,0.09213639050722122
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.4656430780887604,0.44287341833114624,0.11375478655099869,0.28854233026504517,0.09750494360923767,0.04344000294804573,0.4845675528049469,0.3462366759777069,0.09445018321275711
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.46313121914863586,0.4425603151321411,0.10747677087783813,0.23448190093040466,0.08754333853721619,0.034114085137844086,0.4812047779560089,0.3464650809764862,0.09071238338947296
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.432902067899704,0.44221100211143494,0.11460727453231812,0.24543851613998413,0.08874879777431488,0.0419992096722126,0.44841089844703674,0.36156147718429565,0.0949869155883789
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.43300262093544006,0.44454747438430786,0.11240670830011368,0.27733415365219116,0.1166401356458664,0.043503984808921814,0.48078933358192444,0.34658166766166687,0.09539864957332611
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.45946183800697327,0.4433055818080902,0.11233504861593246,0.3051999807357788,0.09602218121290207,0.033269431442022324,0.4780612289905548,0.3466261625289917,0.09147613495588303
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.4658288061618805,0.4426305890083313,0.11269599944353104,0.23084008693695068,0.10332190990447998,0.04319236800074577,0.48393192887306213,0.3465900719165802,0.09017680585384369
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.45708391070365906,0.44193053245544434,0.11334718763828278,0.2990815043449402,0.12983065843582153,0.04439501464366913,0.47243955731391907,0.34663504362106323,0.09219758212566376
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.4680180847644806,0.44446778297424316,0.1202043741941452,0.32219600677490234,0.1032671257853508,0.03515402600169182,0.48117414116859436,0.3465348184108734,0.09477292001247406
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.43351998925209045,0.4435979127883911,0.11423791944980621,0.22984065115451813,0.08772766590118408,0.03381016477942467,0.44931766390800476,0.34923869371414185,0.09706062078475952
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.6366157531738281,0.2855098843574524,0.13985484838485718,0.275626003742218,0.14668866991996765,0.05121505260467529,0.6399561166763306,0.29556509852409363,0.11426099389791489
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.636713981628418,0.2861574590206146,0.14252221584320068,0.30585411190986633,0.12987634539604187,0.047729238867759705,0.639941930770874,0.25271928310394287,0.10770108550786972
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.6373908519744873,0.2855943441390991,0.13818876445293427,0.2756902575492859,0.12991124391555786,0.047096483409404755,0.6399542093276978,0.2537057101726532,0.11071724444627762
