,controller config,fot safety,fot comfort,fot mean comfort,RF safety,RF comfort,RF mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.21954022715831634,0.19724138785153628,0.07329898293633229
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.21471264074588653,0.19724138785153628,0.06669044884285708
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.27862068544174073,0.2383907973021268,0.06839212604594984
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.2675862060024822,0.24620688922703265,0.07408112045249035
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.22229884962583418,0.23195401791483164,0.07302417779748126
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.21034482519174452,0.2489655132219195,0.07224996730171403
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.19908045719409823,0.12344827290624386,0.03879508354668989
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.22275861780191297,0.20160919412970552,0.07113489303566602
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.23333332966113923,0.2002298825606704,0.07556348270426194
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.21425287316585417,0.24781608294695612,0.06410358104769183
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.24551724116350054,0.29195402204990395,0.06709208643085313
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.22137931154077412,0.22229884818196288,0.07334390299373317
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.27701148967290756,0.19724138785153628,0.07423966206396104
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.21034482519174452,0.22712643049657338,0.07077553202708561
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.21563218493913772,0.2029885119944811,0.07705641431027445
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.2510344840303576,0.30597700905054814,0.06800105743153
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.28298850039983625,0.2108045852929353,0.07270180951761103
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.21931034321928855,0.21264368560165164,0.07458316839760405
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.23494253047709823,0.2041379430890083,0.07449597091810115
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.2735632134511554,0.24781608294695612,0.06149029002706894
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.6018390745386994,0.49586206942796707,0.07706169819095356
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.6452873485252775,0.5324137898162007,0.09886378509816768
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.6018390745386994,0.25586205411702395,0.07163429649054319
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.5990804540083325,0.2862068749591706,0.07817677265782463
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.6717241222694004,0.7618390804901716,0.1084687527650218
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.6335632085517562,0.5659770104289056,0.08043862976519199
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.6133333272769534,0.5294252805039288,0.10068701178135199
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.6425287299320614,0.4806896402314304,0.08658475103734553
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.5836781540975488,0.26229883424937706,0.08430704052849063
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.6018390745386994,0.5685057471320033,0.08080327575105703
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.693563214345225,0.579770113825798,0.10684634362829142
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.688045974178561,0.84390803091228,0.1180975009376804
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.6878160847261036,0.9554022743180393,0.116977140626003
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.6878160847261036,0.579770113825798,0.10485665079206229
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.6910344801380718,0.9788505549728872,0.11402298519023876
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.6921839107110583,0.579770113825798,0.11370590431851219
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,0.7970115024313843,0.879770099297166,0.12302021193435823
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,0.6878160847261036,0.5622988523915411,0.10591095105884062
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,0.693563214345225,0.579770113825798,0.10571013009496806
39,40.0,0.9425287246704102,1.218390941619873,0.25260934233665466,0.6875862054064357,0.8445976802706721,0.12384462799148999
40,50.0,0.8275861740112305,0.9425287246704102,0.1640903651714325,0.7880459786489094,0.6567815762758256,0.16101202133743236
41,50.0,0.9425287246704102,1.1494252681732178,0.20240454375743866,0.7901149434878909,0.7232183761522175,0.17447218695077407
42,50.0,0.8505747318267822,1.1264368295669556,0.20372571051120758,0.7850574709012592,0.7232183761522175,0.16350904818495798
43,50.0,0.9655172824859619,1.3793103694915771,0.25974369049072266,0.7822988511159503,0.7105746792629362,0.16686748092201933
44,50.0,0.8965517282485962,1.0574710369110107,0.24124717712402344,0.7901149434878909,0.7232183761522175,0.17211784706204789
45,50.0,1.034482717514038,1.1034483909606934,0.22037255764007568,0.7910344834163272,0.6535631932318211,0.1771594636647523
46,50.0,0.9885057210922241,1.0574712753295898,0.24494649469852448,0.7852873624398792,0.7137930934503676,0.17954815252330797
47,50.0,0.8735631704330444,0.919540286064148,0.17677368223667145,0.7878160942628467,0.6535631932318211,0.17502443934565984
48,50.0,0.8275861740112305,0.7356322407722473,0.17915180325508118,0.7864367790057742,0.6508045749738812,0.16225392987587672
49,50.0,0.8505747318267822,1.4482758045196533,0.23305585980415344,0.7864367790057742,0.5464367644488813,0.16564671478694543
