,controller config,fot safety,fot comfort,fot mean comfort,BC_det best_loss safety,BC_det best_loss comfort,BC_det best_loss mean comfort,BC_det best_loss euclidean,BC_det best_loss dtw,BC_det best_eucl safety,BC_det best_eucl comfort,BC_det best_eucl mean comfort,BC_det best_eucl euclidean,BC_det best_eucl dtw,BC_det best_dtw safety,BC_det best_dtw comfort,BC_det best_dtw mean comfort,BC_det best_dtw euclidean,BC_det best_dtw dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,0.23715460300445557,0.17426066100597382,0.061640236526727676,1.652390480041504,-13.56190299987793,0.1415184736251831,0.02314239740371704,0.0011017146753147244,1.7558434009552002,-12.262969017028809,0.24742171168327332,0.1342245191335678,0.06204970180988312,1.3873722553253174,-13.818216323852539
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,0.22703009843826294,0.16208140552043915,0.0640747994184494,1.6425596475601196,-13.679476737976074,0.12165144085884094,0.013702861964702606,0.0006190156564116478,1.6715959310531616,-12.817768096923828,0.24074146151542664,0.14513888955116272,0.05997248739004135,1.8208556175231934,-13.548069953918457
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,0.24648021161556244,0.2054518461227417,0.0595710426568985,1.3589589595794678,-13.854240417480469,0.13544639945030212,0.019721079617738724,0.0007114193867892027,1.723479151725769,-12.487825393676758,0.24074867367744446,0.12387619912624359,0.06093654781579971,2.142932176589966,-13.629911422729492
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,0.23252296447753906,0.14793378114700317,0.05795108899474144,1.786577820777893,-12.817283630371094,0.119591623544693,0.013619240373373032,0.00039150367956608534,2.043478488922119,-10.812832832336426,0.24416425824165344,0.14502082765102386,0.05997372791171074,3.005502939224243,-12.60574722290039
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,0.26392924785614014,0.32576069235801697,0.06805473566055298,1.7472147941589355,-14.00627326965332,0.10922332853078842,0.012900203466415405,0.0005314097506925464,1.4322093725204468,-13.68433952331543,0.24818164110183716,0.14226004481315613,0.06302430480718613,1.50150465965271,-13.819765090942383
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,0.2533998489379883,0.22783657908439636,0.06503959000110626,1.9431354999542236,-12.234840393066406,0.10739220678806305,0.020274728536605835,0.0012626787647604942,2.112842559814453,-10.12971019744873,0.25725680589675903,0.2587388753890991,0.06805010139942169,2.588813543319702,-12.536575317382812
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,0.2436230331659317,0.20554040372371674,0.06393207609653473,1.9365570545196533,-13.091544151306152,0.08525242656469345,0.02798895537853241,0.0009403263102285564,1.8716038465499878,-11.534562110900879,0.24815556406974792,0.15118302404880524,0.06106977164745331,1.8249794244766235,-13.420455932617188
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,0.2404654324054718,0.14002051949501038,0.06467587500810623,1.9156466722488403,-13.718870162963867,0.13017228245735168,0.02062002196907997,0.0010357267456129193,1.505937099456787,-13.37148666381836,0.24383729696273804,0.13019895553588867,0.06095602363348007,1.9310946464538574,-13.53664779663086
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,0.2364148497581482,0.20879806578159332,0.05941980332136154,1.763027310371399,-13.763212203979492,0.11004406213760376,0.02656588703393936,0.001064058393239975,1.3955057859420776,-13.889562606811523,0.24071723222732544,0.15887519717216492,0.05936376377940178,1.7335604429244995,-13.490309715270996
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,0.23280751705169678,0.1400233507156372,0.062306568026542664,2.1178789138793945,-13.286189079284668,0.124251589179039,0.022211231291294098,0.0008219347801059484,1.9010282754898071,-11.592704772949219,0.2410469651222229,0.12684082984924316,0.061900872737169266,1.7748916149139404,-13.416725158691406
10,20.0,0.7126436233520508,0.8965516686439514,0.1469150334596634,0.5053290128707886,0.3500310778617859,0.11350122839212418,3.416541814804077,-9.813793182373047,0.08663671463727951,0.02472313493490219,0.0012396174715831876,3.2922306060791016,-2.5944771766662598,0.42026498913764954,0.3018819987773895,0.11818864196538925,4.410182952880859,-9.42728328704834
11,20.0,0.6206896305084229,0.5977011919021606,0.1651473194360733,0.5084832906723022,0.3451188802719116,0.11378227174282074,3.248655319213867,-9.381375312805176,0.1415291726589203,0.039134953171014786,0.0014480483951047063,3.0979747772216797,-3.499774217605591,0.41852250695228577,0.2981564402580261,0.11572010070085526,2.474337339401245,-10.107440948486328
12,20.0,0.7126436233520508,0.5287357568740845,0.15404942631721497,0.531650185585022,0.31353577971458435,0.11633393913507462,2.670551300048828,-9.684226989746094,0.16054244339466095,0.06497600674629211,0.002980901626870036,3.472869873046875,-0.8960726857185364,0.4534216523170471,0.35912024974823,0.11911676824092865,4.302134990692139,-9.030126571655273
13,20.0,0.5747126340866089,0.436781644821167,0.12207689881324768,0.5059807300567627,0.3507407307624817,0.11699625849723816,3.4450578689575195,-10.969876289367676,0.1261652708053589,0.03849845007061958,0.0011361583601683378,2.621330976486206,-7.17436408996582,0.41852203011512756,0.2981044054031372,0.11739498376846313,2.4444165229797363,-11.197851181030273
14,20.0,0.5977011919021606,0.390804648399353,0.1305324286222458,0.5066453218460083,0.3143027126789093,0.11076682806015015,2.5877249240875244,-10.074501991271973,0.17263877391815186,0.03198908269405365,0.0011441678507253528,3.0452537536621094,-3.719975709915161,0.42795315384864807,0.3078319728374481,0.1148475632071495,1.8200832605361938,-10.795883178710938
15,20.0,0.919540286064148,0.5977012515068054,0.15299247205257416,0.5031677484512329,0.3485400378704071,0.11025065928697586,3.0900330543518066,-8.618056297302246,0.13923530280590057,0.055382728576660156,0.0014963255962356925,3.7295541763305664,1.4242645502090454,0.419717937707901,0.30020788311958313,0.11633312702178955,3.9552297592163086,-8.880240440368652
16,20.0,0.5977011919021606,0.4597700834274292,0.1321178525686264,0.509160578250885,0.3125773072242737,0.11770795285701752,3.8157403469085693,-10.005126953125,0.17090587317943573,0.043470725417137146,0.0013941741781309247,2.9156928062438965,-4.751932621002197,0.4189363420009613,0.29824644327163696,0.11437453329563141,2.640324592590332,-10.614266395568848
17,20.0,0.6896551847457886,0.4597701132297516,0.1725459098815918,0.5067535638809204,0.3627248704433441,0.11567853391170502,4.669980049133301,-9.392621994018555,0.13405179977416992,0.029066745191812515,0.001230526017025113,3.296262741088867,-1.9840484857559204,0.4186091721057892,0.3301073908805847,0.11752401292324066,3.8877644538879395,-9.319326400756836
18,20.0,0.7586207389831543,0.5747125744819641,0.1635618954896927,0.5106695890426636,0.3149089217185974,0.1161901131272316,2.1365835666656494,-9.076749801635742,0.1820753663778305,0.044057250022888184,0.0016683778958395123,3.6398699283599854,0.933653712272644,0.4231957495212555,0.3104228377342224,0.1152348443865776,3.341918706893921,-8.60501480102539
19,20.0,0.5517240762710571,0.6896551847457886,0.14163033664226532,0.51148521900177,0.37241774797439575,0.11261852085590363,4.1972222328186035,-10.537802696228027,0.1403968334197998,0.04677974060177803,0.0014118640683591366,2.446805238723755,-8.204995155334473,0.4185959994792938,0.2981575131416321,0.11522025614976883,4.241329669952393,-11.083773612976074
20,30.0,0.7126436233520508,0.6896551847457886,0.13845950365066528,0.6976323127746582,0.38589704036712646,0.12795570492744446,5.885834693908691,-2.3482024669647217,0.06059274822473526,0.019566714763641357,0.0013218370731920004,4.247696876525879,6.746310710906982,0.6652601957321167,0.39201149344444275,0.13277001678943634,6.270726680755615,-3.585660934448242
21,30.0,0.8045977354049683,0.5057471990585327,0.15061435103416443,0.5701315402984619,0.27385056018829346,0.13558954000473022,5.530545234680176,-6.0411601066589355,0.20160256326198578,0.10052746534347534,0.002711590612307191,4.285670280456543,6.929811000823975,0.6001268625259399,0.3995526134967804,0.12839116156101227,2.1624605655670166,-9.383277893066406
22,30.0,0.7586207389831543,0.6436781883239746,0.1474435180425644,0.6304264068603516,0.47269657254219055,0.13469380140304565,6.114016056060791,-7.112558364868164,0.08646716177463531,0.05891222506761551,0.003021274460479617,4.268725872039795,6.464787006378174,0.6114598512649536,0.4204622507095337,0.12804369628429413,5.084420204162598,-6.921607494354248
23,30.0,0.9885057210922241,0.6206896901130676,0.18390806019306183,0.5699853897094727,0.31607112288475037,0.13609443604946136,5.096389293670654,-6.343533992767334,0.19913578033447266,0.08672747015953064,0.0038359405007213354,4.318920612335205,5.264029502868652,0.5593096017837524,0.3207249641418457,0.15586909651756287,5.047021389007568,-6.284056186676025
24,30.0,0.7356321811676025,0.8275861740112305,0.1572202444076538,0.5699793100357056,0.4340858459472656,0.13604941964149475,5.754797458648682,-7.643090724945068,0.07354101538658142,0.024758249521255493,0.0012202543439343572,3.936152458190918,3.0063068866729736,0.5936279296875,0.3822108209133148,0.1297430694103241,5.662511348724365,-8.949228286743164
25,30.0,0.7356321811676025,0.5057470798492432,0.14427268505096436,0.5702776908874512,0.259580135345459,0.13303440809249878,4.992128372192383,-7.531382083892822,0.06865409016609192,0.040083035826683044,0.0017790640704333782,4.082045078277588,4.88544225692749,0.5593342781066895,0.3211572468280792,0.1548764556646347,4.870851993560791,-7.545255661010742
