,controller config,fot safety,fot comfort,fot mean comfort,GAIL_det_ppo best_loss safety,GAIL_det_ppo best_loss comfort,GAIL_det_ppo best_loss mean comfort,GAIL_det_ppo best_loss euclidean,GAIL_det_ppo best_loss dtw,GAIL_det_ppo best_eucl safety,GAIL_det_ppo best_eucl comfort,GAIL_det_ppo best_eucl mean comfort,GAIL_det_ppo best_eucl euclidean,GAIL_det_ppo best_eucl dtw,GAIL_det_ppo best_dtw safety,GAIL_det_ppo best_dtw comfort,GAIL_det_ppo best_dtw mean comfort,GAIL_det_ppo best_dtw euclidean,GAIL_det_ppo best_dtw dtw
0,0.6000000238418579,0.1944562792778015,0.039232492446899414,0.005746440030634403,0.18261128664016724,0.011624932289123535,0.0003948977100662887,1.272626519203186,-32.39158248901367,0.15655827522277832,0.012318432331085205,0.00041570785106159747,1.5327390432357788,-31.526453018188477,0.15655827522277832,0.012318432331085205,0.00041570785106159747,1.5327390432357788,-31.526453018188477
1,0.6000000238418579,0.1944562792778015,0.12281453609466553,0.007792419288307428,0.18260836601257324,0.010748863220214844,0.0003527415683493018,1.3094804286956787,-32.39763259887695,0.15655338764190674,0.011680662631988525,0.00037780776619911194,1.5657126903533936,-31.555707931518555,0.15655338764190674,0.011680662631988525,0.00037780776619911194,1.5657126903533936,-31.555707931518555
2,0.6000000238418579,0.1944562792778015,0.14413654804229736,0.007261122111231089,0.18261128664016724,0.011101186275482178,0.0003558003227226436,1.2360445261001587,-32.40277099609375,0.15655827522277832,0.011941134929656982,0.0003765801666304469,1.4979370832443237,-31.521484375,0.15655827522277832,0.011941134929656982,0.0003765801666304469,1.4979370832443237,-31.521484375
3,0.6000000238418579,0.1944562792778015,0.09211087226867676,0.005704499315470457,0.18261128664016724,0.009404659271240234,0.00029924820410087705,1.3000729084014893,-32.279361724853516,0.15655440092086792,0.01026618480682373,0.0003282290999777615,1.5628011226654053,-31.394506454467773,0.15655440092086792,0.01026618480682373,0.0003282290999777615,1.5628011226654053,-31.394506454467773
4,0.6000000238418579,0.1944562792778015,0.10234546661376953,0.007377640809863806,0.18261128664016724,0.010976314544677734,0.0003634906024672091,1.32090425491333,-32.3878288269043,0.15655440092086792,0.011856615543365479,0.00039001923869363964,1.5730078220367432,-31.59396743774414,0.15655440092086792,0.011856615543365479,0.00039001923869363964,1.5730078220367432,-31.59396743774414
5,0.6000000238418579,0.1944562792778015,0.0605543851852417,0.005746453069150448,0.18260836601257324,0.012344300746917725,0.0004050751158501953,1.2677615880966187,-32.35053253173828,0.1565467119216919,0.013202071189880371,0.0004287059127818793,1.5274134874343872,-31.497329711914062,0.1565467119216919,0.013202071189880371,0.0004287059127818793,1.5274134874343872,-31.497329711914062
6,0.6000000238418579,0.1944562792778015,0.10063958168029785,0.006366295740008354,0.18261605501174927,0.009766936302185059,0.00032735749846324325,1.2722508907318115,-32.40774154663086,0.1565571427345276,0.010694921016693115,0.00035545017453841865,1.5309677124023438,-31.55782127380371,0.1565571427345276,0.010694921016693115,0.00035545017453841865,1.5309677124023438,-31.55782127380371
7,0.6000000238418579,0.1944562792778015,0.08699357509613037,0.0062824129126966,0.18261116743087769,0.010775446891784668,0.0003463469329290092,1.2554795742034912,-32.42988586425781,0.15655601024627686,0.011505603790283203,0.0003708688891492784,1.5133752822875977,-31.60428810119629,0.15655601024627686,0.011505603790283203,0.0003708688891492784,1.5133752822875977,-31.60428810119629
8,0.6000000238418579,0.1944562792778015,0.06993609666824341,0.006063359323889017,0.18260836601257324,0.012678802013397217,0.0004219090333208442,1.2964024543762207,-32.33513259887695,0.15655601024627686,0.013404130935668945,0.00043985131196677685,1.5551170110702515,-31.45952796936035,0.15655601024627686,0.013404130935668945,0.00043985131196677685,1.5551170110702515,-31.45952796936035
9,0.6000000238418579,0.1944562792778015,0.22004258632659912,0.00912533886730671,0.18261128664016724,0.012098431587219238,0.0003976587322540581,1.3072105646133423,-32.49634552001953,0.15655821561813354,0.012990117073059082,0.0004226148303132504,1.5585893392562866,-31.70046615600586,0.15655821561813354,0.012990117073059082,0.0004226148303132504,1.5585893392562866,-31.70046615600586
10,0.8999999761581421,0.13049036264419556,0.41961610317230225,0.01496032252907753,0.18851083517074585,0.009489178657531738,0.0003624832024797797,1.1361485719680786,-32.476783752441406,0.16098272800445557,0.010647594928741455,0.00034831129596568644,1.155215859413147,-32.704566955566406,0.16098272800445557,0.010647594928741455,0.00034831129596568644,1.155215859413147,-32.704566955566406
11,0.8999999761581421,0.13049036264419556,0.037526726722717285,0.004902886226773262,0.18851196765899658,0.011167347431182861,0.0003534698626026511,1.1736091375350952,-32.515899658203125,0.16098785400390625,0.012643575668334961,0.0003903377801179886,1.1894400119781494,-32.8143424987793,0.16098785400390625,0.012643575668334961,0.0003903377801179886,1.1894400119781494,-32.8143424987793
12,0.8999999761581421,0.13049036264419556,0.05543696880340576,0.0060493736527860165,0.18851029872894287,0.010945916175842285,0.00032198167173191905,1.1584186553955078,-32.55150604248047,0.16098272800445557,0.012452304363250732,0.00035597619717009366,1.1726173162460327,-32.847835540771484,0.16098272800445557,0.012452304363250732,0.00035597619717009366,1.1726173162460327,-32.847835540771484
13,0.8999999761581421,0.12025582790374756,0.6422175168991089,0.018763329833745956,0.18851101398468018,0.010049819946289062,0.0003251075104344636,1.210907220840454,-32.1187629699707,0.16098785400390625,0.011895596981048584,0.00037554246955551207,1.2362107038497925,-32.292179107666016,0.16098785400390625,0.011895596981048584,0.00037554246955551207,1.2362107038497925,-32.292179107666016
14,0.8999999761581421,0.1270788311958313,0.037526488304138184,0.005681193899363279,0.18851256370544434,0.011701703071594238,0.0004181125550530851,1.1535005569458008,-32.5497932434082,0.1609870195388794,0.012973010540008545,0.0004045904497615993,1.1659563779830933,-32.85297775268555,0.1609870195388794,0.012973010540008545,0.0004045904497615993,1.1659563779830933,-32.85297775268555
15,0.8999999761581421,0.1270788311958313,0.051172733306884766,0.006422222591936588,0.18850433826446533,0.01111900806427002,0.00036583832115866244,1.1885650157928467,-32.474674224853516,0.1609945297241211,0.012366056442260742,0.0003938961308449507,1.208727240562439,-32.75910949707031,0.1609945297241211,0.012366056442260742,0.0003938961308449507,1.208727240562439,-32.75910949707031
16,0.8999999761581421,0.13049036264419556,0.06226015090942383,0.006753116380423307,0.188510000705719,0.01033174991607666,0.0003116524894721806,1.176055669784546,-32.529056549072266,0.16098999977111816,0.011701762676239014,0.00034095352748408914,1.2009257078170776,-32.80610656738281,0.16098999977111816,0.011701762676239014,0.00034095352748408914,1.2009257078170776,-32.80610656738281
17,0.8999999761581421,0.13049036264419556,0.03923237323760986,0.0049028885550796986,0.18851029872894287,0.010729789733886719,0.0003475582634564489,1.1778979301452637,-32.54053497314453,0.16098684072494507,0.011749505996704102,0.0003740487736649811,1.1952484846115112,-32.85773468017578,0.16098684072494507,0.011749505996704102,0.0003740487736649811,1.1952484846115112,-32.85773468017578
18,0.8999999761581421,0.1270788311958313,0.05799567699432373,0.006785742938518524,0.1885085105895996,0.010331451892852783,0.0003385572927072644,1.168630838394165,-32.49312973022461,0.16098785400390625,0.011442244052886963,0.000371499452739954,1.1870636940002441,-32.77570724487305,0.16098785400390625,0.011442244052886963,0.000371499452739954,1.1870636940002441,-32.77570724487305
19,0.8999999761581421,0.13049036264419556,0.05799567699432373,0.0061612376011908054,0.18851029872894287,0.011011183261871338,0.000321290863212198,1.1872758865356445,-32.428192138671875,0.16098427772521973,0.012079238891601562,0.0003562051570042968,1.2137560844421387,-32.692298889160156,0.16098427772521973,0.012079238891601562,0.0003562051570042968,1.2137560844421387,-32.692298889160156
20,1.2000000476837158,0.08699357509613037,0.20042651891708374,0.009665957652032375,0.19487082958221436,0.01246577501296997,0.0004056747420690954,1.3887746334075928,-31.292009353637695,0.16591769456863403,0.014262616634368896,0.00041617784881964326,1.2534327507019043,-32.20794677734375,0.16591769456863403,0.014262616634368896,0.00041617784881964326,1.2534327507019043,-32.20794677734375
21,1.2000000476837158,0.08784645795822144,0.058848559856414795,0.006226484663784504,0.19487082958221436,0.01180410385131836,0.00036723853554576635,1.428550362586975,-31.2514705657959,0.16591769456863403,0.013488590717315674,0.0003724889538716525,1.30781888961792,-32.186851501464844,0.16591769456863403,0.013488590717315674,0.0003724889538716525,1.30781888961792,-32.186851501464844
22,1.2000000476837158,0.0886993408203125,0.07164180278778076,0.006464172620326281,0.19487285614013672,0.010823369026184082,0.00032926027779467404,1.451596736907959,-31.202585220336914,0.16591769456863403,0.012486517429351807,0.00036192950210534036,1.3407548666000366,-32.12519073486328,0.16591769456863403,0.012486517429351807,0.00036192950210534036,1.3407548666000366,-32.12519073486328
23,1.2000000476837158,0.08784645795822144,0.11002123355865479,0.009116016328334808,0.19487285614013672,0.012822091579437256,0.0003758000966627151,1.4589552879333496,-31.124073028564453,0.16591769456863403,0.014205694198608398,0.00040759576950222254,1.346527099609375,-32.04830551147461,0.16591769456863403,0.014205694198608398,0.00040759576950222254,1.346527099609375,-32.04830551147461
24,1.2000000476837158,0.09211081266403198,0.09978669881820679,0.007689894177019596,0.19487082958221436,0.012968182563781738,0.0004129230510443449,1.45561683177948,-31.223859786987305,0.16591769456863403,0.014711499214172363,0.00042238293099217117,1.347170114517212,-32.14437484741211,0.16591769456863403,0.014711499214172363,0.00042238293099217117,1.347170114517212,-32.14437484741211
25,1.2000000476837158,0.08784645795822144,0.07334756851196289,0.00951682310551405,0.19487208127975464,0.009995102882385254,0.0003570344124455005,1.4543240070343018,-31.11849021911621,0.16592133045196533,0.011857151985168457,0.0003659050853457302,1.34450101852417,-32.0262451171875,0.16592133045196533,0.011857151985168457,0.0003659050853457302,1.34450101852417,-32.0262451171875
26,1.2000000476837158,0.08784645795822144,0.05714297294616699,0.007284428924322128,0.19487082958221436,0.010721802711486816,0.0003577070019673556,1.453011155128479,-31.180557250976562,0.16591769456863403,0.01236039400100708,0.00035869519342668355,1.3480861186981201,-32.07820510864258,0.16591769456863403,0.01236039400100708,0.00035869519342668355,1.3480861186981201,-32.07820510864258
27,1.2000000476837158,0.08784645795822144,0.07761198282241821,0.007592028472572565,0.19487208127975464,0.010648846626281738,0.00035840956843458116,1.4452627897262573,-31.216459274291992,0.16591769456863403,0.012373387813568115,0.00036219460889697075,1.3247624635696411,-32.172218322753906,0.16591769456863403,0.012373387813568115,0.00036219460889697075,1.3247624635696411,-32.172218322753906
28,1.2000000476837158,0.09211081266403198,0.052025556564331055,0.006967515684664249,0.19487082958221436,0.012114465236663818,0.00039416615618392825,1.4418625831604004,-31.234962463378906,0.16591769456863403,0.01398700475692749,0.0004031759162899107,1.3282650709152222,-32.1602897644043,0.16591769456863403,0.01398700475692749,0.0004031759162899107,1.3282650709152222,-32.1602897644043
29,1.2000000476837158,0.0886993408203125,0.06908321380615234,0.007270446512848139,0.19487082958221436,0.010487020015716553,0.00033438432728871703,1.428609848022461,-31.263578414916992,0.16591769456863403,0.011990785598754883,0.00033377722138538957,1.3062810897827148,-32.205326080322266,0.16591769456863403,0.011990785598754883,0.00033377722138538957,1.3062810897827148,-32.205326080322266
30,1.5,0.07334750890731812,0.12707895040512085,0.006627288646996021,0.20219290256500244,0.013994276523590088,0.0004096447955816984,1.7023941278457642,-29.814502716064453,0.17121005058288574,0.01613980531692505,0.00044808100210502744,1.508126974105835,-31.263622283935547,0.17121005058288574,0.01613980531692505,0.00044808100210502744,1.508126974105835,-31.263622283935547
31,1.5,0.06823021173477173,0.06481873989105225,0.008864348754286766,0.20219361782073975,0.014352500438690186,0.0004255875828675926,1.681870460510254,-29.781126022338867,0.17121005058288574,0.01613640785217285,0.000454969092970714,1.4816334247589111,-31.20877456665039,0.17121005058288574,0.01613640785217285,0.000454969092970714,1.4816334247589111,-31.20877456665039
