,controller config,fot safety,fot comfort,fot mean comfort,BCxGAIL_det_ppo best_loss safety,BCxGAIL_det_ppo best_loss comfort,BCxGAIL_det_ppo best_loss mean comfort,BCxGAIL_det_ppo best_eucl safety,BCxGAIL_det_ppo best_eucl comfort,BCxGAIL_det_ppo best_eucl mean comfort,BCxGAIL_det_ppo best_dtw safety,BCxGAIL_det_ppo best_dtw comfort,BCxGAIL_det_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.3133697509765625,0.14096219837665558,0.05037737265229225,0.2752540707588196,0.1346561759710312,0.03897516801953316,0.2752540707588196,0.1346561759710312,0.03897516801953316
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.31343647837638855,0.20048823952674866,0.05353322997689247,0.2704387307167053,0.17072241008281708,0.042746130377054214,0.2704387307167053,0.17072241008281708,0.042746130377054214
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.31688764691352844,0.14096219837665558,0.051154233515262604,0.2707589566707611,0.13531024754047394,0.03874819353222847,0.2707589566707611,0.13531024754047394,0.03874819353222847
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,0.3191511631011963,0.14090006053447723,0.05079564079642296,0.27046871185302734,0.10227268934249878,0.03952427953481674,0.27046871185302734,0.10227268934249878,0.03952427953481674
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,0.3133995831012726,0.19754326343536377,0.053088072687387466,0.2592517137527466,0.14637261629104614,0.04341420158743858,0.2592517137527466,0.14637261629104614,0.04341420158743858
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,0.3133697509765625,0.1409170925617218,0.04747728258371353,0.2705625593662262,0.09926246106624603,0.03821229934692383,0.2705625593662262,0.09926246106624603,0.03821229934692383
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,0.31342899799346924,0.1562076210975647,0.04917391389608383,0.25972700119018555,0.17786937952041626,0.047996148467063904,0.25972700119018555,0.17786937952041626,0.047996148467063904
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,0.31346166133880615,0.150699645280838,0.049819059669971466,0.2704611122608185,0.16720615327358246,0.0438544936478138,0.2704611122608185,0.16720615327358246,0.0438544936478138
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,0.3134513199329376,0.14099131524562836,0.05023510754108429,0.2594367265701294,0.1668386459350586,0.04216906800866127,0.2594367265701294,0.1668386459350586,0.04216906800866127
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,0.3133697509765625,0.14090006053447723,0.049278005957603455,0.2704050838947296,0.12245716154575348,0.04106856882572174,0.2704050838947296,0.12245716154575348,0.04106856882572174
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,0.49901464581489563,0.3102736473083496,0.10137323290109634,0.5165268182754517,0.17484068870544434,0.08197011798620224,0.5165268182754517,0.17484068870544434,0.08197011798620224
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.47887519001960754,0.342207133769989,0.1058560311794281,0.5112842917442322,0.24141646921634674,0.0851266160607338,0.5112842917442322,0.24141646921634674,0.0851266160607338
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,0.4792531430721283,0.3135419487953186,0.10539501905441284,0.5120200514793396,0.1703028380870819,0.08265155553817749,0.5120200514793396,0.1703028380870819,0.08265155553817749
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.47889652848243713,0.31503310799598694,0.10452099144458771,0.5114267468452454,0.17076392471790314,0.08341696113348007,0.5114267468452454,0.17076392471790314,0.08341696113348007
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.48303666710853577,0.3146509528160095,0.10339488834142685,0.5112760066986084,0.22721464931964874,0.08458298444747925,0.5112760066986084,0.22721464931964874,0.08458298444747925
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,0.47893229126930237,0.31468531489372253,0.10494571924209595,0.5213466286659241,0.17025308310985565,0.08224336802959442,0.5213466286659241,0.17025308310985565,0.08224336802959442
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,0.47888079285621643,0.3215300440788269,0.10425937920808792,0.5112779140472412,0.1932668685913086,0.08575888723134995,0.5112779140472412,0.1932668685913086,0.08575888723134995
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.47887519001960754,0.31014329195022583,0.10195297747850418,0.5259299278259277,0.1701502501964569,0.08173046261072159,0.5259299278259277,0.1701502501964569,0.08173046261072159
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,0.478938490152359,0.31024712324142456,0.1038828194141388,0.5355098247528076,0.1703830510377884,0.08314892649650574,0.5355098247528076,0.1703830510377884,0.08314892649650574
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.47955790162086487,0.3103070557117462,0.1074880063533783,0.5112760066986084,0.2136484980583191,0.0891600027680397,0.5112760066986084,0.2136484980583191,0.0891600027680397
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.6266418099403381,0.25457894802093506,0.11180531233549118,0.6974263191223145,0.3395332098007202,0.1455886960029602,0.6974263191223145,0.3395332098007202,0.1455886960029602
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.6172893047332764,0.2549925148487091,0.11197743564844131,0.6967767477035522,0.3396076560020447,0.15665198862552643,0.6967767477035522,0.3396076560020447,0.15665198862552643
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,0.6171078681945801,0.25449132919311523,0.11002527177333832,0.6967723369598389,0.3395332098007202,0.1453068107366562,0.6967723369598389,0.3395332098007202,0.1453068107366562
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.6163226366043091,0.3071313500404358,0.11358093470335007,0.6967637538909912,0.3396185040473938,0.15107782185077667,0.6967637538909912,0.3396185040473938,0.15107782185077667
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.6219894886016846,0.513800859451294,0.11968487501144409,0.6967637538909912,0.339396208524704,0.15129278600215912,0.6967637538909912,0.339396208524704,0.15129278600215912
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,0.6174157857894897,0.25512444972991943,0.1104283258318901,0.69678795337677,0.3395332098007202,0.15544243156909943,0.69678795337677,0.3395332098007202,0.15544243156909943
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.6173672676086426,0.25500816106796265,0.11581458151340485,0.6967664957046509,0.33999258279800415,0.15069077908992767,0.6967664957046509,0.33999258279800415,0.15069077908992767
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.6167320013046265,0.25454869866371155,0.11219622194766998,0.6967685222625732,0.3394780457019806,0.1478555053472519,0.6967685222625732,0.3394780457019806,0.1478555053472519
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.6186739206314087,0.336225688457489,0.11153058707714081,0.6967465877532959,0.41724783182144165,0.14809398353099823,0.6967465877532959,0.41724783182144165,0.14809398353099823
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,0.6372464895248413,0.3489508628845215,0.11223727464675903,0.7004964351654053,0.33939453959465027,0.14637450873851776,0.7004964351654053,0.33939453959465027,0.14637450873851776
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,0.816787838935852,0.48990222811698914,0.17889221012592316,0.8324582576751709,0.49484872817993164,0.17826956510543823,0.8324582576751709,0.49484872817993164,0.17826956510543823
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,0.8201721906661987,0.5376418828964233,0.1796453595161438,0.8324581384658813,0.5267542004585266,0.18330253660678864,0.8324581384658813,0.5267542004585266,0.18330253660678864
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.8171314001083374,0.7627685070037842,0.18808500468730927,0.8324828147888184,0.5433088541030884,0.18827444314956665,0.8324828147888184,0.5433088541030884,0.18827444314956665
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,0.8167918920516968,0.4900602400302887,0.17242321372032166,0.8386729955673218,0.4949292242527008,0.18460944294929504,0.8386729955673218,0.4949292242527008,0.18460944294929504
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.8199272155761719,0.6523887515068054,0.1752435564994812,0.8366767168045044,0.5081320405006409,0.18025027215480804,0.8366767168045044,0.5081320405006409,0.18025027215480804
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,0.8167916536331177,0.49008122086524963,0.1697501242160797,0.8324680328369141,0.4947108030319214,0.1727779358625412,0.8324680328369141,0.4947108030319214,0.1727779358625412
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,0.8177765607833862,0.5160771012306213,0.1778089851140976,0.8324582576751709,0.5125206112861633,0.18433734774589539,0.8324582576751709,0.5125206112861633,0.18433734774589539
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,0.8168108463287354,0.4901936948299408,0.17764395475387573,0.8324707746505737,0.49501562118530273,0.18401221930980682,0.8324707746505737,0.49501562118530273,0.18401221930980682
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,0.816787838935852,0.49005329608917236,0.17610572278499603,0.8332730531692505,0.4948061406612396,0.1877162605524063,0.8332730531692505,0.4948061406612396,0.1877162605524063
39,40.0,0.9425287246704102,1.218390941619873,0.25260934233665466,0.8346356153488159,0.6287318468093872,0.17854870855808258,0.8386269807815552,0.5224454402923584,0.1769605427980423,0.8386269807815552,0.5224454402923584,0.1769605427980423
40,50.0,0.8275861740112305,0.9425287246704102,0.1640903651714325,0.9470130205154419,0.7918304204940796,0.22789400815963745,0.9398355484008789,0.7636182308197021,0.2674652934074402,0.9398355484008789,0.7636182308197021,0.2674652934074402
41,50.0,0.9425287246704102,1.1494252681732178,0.20240454375743866,0.9470325708389282,0.7917642593383789,0.23158176243305206,0.8768140077590942,0.7102241516113281,0.2611108422279358,0.8768140077590942,0.7102241516113281,0.2611108422279358
42,50.0,0.8505747318267822,1.1264368295669556,0.20372571051120758,0.9485940933227539,0.7915657162666321,0.22961854934692383,0.932436466217041,0.7397632598876953,0.2643422484397888,0.932436466217041,0.7397632598876953,0.2643422484397888
43,50.0,0.9655172824859619,1.3793103694915771,0.25974369049072266,0.9470309019088745,0.7917689085006714,0.23387983441352844,0.8760032653808594,0.7225773334503174,0.2560392916202545,0.8760032653808594,0.7225773334503174,0.2560392916202545
44,50.0,0.8965517282485962,1.0574710369110107,0.24124717712402344,0.9470325708389282,0.8046329021453857,0.22634607553482056,0.9310054779052734,0.7676774263381958,0.27075159549713135,0.9310054779052734,0.7676774263381958,0.27075159549713135
45,50.0,1.034482717514038,1.1034483909606934,0.22037255764007568,0.9470055103302002,0.791789174079895,0.23612990975379944,0.8758516311645508,0.7102241516113281,0.26587724685668945,0.8758516311645508,0.7102241516113281,0.26587724685668945
