,controller config,fot safety,fot comfort,fot mean comfort,GAIL_nondet_ppo best_loss safety,GAIL_nondet_ppo best_loss comfort,GAIL_nondet_ppo best_loss mean comfort,GAIL_nondet_ppo best_eucl safety,GAIL_nondet_ppo best_eucl comfort,GAIL_nondet_ppo best_eucl mean comfort,GAIL_nondet_ppo best_dtw safety,GAIL_nondet_ppo best_dtw comfort,GAIL_nondet_ppo best_dtw mean comfort
0,10.0,0.3218390643596649,0.34482765197753906,0.09486061334609985,0.9938327074050903,5.014610290527344,1.6124732494354248,0.0728239044547081,0.10341725498437881,0.021374553442001343,0.6009738445281982,2.653059959411621,0.8667645454406738
1,10.0,0.27586206793785095,0.5977011919021606,0.11705642193555832,0.8243926763534546,4.920724868774414,1.2820839881896973,0.08714161813259125,0.06296846270561218,0.023005984723567963,0.6309597492218018,3.20625376701355,0.8974637389183044
2,10.0,0.41379308700561523,0.5287356376647949,0.11705642193555832,0.7934914827346802,3.343410015106201,1.2004427909851074,0.05403897166252136,0.09800178557634354,0.023794792592525482,0.6757411956787109,3.663717269897461,0.9365206360816956
3,10.0,0.3218390643596649,0.36781609058380127,0.08429118990898132,1.1819136142730713,4.095777988433838,1.0959479808807373,0.05875010788440704,0.05645665526390076,0.022008433938026428,0.6156214475631714,2.236905574798584,0.7803782224655151
4,10.0,0.39080461859703064,0.36781615018844604,0.11890606582164764,1.1528677940368652,4.276500701904297,1.450278878211975,0.0774948000907898,0.07602331787347794,0.019236521795392036,0.4840467870235443,2.3770346641540527,0.784932553768158
5,10.0,0.3218390941619873,0.6436781883239746,0.11732064932584763,1.1423248052597046,5.948001384735107,1.4809012413024902,0.08628315478563309,0.07255792617797852,0.0240006223320961,0.6476625204086304,2.627049207687378,0.9266413450241089
6,10.0,0.39080461859703064,0.39080455899238586,0.1075439304113388,1.4061057567596436,6.1249494552612305,1.4612125158309937,0.07183185964822769,0.08630958199501038,0.023778770118951797,0.6501055955886841,2.6681032180786133,0.8076313734054565
7,10.0,0.3218390941619873,0.2988505959510803,0.08323424309492111,1.4163310527801514,4.069663047790527,1.4079384803771973,0.0533393919467926,0.06750815361738205,0.022579897195100784,0.7534726858139038,2.7465598583221436,0.7676957845687866
8,10.0,0.3448275923728943,0.5057470798492432,0.10648699104785919,1.1477952003479004,6.692173004150391,1.6369699239730835,0.08642899245023727,0.07092563807964325,0.02002532221376896,0.8253905773162842,3.3571619987487793,0.8490110635757446
9,10.0,0.3448275923728943,0.2758620083332062,0.08904743194580078,1.035013198852539,4.27358341217041,1.5964467525482178,0.06185625493526459,0.07823759317398071,0.023804549127817154,0.7529984712600708,3.1066136360168457,0.8854418992996216
10,20.0,0.7816091775894165,0.4597701132297516,0.14295153319835663,1.334975004196167,6.649501800537109,1.4438111782073975,0.10635921359062195,0.1796897053718567,0.08091405034065247,0.8711079359054565,2.7418737411499023,0.9742584824562073
11,20.0,0.5057470798492432,0.5747126340866089,0.13555291295051575,0.9542465209960938,4.107232093811035,1.2314717769622803,0.16314318776130676,0.2530379295349121,0.08873505145311356,0.6601836681365967,2.767064094543457,0.8381563425064087
12,20.0,0.5287356376647949,0.5287356376647949,0.11996299773454666,1.1397579908370972,5.03591251373291,1.3996188640594482,0.1210700273513794,0.1547446846961975,0.08368206769227982,0.6933937072753906,2.7001678943634033,0.8614987730979919
13,20.0,0.5977011919021606,0.459770143032074,0.13793103396892548,0.8563719987869263,4.708012104034424,1.5358917713165283,0.11803396046161652,0.15961526334285736,0.08038157224655151,0.6550143957138062,2.689378023147583,0.9014810919761658
14,20.0,0.7126436233520508,0.5747126340866089,0.1574844866991043,0.935051441192627,4.167633056640625,1.2351405620574951,0.1525631844997406,0.2406574785709381,0.09169977158308029,0.6623330116271973,2.505972385406494,0.9199634194374084
15,20.0,0.5287356376647949,0.4137931168079376,0.12683314085006714,1.4310157299041748,5.454050540924072,1.501318335533142,0.16926971077919006,0.21329589188098907,0.08846808969974518,0.649327278137207,2.5467512607574463,0.8259803652763367
16,20.0,0.6436781883239746,0.48275864124298096,0.15114282071590424,1.1489368677139282,4.7991623878479,1.6465915441513062,0.13848614692687988,0.1612052023410797,0.07501879334449768,0.8120660781860352,3.012965202331543,0.8580043315887451
17,20.0,0.6436781883239746,0.9195401668548584,0.163826122879982,0.9494426250457764,4.771158218383789,1.6728764772415161,0.17507612705230713,0.21202686429023743,0.0866607278585434,0.7797976732254028,2.6024227142333984,0.9012603759765625
18,20.0,0.7126436233520508,0.5057471990585327,0.14612235128879547,1.0586211681365967,4.109198570251465,1.1683329343795776,0.16448411345481873,0.19709517061710358,0.0861053541302681,0.6998461484909058,3.2034692764282227,0.878666341304779
19,20.0,0.5287356376647949,0.6666666269302368,0.1226053535938263,0.9303218126296997,3.35353684425354,1.2256332635879517,0.14103776216506958,0.15964177250862122,0.07741626352071762,0.7566726207733154,2.5582149028778076,0.826998233795166
20,30.0,0.6666666269302368,0.48275861144065857,0.14929316937923431,0.8851722478866577,4.143328666687012,1.5085301399230957,0.22178176045417786,0.22603678703308105,0.08375674486160278,0.5870682001113892,2.589003324508667,0.6587357521057129
21,30.0,0.8275861740112305,0.45977017283439636,0.1307966709136963,0.9417458772659302,3.6739015579223633,1.3894091844558716,0.26493600010871887,0.2320038080215454,0.09302371740341187,0.6258701682090759,2.4894986152648926,0.7710227370262146
22,30.0,0.9655172824859619,0.8505746722221375,0.17545248568058014,1.1476105451583862,5.724734783172607,1.6467530727386475,0.22355443239212036,0.25841018557548523,0.08043225854635239,0.7918566465377808,2.594635248184204,0.7466593980789185
23,30.0,0.8045977354049683,1.2643678188323975,0.15986260771751404,0.9281328916549683,3.814779281616211,1.1617581844329834,0.22220268845558167,0.23188121616840363,0.0936860740184784,0.736035943031311,2.629910945892334,0.7202044725418091
24,30.0,0.8045977354049683,0.873563289642334,0.1569560021162033,0.9552042484283447,3.9120278358459473,1.671230673789978,0.22223341464996338,0.22616364061832428,0.089323028922081,0.6677016019821167,2.77522349357605,0.8387398719787598
25,30.0,0.8045977354049683,0.5517240762710571,0.16673272848129272,1.1301954984664917,4.442412853240967,1.3415827751159668,0.29651686549186707,0.30498209595680237,0.09806018322706223,0.6630929708480835,2.4677717685699463,0.6998353600502014
26,30.0,0.7126436233520508,0.5057471990585327,0.15193551778793335,0.9862819910049438,4.295637130737305,1.3299541473388672,0.22184747457504272,0.22621126472949982,0.08302400261163712,0.7550755739212036,2.0649242401123047,0.6993414163589478
27,30.0,0.6896551847457886,0.4597701132297516,0.13370326161384583,0.943346381187439,4.495351314544678,1.3286892175674438,0.2223498821258545,0.22672513127326965,0.08617109805345535,0.610450267791748,2.6066293716430664,0.7942824959754944
28,30.0,0.7816091775894165,0.7586206197738647,0.16990356147289276,0.9473738670349121,3.899526596069336,1.3510899543762207,0.22231000661849976,0.22322815656661987,0.0833444595336914,0.8017580509185791,2.194355010986328,0.7834748029708862
29,30.0,1.0114942789077759,0.8735631704330444,0.18443652987480164,1.2812007665634155,4.6826958656311035,1.5522568225860596,0.24035871028900146,0.23242449760437012,0.08811146765947342,0.7495864629745483,2.436246156692505,0.6186761260032654
30,40.0,0.919540286064148,0.4827585518360138,0.12709738314151764,1.2542617321014404,5.146501541137695,1.4684761762619019,0.2816930115222931,0.462276816368103,0.11949285864830017,0.7756940126419067,2.4731128215789795,0.5859909653663635
31,40.0,0.8735631704330444,0.7126437425613403,0.15906988084316254,1.1673915386199951,5.115187644958496,1.163678526878357,0.3744308650493622,0.46270880103111267,0.1182669922709465,0.6659668684005737,1.839526653289795,0.6633592247962952
32,40.0,0.9885057210922241,0.8045976758003235,0.19104240834712982,0.9483965635299683,4.239263534545898,1.3221147060394287,0.28103339672088623,0.46407121419906616,0.12518543004989624,0.7797528505325317,2.856482982635498,0.916432797908783
33,40.0,0.8275861740112305,0.9195401668548584,0.18628618121147156,1.3232239484786987,6.163305759429932,1.4930765628814697,0.36466726660728455,0.4545051157474518,0.12071453779935837,0.7140861749649048,2.0702404975891113,0.667251706123352
34,40.0,0.9425287246704102,1.1494252681732178,0.1823226362466812,0.962969183921814,4.291086196899414,1.2044175863265991,0.31871727108955383,0.46317341923713684,0.12229908257722855,0.5318789482116699,2.0326125621795654,0.7529239058494568
35,40.0,0.9655172824859619,0.8275861740112305,0.1976483017206192,1.045352578163147,3.4092226028442383,1.3207120895385742,0.3286091983318329,0.46247154474258423,0.12360697984695435,0.7433593273162842,1.8618913888931274,0.6057220101356506
36,40.0,0.7816091775894165,0.7126436233520508,0.17598097026348114,1.1628766059875488,4.102866172790527,1.5090115070343018,0.3466263711452484,0.4635810852050781,0.12015187740325928,0.8557299375534058,2.0783982276916504,0.5402936339378357
37,40.0,0.7586207389831543,0.5517240762710571,0.12868277728557587,1.2071714401245117,5.028162002563477,1.4724843502044678,0.3021482825279236,0.46369075775146484,0.12271741032600403,0.7460103034973145,2.4216036796569824,0.6211453676223755
38,40.0,0.7816091775894165,0.9425287246704102,0.20398996770381927,1.3727730512619019,5.791130065917969,1.4480416774749756,0.3387344181537628,0.4542505741119385,0.1239982470870018,0.7226377725601196,2.3430230617523193,0.6834784150123596
