,controller config,fot safety,fot comfort,fot mean comfort,GAIL_nondet_ppo best_loss safety,GAIL_nondet_ppo best_loss comfort,GAIL_nondet_ppo best_loss mean comfort,GAIL_nondet_ppo best_loss euclidean,GAIL_nondet_ppo best_loss dtw,GAIL_nondet_ppo best_eucl safety,GAIL_nondet_ppo best_eucl comfort,GAIL_nondet_ppo best_eucl mean comfort,GAIL_nondet_ppo best_eucl euclidean,GAIL_nondet_ppo best_eucl dtw,GAIL_nondet_ppo best_dtw safety,GAIL_nondet_ppo best_dtw comfort,GAIL_nondet_ppo best_dtw mean comfort,GAIL_nondet_ppo best_dtw euclidean,GAIL_nondet_ppo best_dtw dtw
0,0.6000000238418579,0.19872063398361206,0.09893393516540527,0.006860317196696997,-0.019012928009033203,0.956994354724884,0.31070342659950256,1.6897685527801514,-30.231159210205078,0.14575988054275513,0.052434563636779785,0.011117605492472649,1.5383752584457397,-31.40044403076172,0.1230473518371582,0.07880687713623047,0.014737905003130436,1.8082771301269531,-30.256433486938477
1,0.6000000238418579,0.2004263997077942,0.057995736598968506,0.0049401698634028435,-0.04523122310638428,1.0880181789398193,0.360249787569046,1.6911115646362305,-30.196880340576172,0.14819657802581787,0.05508965253829956,0.009880798868834972,1.5337063074111938,-31.459157943725586,0.12114834785461426,0.07910555601119995,0.010786514729261398,1.809882640838623,-30.283708572387695
2,0.6000000238418579,0.1953091025352478,0.04605543613433838,0.006198519840836525,-0.05171847343444824,1.1918613910675049,0.3807484805583954,1.8212653398513794,-29.69986343383789,0.14729797840118408,0.14474254846572876,0.009820823557674885,1.5507768392562866,-31.415433883666992,0.12036484479904175,0.05404531955718994,0.012507613748311996,1.8184993267059326,-30.286296844482422
3,0.6000000238418579,0.19872063398361206,0.07078886032104492,0.007298395503312349,-0.044647216796875,1.260063886642456,0.35141023993492126,1.842748999595642,-29.800703048706055,0.1453220248222351,0.0855521559715271,0.009638160467147827,1.583777904510498,-31.42268943786621,0.1219971776008606,0.0508875846862793,0.012220215983688831,1.853027105331421,-30.340206146240234
4,0.6000000238418579,0.1944562792778015,0.05458426475524902,0.006273089908063412,-0.04620707035064697,1.1213536262512207,0.3790547549724579,1.6811693906784058,-30.14143180847168,0.14835357666015625,0.04461413621902466,0.008575677871704102,1.5145658254623413,-31.429412841796875,0.1171337366104126,0.05305051803588867,0.014952356927096844,1.778255820274353,-30.32707977294922
5,0.6000000238418579,0.2004263997077942,0.04434967041015625,0.006030740682035685,-0.129217267036438,1.1645841598510742,0.338076651096344,1.7712124586105347,-29.936861038208008,0.14839112758636475,0.09050071239471436,0.009895281866192818,1.5436503887176514,-31.47551918029785,0.12200123071670532,0.045968055725097656,0.01336639653891325,1.822258710861206,-30.30644416809082
6,0.6000000238418579,0.2004263997077942,0.07761186361312866,0.00694418977946043,-0.0989694595336914,0.9758923649787903,0.32221686840057373,1.849159598350525,-29.651771545410156,0.14881259202957153,0.044001102447509766,0.009027451276779175,1.5546001195907593,-31.35973358154297,0.12233126163482666,0.09381133317947388,0.012306788936257362,1.836211919784546,-30.158191680908203
7,0.6000000238418579,0.2004263997077942,0.07846474647521973,0.007377630099654198,-0.08325135707855225,1.0163519382476807,0.33629921078681946,1.7584805488586426,-29.6002254486084,0.1479402780532837,0.03402978181838989,0.010091115720570087,1.5597409009933472,-31.34322738647461,0.1211092472076416,0.07281291484832764,0.013791073113679886,1.820317029953003,-30.244394302368164
8,0.6000000238418579,0.2004263997077942,0.06737732887268066,0.00707003939896822,-0.024030566215515137,1.3333313465118408,0.3403271436691284,1.7518773078918457,-30.017555236816406,0.1472480297088623,0.06510871648788452,0.010030090808868408,1.5967720746994019,-31.155879974365234,0.11979061365127563,0.042558133602142334,0.01052427664399147,1.8544522523880005,-30.06451416015625
9,0.6000000238418579,0.19872063398361206,0.05884861946105957,0.005704501643776894,-0.07879698276519775,1.3772133588790894,0.37323448061943054,1.7612252235412598,-29.968833923339844,0.14846837520599365,0.07777440547943115,0.009934363886713982,1.5900087356567383,-31.39069938659668,0.12190580368041992,0.10413652658462524,0.01286397222429514,1.8503475189208984,-30.29093360900879
10,0.8999999761581421,0.1270788311958313,0.06311303377151489,0.006627283990383148,-0.11647546291351318,1.5096523761749268,0.37630727887153625,2.1610662937164307,-27.604934692382812,0.15230566263198853,0.06960606575012207,0.010702588595449924,1.3155322074890137,-32.51499938964844,0.12606173753738403,0.05664712190628052,0.013493685983121395,1.4412480592727661,-32.3803825378418
11,0.8999999761581421,0.12622594833374023,0.045202672481536865,0.00524776428937912,-0.0569537878036499,1.4911338090896606,0.3231915533542633,1.9038670063018799,-29.5275821685791,0.15347820520401,0.03084266185760498,0.009585393592715263,1.4513400793075562,-32.54597854614258,0.12673896551132202,0.09148585796356201,0.014803878031671047,1.5833271741867065,-32.44157028198242
12,0.8999999761581421,0.13049036264419556,0.5731343030929565,0.01707621105015278,-0.034659385681152344,1.3705164194107056,0.4023965895175934,1.8151618242263794,-29.318143844604492,0.15160858631134033,0.08177298307418823,0.010825445875525475,1.3313003778457642,-32.15788650512695,0.12603789567947388,0.10355764627456665,0.014015561901032925,1.440077543258667,-32.01741409301758
13,0.8999999761581421,0.13049036264419556,0.07505333423614502,0.005834987852722406,-0.09383130073547363,1.646522045135498,0.3840346932411194,1.9506254196166992,-28.832382202148438,0.15237689018249512,0.1457950472831726,0.00992253515869379,1.375038981437683,-32.44073486328125,0.12682855129241943,0.08615344762802124,0.011836416088044643,1.5133848190307617,-32.269325256347656
14,0.8999999761581421,0.13049036264419556,0.19616198539733887,0.007074698340147734,-0.08929204940795898,1.01809561252594,0.3441680371761322,2.0887463092803955,-28.896276473999023,0.15024983882904053,0.0922250747680664,0.009742408990859985,1.4385263919830322,-32.509342193603516,0.12762242555618286,0.17090213298797607,0.016802959144115448,1.5739037990570068,-32.33342361450195
15,0.8999999761581421,0.12622594833374023,0.04946696758270264,0.006347649730741978,-0.1166541576385498,1.2055341005325317,0.3431849479675293,1.899146556854248,-29.275163650512695,0.1521317958831787,0.03928285837173462,0.009145868942141533,1.288425326347351,-32.59169387817383,0.1262274980545044,0.15602940320968628,0.012679771520197392,1.4228127002716064,-32.43156051635742
16,0.8999999761581421,0.13049036264419556,0.06823039054870605,0.006720493081957102,-0.07185077667236328,1.938289761543274,0.399899959564209,1.6873270273208618,-29.80771255493164,0.15193873643875122,0.0350494384765625,0.00913717970252037,1.3274372816085815,-32.581825256347656,0.12574952840805054,0.06585365533828735,0.012591321021318436,1.4653774499893188,-32.42094039916992
17,0.8999999761581421,0.13049036264419556,0.6430703401565552,0.01985389180481434,-0.13621151447296143,1.2589685916900635,0.330077588558197,1.953399658203125,-28.899356842041016,0.15182238817214966,0.052295029163360596,0.009237777441740036,1.3509180545806885,-31.81447982788086,0.12571901082992554,0.08479958772659302,0.0124537767842412,1.4692133665084839,-31.607728958129883
18,0.8999999761581421,0.13049036264419556,0.06140732765197754,0.007139936089515686,-0.027947068214416504,1.2049531936645508,0.3361833989620209,1.934166431427002,-29.10079002380371,0.15259838104248047,0.08569663763046265,0.009832424111664295,1.3402470350265503,-32.52736282348633,0.12503564357757568,0.06397634744644165,0.012897532433271408,1.4831632375717163,-32.33222579956055
19,0.8999999761581421,0.13049036264419556,0.051172614097595215,0.007056053727865219,-0.11694490909576416,0.9411707520484924,0.3684065639972687,2.0872514247894287,-28.506393432617188,0.15298068523406982,0.07935905456542969,0.009911693632602692,1.406671404838562,-32.38546371459961,0.12594127655029297,0.052951931953430176,0.01479709055274725,1.5413626432418823,-32.22810363769531
20,1.2000000476837158,0.09211081266403198,0.06823033094406128,0.006021421402692795,-0.12400257587432861,1.2921724319458008,0.35663923621177673,2.1274523735046387,-28.301820755004883,0.15561819076538086,0.08815646171569824,0.011775350198149681,1.4749104976654053,-31.901500701904297,0.129197359085083,0.09515255689620972,0.016058702021837234,1.5115625858306885,-32.29383087158203
21,1.2000000476837158,0.08784645795822144,0.06567162275314331,0.008901631459593773,-0.09510505199432373,1.2664247751235962,0.39123550057411194,2.290660858154297,-27.04692840576172,0.15901142358779907,0.05082738399505615,0.01095632091164589,1.454328179359436,-31.923460006713867,0.12712407112121582,0.0766332745552063,0.015989644452929497,1.4801346063613892,-32.293888092041016
22,1.2000000476837158,0.08784645795822144,0.15778237581253052,0.008621996268630028,-0.05681884288787842,1.261332631111145,0.35886502265930176,2.194138288497925,-27.295976638793945,0.15915602445602417,0.07917732000350952,0.010855790227651596,1.3781160116195679,-32.006778717041016,0.12850838899612427,0.08188551664352417,0.015677815303206444,1.4002779722213745,-32.381710052490234
23,1.2000000476837158,0.09211081266403198,0.12281453609466553,0.00870122667402029,-0.20319509506225586,1.2460951805114746,0.3551945686340332,2.304222822189331,-26.974702835083008,0.15533512830734253,0.15112483501434326,0.013410355895757675,1.442940354347229,-31.92998504638672,0.13014370203018188,0.065166175365448,0.015036400407552719,1.4715572595596313,-32.3233757019043
24,1.2000000476837158,0.09211081266403198,0.07078903913497925,0.0063849445432424545,-0.043148040771484375,1.025467872619629,0.34113845229148865,1.9386515617370605,-28.286657333374023,0.15814054012298584,0.03425741195678711,0.010164561681449413,1.3250752687454224,-32.104278564453125,0.128412663936615,0.07156407833099365,0.01579279452562332,1.3545535802841187,-32.41197204589844
25,1.2000000476837158,0.09211081266403198,0.07249462604522705,0.007447543554008007,-0.05750548839569092,1.6396836042404175,0.3993852138519287,2.100818634033203,-27.90003204345703,0.15784430503845215,0.05910289287567139,0.010152539238333702,1.3705428838729858,-32.048763275146484,0.1280517578125,0.06844401359558105,0.014720337465405464,1.3794419765472412,-32.449363708496094
26,1.2000000476837158,0.10234540700912476,0.07505333423614502,0.006170546170324087,-0.07319784164428711,0.9925878643989563,0.33282431960105896,1.8165099620819092,-29.410295486450195,0.1589304804801941,0.056788861751556396,0.011125928722321987,1.4143421649932861,-31.99441909790039,0.1239052414894104,0.05158793926239014,0.013655007816851139,1.4555374383926392,-32.35463333129883
27,1.2000000476837158,0.09211081266403198,0.0324094295501709,0.00590490410104394,-0.06869864463806152,1.1491045951843262,0.33720213174819946,1.9275957345962524,-28.759567260742188,0.15865415334701538,0.03632783889770508,0.010560411959886551,1.3873224258422852,-31.960899353027344,0.12990468740463257,0.10201388597488403,0.014025603421032429,1.4378739595413208,-32.24036407470703
28,1.2000000476837158,0.10234540700912476,0.08869940042495728,0.0073450119234621525,-0.14601349830627441,1.2604384422302246,0.34417152404785156,2.2108614444732666,-27.286283493041992,0.15756076574325562,0.07145094871520996,0.012338163331151009,1.4246172904968262,-31.923376083374023,0.12984758615493774,0.08732366561889648,0.013571714051067829,1.4781157970428467,-32.22502517700195
