,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,308.86790393468317,73.96044576857767,89.18036427534261,293.134032609028,226.4225105293742,
PR,10879.596646792153,140366608.14568254,203011556987.27032,1604655011563.7302,4.910135827408336,
RF,393.3352979677945,20118359.485303592,924.8169385332382,67817826.69712026,14195.748991706867,
BC_det_best_loss,131211946734.5511,10401.407176968725,84112.63124166874,300734.20987051085,3.679753325774713e+30,
BC_det_best_eucl,54143.519152588546,846923008734.5989,182.7113511410836,3407.3035616024113,1193782.402550347,
BC_det_best_dtw,2.6694561681801994e+31,2274036292716.5425,407694109996.3324,823816.8742668371,271543393.5274743,
BC_nondet_best_loss,4.070535204375295,35.23908817807593,2.805109875253531,4.930138448919432,5.763650517841818,
BC_nondet_best_eucl,6.899682556604423,81.16221345019368,9.584874274960018,3.758473675603696,3.680988213084695,
BC_nondet_best_dtw,7.508887692887566,65.02424930675835,8.752035678588522,3.620740338657652,3.7800851835338425,
GAIL_det_ppo_best_loss,2825195946093.5127,1329782.3516014384,14046510811131.059,1020195795.9061662,8629223240.71719,
GAIL_det_ppo_best_eucl,2825195946093.5127,1329782.3516014384,14046510811131.059,1020195795.9061662,8629223240.71719,
GAIL_det_ppo_best_dtw,2273035506.646391,8.318423719152294e+27,4017281781081.566,3.518988858033701e+30,7.613641290407384e+30,
GAIL_nondet_ppo_best_loss,56.188006735461535,26.754384584979718,24.4653731876069,17.272574037837558,18.427201819538972,
GAIL_nondet_ppo_best_eucl,890.1643063162571,353.5383289745083,1517.2693701081741,2415.8987956800092,4222.977883056202,
GAIL_nondet_ppo_best_dtw,1247.9627617988501,39.12208864049651,229.2593259016855,638.4786607146386,1930.22705074215,
BCxGAIL_det_ppo_best_loss,771886.7234030024,9.615126557796828e+29,111584091.85197721,10162.482137890209,586487952.9824386,
BCxGAIL_det_ppo_best_eucl,2475.262600989185,111423557377.30197,43688.220821380804,186979.38639533074,4079733575.0688634,
BCxGAIL_det_ppo_best_dtw,2475.262600989185,111423557377.30197,43688.220821380804,186979.38639533074,4079733575.0688634,
BCxGAIL_nondet_ppo_best_loss,266.4622992414812,129.17430190274374,31.442669600611318,9.59600532932338,8.491734916538897,
BCxGAIL_nondet_ppo_best_eucl,3.4298933298969874,126.11822810928511,1.9016957266257943,6.315353870770139,1.9862183997494536,
BCxGAIL_nondet_ppo_best_dtw,3.1798997285615163,201.77017547024994,2.9003115339194503,5.73341088662594,5.11672359126077,
