,controller config,fot safety,fot comfort,fot mean comfort,RF safety,RF comfort,RF mean comfort,RF euclidean,RF dtw
0,10.0,0.4367816150188446,0.6206896901130676,0.11864183098077774,0.21471264415388466,0.1379310270026326,0.056501518088853224,1.5662900438913072,-13.529654034540114
1,10.0,0.3218390643596649,0.436781644821167,0.09565332531929016,0.22068964879060626,0.15310344107449064,0.056173865151559484,1.5433059925614458,-14.011959955835684
2,10.0,0.2988505959510803,0.41379308700561523,0.1070154532790184,0.25494252602601886,0.13839079696685075,0.055439290741308676,1.0492619803574266,-13.880415497810139
3,10.0,0.48275861144065857,0.6436781883239746,0.13291054964065552,0.2170114944592631,0.1613793053478002,0.060443914309144024,2.17563270177669,-12.52494143586205
4,10.0,0.27586206793785095,0.4137931168079376,0.09750298410654068,0.2165517246440566,0.18965517930686476,0.06572862865510343,1.7719108476247638,-14.131501026236993
5,10.0,0.4597701132297516,0.3448275923728943,0.12868277728557587,0.24758620391631958,0.2022988457232713,0.0599392243320572,2.349364247170329,-12.042328153678373
6,10.0,0.36781609058380127,0.4597701132297516,0.10807240009307861,0.26275861452365756,0.19678161922842252,0.06391069213206739,1.9405589512395607,-12.922958059328817
7,10.0,0.29885056614875793,0.4597700834274292,0.11124323308467865,0.22321839068984153,0.1829885018244386,0.0590857430907159,1.4472541087990907,-13.98712952809927
8,10.0,0.27586206793785095,0.3678160309791565,0.10410885512828827,0.2144827592090285,0.13310346208512774,0.061936852544032285,1.6147809455344504,-14.044700589488416
9,10.0,0.48275861144065857,0.36781615018844604,0.12683314085006714,0.2613793070151889,0.1508045912533999,0.05814506360254754,2.35675955353915,-12.873089386781018
10,20.0,0.7126436233520508,0.8965516686439514,0.1469150334596634,0.26620689059639807,0.25103447720408445,0.06402166529248159,3.544086438886277,-7.64955157556363
11,20.0,0.6206896305084229,0.5977011919021606,0.1651473194360733,0.28965516666913865,0.13655172057449813,0.057394634598288044,2.8907526259254004,-8.353477772377696
12,20.0,0.7126436233520508,0.5287357568740845,0.15404942631721497,0.3450574707702315,0.14137930788099773,0.05910952432230973,3.3497964117427044,-6.908147087226771
13,20.0,0.5747126340866089,0.436781644821167,0.12207689881324768,0.255862063682028,0.14919539511203767,0.05865503866824954,2.567088060156176,-10.44203624391226
14,20.0,0.5977011919021606,0.390804648399353,0.1305324286222458,0.27931033949399825,0.19241379383951426,0.07036596552479542,2.7721248435461123,-8.335381258756755
15,20.0,0.919540286064148,0.5977012515068054,0.15299247205257416,0.22965517009640574,0.29103447057306764,0.06285638576523327,3.4235723415206234,-4.894000246146812
16,20.0,0.5977011919021606,0.4597700834274292,0.1321178525686264,0.3091954021990812,0.2903448158502579,0.06437309895053335,3.1707112593585065,-9.073870205476888
17,20.0,0.6896551847457886,0.4597701132297516,0.1725459098815918,0.3620689657047904,0.2547126354277134,0.07442991081710862,3.6955839585663584,-7.1604672017533355
18,20.0,0.7586207389831543,0.5747125744819641,0.1635618954896927,0.42459769901787403,0.22298850052058702,0.06253137615477217,3.7684452104620796,-5.150168078444563
19,20.0,0.5517240762710571,0.6896551847457886,0.14163033664226532,0.2618390807226813,0.16781609185039995,0.06069229681044818,2.1903824668855925,-11.07372561255045
20,30.0,0.7126436233520508,0.6896551847457886,0.13845950365066528,0.6491953973934568,0.44597700279206054,0.13515127898461518,5.720333335675665,-2.850602828783703
21,30.0,0.8045977354049683,0.5057471990585327,0.15061435103416443,0.6105747235848987,0.3862068856507541,0.13343639048522918,5.449089065212436,-6.261600005076053
22,30.0,0.7586207389831543,0.6436781883239746,0.1474435180425644,0.6241379309728229,0.39793101623654376,0.132411156164418,6.215953037729737,-7.023113744453167
23,30.0,0.9885057210922241,0.6206896901130676,0.18390806019306183,0.6105747235848987,0.3862068856507541,0.12819659540365486,5.183479294866337,-6.368108468438445
24,30.0,0.7356321811676025,0.8275861740112305,0.1572202444076538,0.6190804631545627,0.45586206279695035,0.12664553029526923,5.0866046397352225,-7.404879026526739
25,30.0,0.7356321811676025,0.5057470798492432,0.14427268505096436,0.6190804631545627,0.5252873569354417,0.13567182234691819,6.0823706959346895,-7.781398448729207
26,30.0,0.8045977354049683,0.5517240762710571,0.1408376395702362,0.5949425430133426,0.4133333236724137,0.13169243459429206,5.059157828102985,-4.962433413033486
27,30.0,1.080459713935852,0.5057471990585327,0.15378516912460327,0.6105747235848987,0.6158620497956871,0.1335183016540504,6.73134767144607,-0.8762446387258916
28,30.0,0.8735631704330444,0.8965517282485962,0.15008588135242462,0.6758620622471487,0.5195402328670025,0.13873959954142911,6.359815471129175,-5.524942284941374
29,30.0,0.8505747318267822,0.5287356972694397,0.13819526135921478,0.621149419648894,0.3914942459017038,0.12456071139024251,5.439758190806165,-0.5942368273194476
30,40.0,0.8045977354049683,1.126436710357666,0.17862333357334137,0.7420689697101199,0.4940229951962831,0.1304003162767695,7.708096956339102,-5.1440257790318595
31,40.0,0.919540286064148,0.7126436829566956,0.18258686363697052,0.7358620710208499,0.5583908169344067,0.12962610606232594,7.63029721691074,-0.5023304313814775
32,40.0,0.8045977354049683,1.0574712753295898,0.16250494122505188,0.7427586277291691,0.462068967781961,0.12754392704230616,3.3776291148028634,-8.974558881926667
33,40.0,0.8045977354049683,0.5287356376647949,0.14215880632400513,0.7342528743579471,0.4565517236292363,0.13507200418104387,2.815900882254503,-8.482342837447785
34,40.0,0.8275861740112305,0.7586206197738647,0.14612233638763428,0.7326436824634158,0.6091954060271384,0.13680539027584354,5.899285293204768,-4.780522042558552
35,40.0,0.8045977354049683,0.5747125148773193,0.16329766809940338,0.7452873612477863,0.6073563333600762,0.13530453273063076,4.138662863588373,-8.414093061085733
36,40.0,0.8735631704330444,0.9655172228813171,0.18417228758335114,0.7328735698297107,0.4565517236292363,0.13452239301398225,6.217751041800934,-8.28455115122908
37,40.0,1.034482717514038,0.7126436233520508,0.1738670915365219,0.7466666693523013,0.4618390822038055,0.12698110669594387,6.686991416569064,0.272913570054125
38,40.0,0.9425287246704102,0.9885057210922241,0.16197648644447327,0.7595402347758925,0.5089655236899853,0.12781080580819612,8.75716362527851,-3.4389283412751093
39,40.0,0.8965517282485962,1.0574712753295898,0.1968555599451065,0.7365517259671771,0.4634482776746154,0.12849253394394772,7.417274798870925,-3.8734655253236205
40,50.0,1.080459713935852,1.563218593597412,0.30175715684890747,0.846436791019193,0.7126436962559822,0.15665477883284804,9.314950882010182,-0.7088817369544946
41,50.0,0.8505747318267822,1.4482758045196533,0.24388954043388367,0.9027586351797497,0.7287356535717846,0.14934073378214205,7.784246760480085,-3.7512214564898976
42,50.0,0.8275861740112305,0.8045976758003235,0.18496498465538025,0.7662069041564548,0.7632184130698441,0.17107147683228913,8.9160895315107,-2.9316046111430136
43,50.0,0.9425287246704102,1.2413792610168457,0.25842249393463135,0.809885062678107,0.7632184130698441,0.15875545076212322,4.675543181365047,-6.450685696782407
44,50.0,0.8275861740112305,0.9885058403015137,0.21667326986789703,0.880459781186334,0.7089655401185155,0.1764354607552804,4.551044363189346,-7.728095505085849
45,50.0,0.919540286064148,1.0114941596984863,0.22565729916095734,0.8009195382430636,0.7425287505611777,0.16926938846150694,5.636011376404426,-6.959750229080927
46,50.0,0.8275861740112305,1.0574712753295898,0.23358434438705444,0.7671264470651233,0.7287356535717846,0.14550931453447918,5.1192121605241585,-4.700322271833083
47,50.0,0.8045977354049683,1.2873563766479492,0.20980313420295715,0.7662069041564548,0.7565517468005422,0.17916237239608135,4.040509243380094,-7.687679492989678
