,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,665.4603190345183,136.59904908405255,190.71773201464202,112.7881162560668,106.0425857090357,
PR,161063.95664609902,1848578922.2566795,1854113140095.6108,9975487183137.21,4.971710744496338,
RF,458.4622749927289,29380233719194.855,722.1942219676961,6.619462061415695e+30,882157.6503189192,
BC_det_best_loss,139885656.36151713,335307029.2640395,19146396.154929202,62903145.41905414,5.435406626351601e+30,
BC_det_best_eucl,12371010786.995476,213468744.4763085,7.390740898947238e+28,245460207.68807194,5592698346531.529,
BC_det_best_dtw,12371010786.995476,213468744.4763085,7.390740898947238e+28,245460207.68807194,5592698346531.529,
BC_nondet_best_loss,8.985842633523019,32.5362861386214,4.195774341381515,5.43799866488513,1.9030478635121737,
BC_nondet_best_eucl,9.418755322437955,48.25895987863421,4.7777113214092735,7.073541519075011,1.4703060249302573,
BC_nondet_best_dtw,8.463353366212656,39.032567880590186,4.625148329866547,9.016448508098458,2.348447699672728,
GAIL_det_ppo_best_loss,114878564.32468246,795493431394.7076,68018441.08340456,154404779.3133634,43926201326673.914,
GAIL_det_ppo_best_eucl,114878564.32468246,795493431394.7076,68018441.08340456,154404779.3133634,43926201326673.914,
GAIL_det_ppo_best_dtw,114878564.32468246,795493431394.7076,68018441.08340456,154404779.3133634,43926201326673.914,
GAIL_nondet_ppo_best_loss,63.23449502213032,26.14841532104807,17.12130988910337,14.67566124132811,3.739465105773946,
GAIL_nondet_ppo_best_eucl,4971.302929727224,20.706999364602048,1342.827109608361,3887.170512240828,10009.084951262876,
GAIL_nondet_ppo_best_dtw,8796.714983678741,29.643377360962326,1293.8694761624013,4988.013855801363,17557.42192252156,
BCxGAIL_det_ppo_best_loss,1.3919967847095852e+28,119665710031.86642,81574098212.53912,1024953479409.7439,3.3566225825587526e+30,
BCxGAIL_det_ppo_best_eucl,75761191842.53023,1.685136934802486e+29,226248.90709529247,1.0585948446166344e+30,149043288.6691534,
BCxGAIL_det_ppo_best_dtw,23930937919.296944,258251566699.21622,2.5461287360098198e+29,1.2502583430278379e+30,3646145131080.5625,
BCxGAIL_nondet_ppo_best_loss,5.07184233964519,191.26275095370022,12.990313380223359,9.341190888534818,22.906143419464787,
BCxGAIL_nondet_ppo_best_eucl,5.680131522561862,281.7707439648794,4.915033326630984,10.445893427068448,40.808468882931166,
BCxGAIL_nondet_ppo_best_dtw,5.170940530273815,260.0914944767214,6.425782642131729,8.270224422702547,53.82625823089316,
