,config1_kld,config2_kld,config3_kld,config4_kld,config5_kld
Random,1202.4407263902126,464.0941021266109,713.0597283485401,386.81811966065874,45.656454736326296,
PR,2452.2850767462105,105.96251879563056,264.7348972307359,25.92437181218902,29.781447558164793,
RF,99.66677650018426,98.06839694433566,20.93778669413557,146.21727636625297,64.35502775218691,
BC_det_best_loss,1072.7503797721265,59.059319067155776,38.7479554351659,89.9152939682736,472.3423973313811,
BC_det_best_eucl,149.57809480613568,1789.2767318235606,567.0563025840544,1035.4572140880578,2752.247053912499,
BC_det_best_dtw,28.291808831645234,15.360507446277598,95.23469295953392,170.38083039681948,984.9740242970524,
BC_nondet_best_loss,1.6816041956858623,1.676368159758945,1.2569406431502708,1.3234875063643834,0.3174209587701209,
BC_nondet_best_eucl,0.628391587041963,0.9500581671742627,1.2021333570974833,1.1502157134008342,0.11433917438924657,
BC_nondet_best_dtw,1.0242825555647812,1.1423265394248185,0.7341122082428834,0.8937854824918734,1.9437224934509558,
GAIL_det_ppo_best_loss,81080.71736658852,1339.2728962942147,297.62779871491676,473.99258138843055,635.9179657118165,
GAIL_det_ppo_best_eucl,759.2311115602546,647.0782847953182,171.72283845446947,588.9798639985431,98.48843353108003,
GAIL_det_ppo_best_dtw,81080.71736658852,1339.2728962942147,297.62779871491676,473.99258138843055,635.9179657118165,
GAIL_nondet_ppo_best_loss,18.523421924535477,18.41618065048263,13.702827112489661,19.55207561748733,12.069697856920435,
GAIL_nondet_ppo_best_eucl,111.93914925539751,250.86703051841397,19.885530189144873,255.23250846033065,37.1676958443368,
GAIL_nondet_ppo_best_dtw,4.096039257628668,30.38341068799541,236.42674229858952,404.4525152342026,3437.1519463187547,
BCxGAIL_det_ppo_best_loss,53.69818105690979,61.82760600394863,14.651363122802792,46.934860055921746,3955.96404771617,
BCxGAIL_det_ppo_best_eucl,59.589483425893256,509.56460924639197,11.415468235055524,72.0042314029563,177.84893352002842,
BCxGAIL_det_ppo_best_dtw,27.07306182177368,20.469059500284843,105.53649633818281,52.58259861443007,428.06691927554556,
BCxGAIL_nondet_ppo_best_loss,1.6742779381176351,1.075632067679686,0.8478240025788772,0.7232814849922895,0.413767191176156,
BCxGAIL_nondet_ppo_best_eucl,3.0479809074900137,0.8588058261884439,0.3976858227384725,0.2332984802084419,1.0000951094627926,
BCxGAIL_nondet_ppo_best_dtw,3.8830739896600672,0.6414747560074701,0.6134095876362928,0.38765041465698213,0.5487834835549075,
