,controller config,fot safety,fot comfort,fot mean comfort,Random safety,Random comfort,Random mean comfort
0,10.0,0.3448275625705719,0.4827585816383362,0.09591756016016006,1.1675838232040405,6.441098213195801,1.8294779062271118
1,10.0,0.4367816150188446,0.4597701132297516,0.08825472742319107,1.136489748954773,5.479444980621338,2.0050339698791504
2,10.0,0.5057471394538879,0.4597700834274292,0.10225921869277954,1.1528284549713135,4.746208190917969,1.7131730318069458
3,10.0,0.3448275923728943,0.436781644821167,0.10199496150016785,1.1539905071258545,5.304770469665527,2.1544296741485596
4,10.0,0.3448275923728943,0.5057470798492432,0.10040955990552902,1.1677745580673218,5.4482903480529785,2.391021728515625
5,10.0,0.39080458879470825,0.5517241358757019,0.12709736824035645,1.1632544994354248,5.39231014251709,2.2954084873199463
6,10.0,0.4597701132297516,0.4367816150188446,0.10543004423379898,1.1439177989959717,6.157656669616699,2.1047558784484863
7,10.0,0.2988505959510803,0.41379308700561523,0.10225921124219894,1.164185643196106,6.078669548034668,2.0755362510681152
8,10.0,0.27586206793785095,0.2988505959510803,0.0734575167298317,1.1665724515914917,7.539610385894775,2.2769062519073486
9,10.0,0.39080458879470825,0.3448275923728943,0.09988108277320862,1.111375331878662,4.462141513824463,1.7358243465423584
10,20.0,0.5287356376647949,0.4597700834274292,0.14400845766067505,1.1712208986282349,6.608730792999268,1.812007188796997
11,20.0,0.6206896305084229,0.5747126340866089,0.16171224415302277,1.1718064546585083,4.8593339920043945,1.8874211311340332
12,20.0,0.5517241358757019,0.5977011322975159,0.12577620148658752,1.165037751197815,4.941167831420898,2.0339291095733643
13,20.0,0.6206896305084229,0.4367816746234894,0.1479719877243042,1.142098069190979,4.9558000564575195,1.856843113899231
14,20.0,0.6206896305084229,0.41379314661026,0.12234113365411758,1.14046049118042,5.860746383666992,2.294705867767334
15,20.0,0.5747126340866089,0.48275864124298096,0.1323820799589157,1.1594346761703491,5.605081081390381,2.020266056060791
16,20.0,0.7586207389831543,0.5977011919021606,0.16197648644447327,1.1561596393585205,6.744389057159424,2.491907835006714
17,20.0,0.5517241358757019,0.5747126340866089,0.17016778886318207,1.1708341836929321,6.407751083374023,2.384281635284424
18,20.0,0.6666666269302368,0.5977011919021606,0.15087857842445374,1.1562144756317139,5.709074020385742,2.1778042316436768
19,20.0,0.6666666269302368,0.48275864124298096,0.17043201625347137,1.1154178380966187,5.28217077255249,1.850574016571045
20,30.0,0.8275861740112305,0.5517240762710571,0.13370327651500702,1.1594328880310059,5.369805335998535,2.0623910427093506
21,30.0,0.6896551847457886,0.48275867104530334,0.12815432250499725,1.147590160369873,5.754946708679199,2.0595877170562744
22,30.0,0.7356321811676025,0.9195401072502136,0.15087857842445374,1.1613390445709229,6.79201078414917,2.1667356491088867
23,30.0,0.7126436233520508,0.5287356376647949,0.13502445816993713,1.1529371738433838,4.523226261138916,1.9189172983169556
24,30.0,0.9885057210922241,0.7586207389831543,0.18364381790161133,1.1494297981262207,5.194721698760986,2.029513359069824
25,30.0,0.7586207389831543,0.5747126936912537,0.14400845766067505,1.1327661275863647,4.701249599456787,1.710219144821167
26,30.0,0.8275861740112305,0.6206897497177124,0.16831813752651215,1.160048007965088,5.271514892578125,1.7971471548080444
27,30.0,0.7586207389831543,0.5517241954803467,0.14189457893371582,1.1717005968093872,7.374758720397949,2.1799471378326416
28,30.0,0.8275861740112305,0.8505748510360718,0.16884660720825195,1.1646323204040527,5.1282148361206055,1.896583080291748
29,30.0,0.7126436233520508,0.48275870084762573,0.13793103396892548,1.166827917098999,5.376213073730469,1.8396527767181396
30,40.0,0.919540286064148,0.7126436233520508,0.19474169611930847,1.172333836555481,6.10621452331543,2.097337484359741
31,40.0,0.8275861740112305,0.873563289642334,0.15061436593532562,1.166261076927185,6.510525703430176,2.0896286964416504
32,40.0,0.8045977354049683,0.48275870084762573,0.14955739676952362,1.1520416736602783,6.319228172302246,1.862505316734314
33,40.0,0.8045977354049683,0.6436781287193298,0.13528867065906525,1.1455206871032715,4.91739559173584,1.9460248947143555
34,40.0,0.7816091775894165,0.8505746722221375,0.1482362449169159,1.164659857749939,6.156829357147217,1.9915508031845093
35,40.0,0.8965517282485962,1.2413792610168457,0.20980313420295715,1.171183466911316,5.472488880157471,1.7541043758392334
36,40.0,0.8505747318267822,0.5747126340866089,0.17915180325508118,1.1411826610565186,6.670417785644531,1.7697592973709106
37,40.0,0.8505747318267822,1.2413793802261353,0.19421322643756866,1.1476666927337646,6.597149848937988,2.375291347503662
38,40.0,0.8965517282485962,0.6206895709037781,0.17386707663536072,1.1722615957260132,6.688297271728516,2.1648218631744385
39,40.0,0.8505747318267822,0.5747127532958984,0.15801294147968292,1.1583116054534912,6.107444763183594,2.4880316257476807
40,50.0,1.1724138259887695,2.1379308700561523,0.32685956358909607,1.1673492193222046,5.992459297180176,2.5678768157958984
41,50.0,0.8735631704330444,1.5172414779663086,0.21588055789470673,1.1359741687774658,5.208579063415527,1.8146865367889404
42,50.0,0.9425287246704102,1.2413794994354248,0.2726912498474121,1.152513861656189,5.93359899520874,1.9559988975524902
43,50.0,0.8505747318267822,1.1954023838043213,0.19394898414611816,1.1623389720916748,6.349265098571777,2.1027004718780518
44,50.0,0.8275861740112305,0.8965516686439514,0.18602190911769867,1.0840821266174316,5.55495548248291,1.989709734916687
45,50.0,0.8045977354049683,0.9885057210922241,0.20002640783786774,1.168522834777832,7.508204936981201,2.300147294998169
46,50.0,0.9425287246704102,1.034482717514038,0.24256837368011475,1.1433736085891724,6.660201549530029,2.207951784133911
47,50.0,0.8045977354049683,1.0574711561203003,0.21852292120456696,1.1674737930297852,6.262664794921875,1.9523568153381348
48,50.0,0.9885057210922241,1.034482717514038,0.2388690561056137,1.1676663160324097,6.369179725646973,1.8548535108566284
49,50.0,0.8735631704330444,0.7586206197738647,0.19077816605567932,1.1089017391204834,5.111268520355225,2.030210018157959
